level_0,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,mapping_ts_code,pre_main_close,roll_factor,adj_close,adj_open,adj_high,adj_low,adj_settle
31,IF.CFX,20150306,3506.6,3496.2,3508.6,3529.2,3480.6,3490.2,3489.2,-6.0,-7.0,1017878.0,106990598.664,152092.0,,IF1503.CFX,,0.9902005730659026,3455.998040114613,3474.2177306590256,3494.6158624641835,3446.4921146131805,3455.007839541547
32,IF.CFX,20150309,3490.2,3489.2,3471.2,3575.0,3420.4,3564.4,3559.4,75.2,70.2,1210246.0,126653824.758,150929.0,,IF1503.CFX,,0.9902005730659026,3529.4709226361033,3437.184229226361,3539.967048710602,3386.882040114613,3524.519919770774
33,IF.CFX,20150310,3564.4,3559.4,3571.2,3571.8,3521.2,3527.8,3537.6,-31.6,-21.8,1061772.0,112823365.302,147498.0,,IF1503.CFX,,0.9902005730659026,3493.229581661891,3536.2042865329513,3536.798406876791,3486.694257879656,3502.933547277937
34,IF.CFX,20150311,3527.8,3537.6,3518.0,3598.6,3512.0,3542.2,3537.2,4.6,-0.4,1232780.0,131590072.608,151667.0,,IF1503.CFX,,0.9902005730659026,3507.48846991404,3483.5256160458453,3563.335782234957,3477.58441260745,3502.5374670487104
35,IF.CFX,20150312,3542.2,3537.2,3558.8,3629.4,3555.0,3592.0,3615.0,54.8,77.8,1320085.0,142346160.39,146658.0,,IF1503.CFX,,0.9902005730659026,3556.800458452722,3523.925799426934,3593.833959885387,3520.1630372492837,3579.5750716332377
36,IF.CFX,20150313,3592.0,3615.0,3610.0,3651.8,3597.4,3622.8,3615.4,7.8,0.4,1167051.0,126942080.328,130648.0,,IF1503.CFX,,0.9902005730659026,3587.298636103152,3574.6240687679083,3616.014452722063,3562.1475415472783,3579.9711518624645
37,IF.CFX,20150316,3622.8,3615.4,3618.0,3718.0,3617.4,3713.8,3708.6,98.4,93.2,1066131.0,117601248.798,131638.0,,IF1503.CFX,,0.9902005730659026,3677.406888252149,3582.5456733524356,3681.565730659026,3581.951553008596,3672.2578452722064
38,IF.CFX,20150317,3713.8,3708.6,3725.0,3766.8,3719.4,3765.0,3745.6,56.4,37.0,1099739.0,123439174.29,85777.0,,IF1503.CFX,,0.9902005730659026,3728.1051575931233,3688.497134670487,3729.887518624642,3682.9520114613183,3708.895266475645
39,IF.CFX,20150318,3765.0,3745.6,3768.8,3860.8,3760.8,3813.0,3835.4,67.4,89.8,976338.0,111401676.954,47251.0,,IF1503.CFX,,0.9902005730659026,3775.6347851002865,3731.867919770774,3822.966372492837,3723.9463151862465,3797.815277936963
40,IF.CFX,20150319,3813.0,3869.4,3868.0,3876.0,3837.6,3854.8,3851.2,-14.6,-18.2,817324.0,94608881.796,132061.0,,IF1504.CFX,3829.8,0.9837787056988154,3792.270154727794,3805.256033643018,3813.1262632886087,3775.349160989774,3788.728551387278
41,IF.CFX,20150320,3854.8,3851.2,3869.8,3933.0,3842.2,3919.0,3899.4,67.8,48.2,1504327.0,175366086.21,131123.0,,IF1504.CFX,,0.9837787056988154,3855.4287476336576,3807.026835313276,3869.201649513441,3779.8745430359886,3836.146685001961
42,IF.CFX,20150323,3919.0,3899.4,3950.0,4003.0,3945.2,3994.2,3985.0,94.8,85.6,1304328.0,155549638.506,145784.0,,IF1504.CFX,,0.9837787056988154,3929.4089063022084,3885.925887510321,3938.0661589123583,3881.203749722966,3920.3581422097795
43,IF.CFX,20150324,3994.2,3985.0,4002.0,4008.2,3921.0,3963.6,3974.4,-21.4,-10.6,1386556.0,165059575.338,143680.0,,IF1504.CFX,,0.9837787056988154,3899.305277907825,3937.0823802066593,3943.181808181992,3857.396305045055,3909.930087929372
44,IF.CFX,20150325,3963.6,3974.4,3966.8,3987.4,3915.4,3951.8,3952.2,-22.6,-22.2,1284394.0,152377865.364,136976.0,,IF1504.CFX,,0.9837787056988154,3887.696689180579,3902.4533697660613,3922.719211103457,3851.8871442931422,3888.090200662858
45,IF.CFX,20150326,3951.8,3952.2,3941.2,3993.8,3891.2,3934.0,3940.6,-18.2,-11.6,1604325.0,189992791.488,136242.0,,IF1504.CFX,,0.9837787056988154,3870.18542821914,3877.268634900171,3929.015394819929,3828.0796996152303,3876.678367676752
46,IF.CFX,20150327,3934.0,3940.6,3935.4,3991.8,3924.0,3985.6,3966.8,45.0,26.2,1296462.0,153866676.342,133886.0,,IF1504.CFX,,0.9837787056988154,3920.948409433199,3871.562718407118,3927.0478374085314,3860.347641162152,3902.4533697660613
47,IF.CFX,20150330,3985.6,3966.8,3992.6,4146.8,3991.8,4140.6,4111.6,173.8,144.8,1275334.0,155280013.932,143232.0,,IF1504.CFX,,0.9837787056988154,4073.4341088165156,3927.8348603730906,4079.533536791848,3927.0478374085314,4044.90452635125
48,IF.CFX,20150331,4140.6,4111.6,4175.0,4199.0,4001.0,4035.8,4053.4,-75.8,-58.2,1596233.0,197527770.012,134644.0,,IF1504.CFX,,0.9837787056988154,3970.3341004592794,4107.276096292554,4130.886785229326,3936.0986015009607,3987.6486056795784
49,IF.CFX,20150401,4035.8,4053.4,4043.0,4172.0,4042.0,4122.8,4133.2,69.4,79.8,1561038.0,192786572.046,144840.0,,IF1504.CFX,,0.9837787056988154,4055.9228478550763,3977.4173071403106,4104.324760175458,3976.433528434612,4066.1541463943436
50,IF.CFX,20150402,4122.8,4133.2,4153.8,4175.0,4051.4,4106.2,4099.6,-27.0,-33.6,1532615.0,189304423.506,126503.0,,IF1504.CFX,,0.9837787056988154,4039.592121340476,4086.4199877317396,4107.276096292554,3985.681048268181,4033.0991818828643
51,IF.CFX,20150403,4106.2,4099.6,4099.6,4214.8,4082.0,4206.0,4161.2,106.4,61.6,1613984.0,200500580.994,131362.0,,IF1504.CFX,,0.9837787056988154,4137.773236169218,4033.0991818828643,4146.430488779368,4015.7846766625644,4093.699950153911
52,IF.CFX,20150407,4206.0,4161.2,4236.0,4255.2,4181.8,4239.8,4228.6,78.6,67.4,1236705.0,156382486.062,118870.0,,IF1504.CFX,,0.9837787056988154,4171.0249564218375,4167.286597340182,4186.175148489599,4113.965791491307,4160.0066349180115
53,IF.CFX,20150408,4239.8,4228.6,4245.2,4286.8,4193.0,4247.6,4247.0,19.0,18.4,1529251.0,194636572.806,114187.0,,IF1504.CFX,,0.9837787056988154,4178.698430326289,4176.337361432611,4217.262555589682,4124.984112995133,4178.108163102869
54,IF.CFX,20150409,4247.6,4247.0,4250.0,4279.0,4181.0,4226.2,4225.2,-20.8,-21.8,1586649.0,201271340.004,102028.0,,IF1504.CFX,,0.9837787056988154,4157.645566024334,4181.059499219966,4209.589081685232,4113.178768526747,4156.661787318635
55,IF.CFX,20150410,4226.2,4225.2,4230.2,4382.6,4216.0,4377.0,4347.6,151.8,122.4,1466382.0,188657305.956,111960.0,,IF1504.CFX,,0.9837787056988154,4305.999394843715,4161.580680847129,4311.508555595628,4147.611023226206,4277.07630089617
56,IF.CFX,20150413,4377.0,4347.6,4399.8,4443.6,4361.2,4421.0,4418.4,73.4,70.8,1229737.0,162042887.97,104588.0,,IF1504.CFX,,0.9837787056988154,4349.285657894463,4328.4295493336485,4371.519056643257,4290.455691293673,4346.727833259646
57,IF.CFX,20150414,4421.0,4418.4,4414.2,4479.6,4377.6,4416.6,4434.2,-1.8,15.8,1406142.0,186555796.908,85608.0,,IF1504.CFX,,0.9837787056988154,4344.957031589389,4342.595962695711,4406.935090048414,4306.589662067135,4362.271536809687
58,IF.CFX,20150415,4416.6,4434.2,4421.6,4469.2,4368.0,4382.4,4422.6,-51.8,-11.6,1427566.0,189445799.892,58631.0,,IF1504.CFX,,0.9837787056988154,4311.3117998544885,4349.875925117883,4396.703791509146,4297.145386492426,4350.859703823581
59,IF.CFX,20150416,4382.4,4422.6,4389.6,4540.2,4371.4,4521.2,4491.8,98.6,69.2,778193.0,104085846.816,21449.0,,IF1504.CFX,,0.9837787056988154,4447.860284205484,4318.39500653552,4466.552079613762,4300.4902340918015,4418.93719025794
60,IF.CFX,20150417,4521.2,4520.6,4568.8,4665.0,4557.0,4604.4,4626.2,83.8,105.6,1388871.0,191972545.1,94067.0,,IF1505.CFX,4599.2,0.9826676707605752,4524.595023249992,4489.612054170916,4584.144684098083,4478.016575655941,4546.017178472573
61,IF.CFX,20150420,4604.4,4626.2,4588.4,4683.0,4487.4,4516.4,4524.0,-109.8,-102.2,1628754.0,224433736.122,103457.0,,IF1505.CFX,,0.9826676707605752,4438.120268223061,4508.8723405178225,4601.832702171773,4409.622905771004,4445.588542520842
62,IF.CFX,20150421,4516.4,4524.0,4550.0,4630.6,4528.0,4618.8,4607.6,94.8,83.6,1428010.0,196140696.21,105687.0,,IF1505.CFX,,0.9826676707605752,4538.745437708944,4471.137901960617,4550.3409162239195,4449.519213203885,4527.739559796427
63,IF.CFX,20150422,4618.8,4607.6,4631.0,4764.0,4631.0,4761.0,4744.4,153.4,136.8,1260977.0,177949812.858,109669.0,,IF1505.CFX,,0.9826676707605752,4678.480780491098,4550.7339832922235,4681.42878350338,4550.7339832922235,4662.168497156473
64,IF.CFX,20150423,4761.0,4744.4,4762.4,4787.8,4691.2,4716.0,4720.0,-28.4,-24.4,1447784.0,206078254.992,96785.0,,IF1505.CFX,,0.9826676707605752,4634.260735306872,4679.856515230163,4704.816274067482,4609.89057707201,4638.1914059899145
65,IF.CFX,20150424,4716.0,4720.0,4692.2,4733.0,4612.0,4722.0,4711.4,2.0,-8.6,1411169.0,198270941.01,100972.0,,IF1505.CFX,,0.9826676707605752,4640.156741331436,4610.87324474277,4650.966085709802,4532.063297547773,4629.740464021374
66,IF.CFX,20150427,4722.0,4711.4,4742.0,4824.6,4737.0,4804.0,4799.4,92.6,88.0,1326364.0,190461931.86,102486.0,,IF1505.CFX,,0.9826676707605752,4720.735490333803,4659.810094746647,4740.978444351471,4654.8967563928445,4716.215219048304
67,IF.CFX,20150428,4804.0,4799.4,4791.2,4811.0,4660.0,4721.0,4700.2,-78.4,-99.2,1438546.0,204849564.822,89600.0,,IF1505.CFX,,0.9826676707605752,4639.174073660675,4708.157344148068,4727.614164029127,4579.231345744281,4618.734586108855
68,IF.CFX,20150429,4721.0,4700.2,4701.8,4806.2,4700.4,4771.0,4779.6,70.8,79.4,1203575.0,171780726.324,101301.0,,IF1505.CFX,,0.9826676707605752,4688.3074571987045,4620.306854382073,4722.897359209476,4618.931119643007,4696.758399167245
69,IF.CFX,20150430,4771.0,4779.6,4777.8,4826.8,4733.6,4767.8,4769.4,-11.8,-10.2,1208777.0,173632670.124,92597.0,,IF1505.CFX,,0.9826676707605752,4685.16292065227,4694.989597359876,4743.140313227144,4651.555686312259,4686.735188925487
70,IF.CFX,20150504,4767.8,4769.4,4790.0,4806.2,4712.8,4757.6,4760.4,-11.8,-9.0,1014409.0,144824403.558,94572.0,,IF1505.CFX,,0.9826676707605752,4675.139710410513,4706.978142943155,4722.897359209476,4631.116198760439,4677.891179888642
71,IF.CFX,20150505,4757.6,4760.4,4768.6,4771.6,4566.0,4618.0,4597.6,-142.4,-162.8,1259363.0,176365058.748,104809.0,,IF1505.CFX,,0.9826676707605752,4537.9593035723365,4685.949054788879,4688.89705780116,4486.860584692786,4517.91288308882
72,IF.CFX,20150506,4618.0,4597.6,4628.0,4712.0,4532.0,4582.0,4571.0,-15.6,-26.6,1465118.0,203748309.486,114629.0,,IF1505.CFX,,0.9826676707605752,4502.583267424955,4547.785980279942,4630.33006462383,4453.449883886927,4491.773923046589
73,IF.CFX,20150507,4582.0,4571.0,4575.0,4589.4,4495.6,4503.2,4521.4,-67.8,-49.6,1413924.0,192583205.688,133056.0,,IF1505.CFX,,0.9826676707605752,4425.149054969022,4495.704593729632,4509.855008188583,4417.680780671242,4443.033606576864
74,IF.CFX,20150508,4503.2,4521.4,4525.0,4573.0,4451.2,4541.4,4535.2,20.0,13.8,1452579.0,197038601.802,126281.0,,IF1505.CFX,,0.9826676707605752,4462.686959992076,4446.571210191602,4493.73925838811,4374.050336089472,4456.59442043336
75,IF.CFX,20150511,4541.4,4535.2,4567.0,4672.8,4530.4,4658.0,4651.8,122.8,116.6,1262672.0,174293061.642,94630.0,,IF1505.CFX,,0.9826676707605752,4577.266010402759,4487.8432523635465,4591.809491930016,4451.877615613709,4571.173470844044
76,IF.CFX,20150512,4658.0,4651.8,4660.4,4724.6,4635.0,4704.0,4696.8,52.2,45.0,1162418.0,162924122.778,74708.0,,IF1505.CFX,,0.9826676707605752,4622.468723257745,4579.6244128125845,4642.711677275413,4554.6646539752655,4615.39351602827
77,IF.CFX,20150513,4704.0,4692.6,4705.0,4715.0,4624.0,4653.2,4648.4,-39.4,-44.2,405098.0,56833282.2,102856.0,,IF1506.CFX,4674.2,0.9871024728507436,4593.18522666908,4644.3171347627485,4654.188159491256,4564.361834461838,4588.447134799396
78,IF.CFX,20150514,4653.2,4648.4,4662.4,4694.6,4636.4,4664.0,4657.8,15.6,9.4,944997.0,132272826.426,119330.0,,IF1506.CFX,,0.9871024728507436,4603.845933375868,4602.2665694193065,4634.051269045101,4576.601905125187,4597.725898044194
79,IF.CFX,20150515,4664.0,4657.8,4675.6,4677.8,4515.4,4563.0,4619.8,-94.8,-38.0,1511232.0,208244326.044,139507.0,,IF1506.CFX,,0.9871024728507436,4504.148583617943,4615.296322060937,4617.467947501209,4457.162505910247,4560.216004075865
80,IF.CFX,20150518,4563.0,4619.8,4583.8,4599.8,4531.8,4536.8,4547.6,-83.0,-72.2,1232678.0,168935935.926,143805.0,,IF1506.CFX,,0.9871024728507436,4478.286498829254,4524.680315053239,4540.47395461885,4473.350986465,4488.947205536042
81,IF.CFX,20150519,4536.8,4547.6,4547.8,4780.4,4543.0,4774.0,4741.6,226.4,194.0,1505638.0,211362844.842,174187.0,,IF1506.CFX,,0.9871024728507436,4712.42720538945,4489.144626030612,4718.744661215695,4484.4065341609285,4680.445085269086
82,IF.CFX,20150520,4774.0,4741.6,4780.0,4907.0,4739.0,4775.0,4809.0,33.4,67.4,1542579.0,222807387.474,174826.0,,IF1506.CFX,,0.9871024728507436,4713.414307862301,4718.349820226555,4843.711834278599,4677.878618839674,4746.975791939226
83,IF.CFX,20150521,4775.0,4809.0,4785.0,4904.8,4778.6,4891.8,4863.4,82.8,54.4,1518782.0,220443709.428,195196.0,,IF1506.CFX,,0.9871024728507436,4828.707876691267,4723.285332590808,4841.540208838327,4716.967876764564,4800.674166462306
84,IF.CFX,20150522,4891.8,4863.4,4908.0,5027.2,4893.0,5022.8,4983.4,159.4,120.0,1505153.0,223440177.0,202048.0,,IF1506.CFX,,0.9871024728507436,4958.018300634715,4844.69893675145,4962.361551515258,4829.892399658688,4919.126463204395
85,IF.CFX,20150525,5022.8,4983.4,4993.2,5190.0,4985.0,5156.4,5155.2,173.0,171.8,1300551.0,198922844.316,195999.0,,IF1506.CFX,,0.9871024728507436,5089.895191007574,4928.800067438333,5123.06183409536,4920.705827160957,5088.710668040153
86,IF.CFX,20150526,5156.4,5155.2,5170.2,5287.4,5150.0,5274.2,5264.0,119.0,108.8,1542497.0,241971467.394,193918.0,,IF1506.CFX,,0.9871024728507436,5206.175862309392,5103.517205132915,5219.205614951022,5083.577735181329,5196.107417086314
87,IF.CFX,20150527,5274.2,5264.0,5304.0,5370.0,5205.4,5290.0,5284.0,26.0,20.0,1579474.0,250502881.254,178924.0,,IF1506.CFX,,0.9871024728507436,5221.7720813804335,5235.591516000344,5300.740279208493,5138.26321217726,5215.849466543329
88,IF.CFX,20150528,5290.0,5284.0,5309.0,5328.0,4851.2,4943.2,4976.8,-340.8,-307.2,1835645.0,283409461.224,182766.0,,IF1506.CFX,,0.9871024728507436,4879.444943795796,5240.527028364598,5259.281975348762,4788.631516293527,4912.6115868835805
89,IF.CFX,20150529,4943.2,4976.8,4969.6,5025.0,4800.2,4897.0,4887.4,-79.8,-89.4,1867516.0,276563707.506,179652.0,,IF1506.CFX,,0.9871024728507436,4833.840809550092,4905.504449079056,4960.189926074987,4738.289290178139,4824.364625810724
90,IF.CFX,20150601,4897.0,4887.4,4907.0,5260.0,4882.6,5249.0,5199.4,361.6,312.0,1476757.0,224808458.862,188420.0,,IF1506.CFX,,0.9871024728507436,5181.300879993553,4843.711834278599,5192.159007194911,4819.626533941041,5132.340597340156
91,IF.CFX,20150602,5249.0,5199.4,5251.6,5331.4,5125.0,5264.2,5267.0,64.8,67.6,1674093.0,261969001.398,174588.0,,IF1506.CFX,,0.9871024728507436,5196.304837580884,5183.867346422965,5262.638123756454,5058.900173360061,5199.068724504867
92,IF.CFX,20150603,5264.2,5267.0,5281.4,5307.0,5132.2,5182.6,5208.6,-84.4,-58.4,1852000.0,289884039.822,177936.0,,IF1506.CFX,,0.9871024728507436,5115.757275796264,5213.283000113917,5238.552823418896,5066.007311164586,5141.421940090383
93,IF.CFX,20150604,5182.6,5208.6,5190.0,5274.6,4687.8,5250.4,5143.4,41.8,-65.2,1986125.0,304327854.294,152144.0,,IF1506.CFX,,0.9871024728507436,5182.682823455544,5123.06183409536,5206.570703298533,4627.338972229716,5077.062858860514
94,IF.CFX,20150605,5250.4,5143.4,5257.0,5323.0,5080.0,5230.4,5230.0,87.0,86.6,1886262.0,296008090.218,138172.0,,IF1506.CFX,,0.9871024728507436,5162.940773998529,5189.1976997763595,5254.346462984508,5014.480562081778,5162.545933009389
95,IF.CFX,20150608,5230.4,5230.0,5230.0,5400.0,5149.8,5335.4,5346.0,105.4,116.0,1644696.0,259382369.562,116905.0,,IF1506.CFX,,0.9871024728507436,5266.586533647857,5162.545933009389,5330.353353394015,5083.380314686759,5277.049819860075
96,IF.CFX,20150609,5335.4,5346.0,5343.0,5365.0,5186.0,5250.4,5272.6,-95.6,-73.4,1664665.0,263636494.986,103984.0,,IF1506.CFX,,0.9871024728507436,5182.682823455544,5274.088512441523,5295.80476684424,5119.113424203956,5204.596498352831
97,IF.CFX,20150610,5250.4,5272.6,5200.0,5394.4,5184.8,5252.8,5309.2,-19.8,36.6,1636320.0,259393113.108,102540.0,,IF1506.CFX,,0.9871024728507436,5185.051869390386,5132.932858823867,5324.825579546051,5117.928901236535,5240.724448859168
98,IF.CFX,20150611,5252.8,5309.2,5282.0,5332.2,5221.6,5299.6,5290.8,-9.6,-18.4,1419761.0,224776879.854,95746.0,,IF1506.CFX,,0.9871024728507436,5231.2482651198015,5213.875261597627,5263.427805734735,5154.254272237443,5222.561763358714
99,IF.CFX,20150612,5299.6,5290.8,5305.0,5377.8,5263.0,5361.6,5330.0,70.8,39.2,1355496.0,216609638.916,87408.0,,IF1506.CFX,,0.9871024728507436,5292.448618436547,5236.578618473195,5308.439678496729,5195.120314613464,5261.256180294464
100,IF.CFX,20150615,5361.6,5330.0,5349.8,5387.0,5153.2,5199.8,5229.2,-130.2,-100.8,1459257.0,230784115.48,89913.0,,IF1506.CFX,,0.9871024728507436,5132.735438329297,5280.800809256908,5317.521021246956,5086.736463094452,5161.756251031108
101,IF.CFX,20150616,5199.8,5229.2,5190.0,5197.8,5001.2,5069.2,5055.4,-160.0,-173.8,1610772.0,247059539.892,72239.0,,IF1506.CFX,,0.9871024728507436,5003.819855374989,5123.06183409536,5130.761233383595,4936.696887221138,4990.197841249649
102,IF.CFX,20150617,5069.2,5055.4,5092.0,5163.8,4961.2,5113.8,5124.4,58.4,69.0,1433491.0,217295965.476,51070.0,,IF1506.CFX,,0.9871024728507436,5047.844625664133,5026.325791755987,5097.19974930667,4897.212788307109,5058.30791187635
103,IF.CFX,20150618,5113.8,5127.6,5109.0,5127.0,4920.0,4940.0,4976.0,-187.6,-151.6,1072676.0,162564302.88,103538.0,,IF1507.CFX,4934.0,0.9859035629646901,4870.363601045569,5036.9813031866015,5054.727567319966,4850.645529786275,4905.8561293122975
104,IF.CFX,20150619,4940.0,4976.0,4934.0,4945.0,4514.0,4598.0,4715.8,-378.0,-260.2,1924424.0,278552084.166,127920.0,,IF1507.CFX,,0.9859035629646901,4533.184582511645,4864.448179667781,4875.2931188603925,4450.368683222611,4649.324022228886
