Strategy/Factor Name,Robust Params,Rank,Mode,Plateau Verified,Annual Consistency,Sharpe @ Robust,POT @ Robust
DownsideUpsideVolatility,{'N': 30},1,STATE_MACHINE,Yes,High,0.6419,35.5344
DownsideUpsideVolatility,{'N': 40},2,RAW,Yes,High,0.6089,54.7393
DownsideUpsideVolatility,{'N': 40},2,STATE_MACHINE,Yes,High,0.5223,33.1305
DownsideUpsideVolatility,{'N': 50},3,RAW,Yes,High,0.595,58.508
DownsideUpsideVolatility,{'N': 50},3,STATE_MACHINE,Yes,High,0.557,38.4863
HistoricalVolatility,{'N': 10},1,RAW,Yes,High,0.5142,85.8701
HistoricalVolatility,{'N': 10},1,STATE_MACHINE,Yes,High,0.4766,68.3121
HistoricalVolatility,{'N': 20},2,RAW,Yes,High,0.4353,146.042
HistoricalVolatility,{'N': 20},2,STATE_MACHINE,Yes,High,0.4777,68.4121
HistoricalVolatility,{'N': 50},3,RAW,Yes,High,0.3919,76.4335
HistoricalVolatility,{'N': 50},3,STATE_MACHINE,Yes,High,0.48,68.8793
IntradayAmplitude,{'N': 10},1,RAW,Yes,High,0.4605,89.6101
IntradayAmplitude,{'N': 10},1,STATE_MACHINE,Yes,High,0.4766,68.3194
IntradayAmplitude,{'N': 20},2,RAW,Yes,High,0.4558,101.9025
IntradayAmplitude,{'N': 20},2,STATE_MACHINE,Yes,High,0.4778,68.4278
IntradayAmplitude,{'N': 50},3,RAW,Yes,High,0.4334,83.4591
IntradayAmplitude,{'N': 50},3,STATE_MACHINE,Yes,High,0.4797,68.7799
VIXFix,{'N': 10},1,RAW,Yes,High,0.4276,37.8269
VIXFix,{'N': 10},1,STATE_MACHINE,Yes,High,0.4723,67.6168
VIXFix,{'N': 20},2,RAW,Yes,High,0.4266,44.8398
VIXFix,{'N': 20},2,STATE_MACHINE,Yes,High,0.4721,67.6777
VIXFix,{'N': 30},3,RAW,Yes,High,0.2865,33.7296
VIXFix,{'N': 30},3,STATE_MACHINE,Yes,High,0.4721,67.6777
CMF,{'N': 40},1,RAW,Yes,High,0.6507,50.5593
CMF,{'N': 40},1,STATE_MACHINE,Yes,High,0.6871,40.1046
CMF,{'N': 30},2,RAW,Yes,High,0.6247,44.009
CMF,{'N': 30},2,STATE_MACHINE,Yes,High,0.6873,33.7764
CMF,{'N': 50},3,RAW,Yes,High,0.6151,51.7188
CMF,{'N': 50},3,STATE_MACHINE,Yes,High,0.4345,25.4414
OBV,{'N': 60},1,RAW,Yes,High,0.1503,17.3384
OBV,{'N': 60},1,STATE_MACHINE,Yes,High,0.2849,11.5903
OBV,{'N': 20},2,RAW,Yes,High,-0.0405,-3.6429
OBV,{'N': 20},2,STATE_MACHINE,Yes,High,0.0819,2.0699
OBV,{'N': 40},3,RAW,Yes,High,-0.0469,-4.1876
OBV,{'N': 40},3,STATE_MACHINE,Yes,High,0.1567,5.5673
OpenInterestROC,{'N': 10},1,RAW,Yes,High,0.238,9.8535
OpenInterestROC,{'N': 10},1,STATE_MACHINE,Yes,High,0.1217,3.9602
OpenInterestROC,{'N': 20},2,RAW,Yes,High,0.1348,8.0644
OpenInterestROC,{'N': 20},2,STATE_MACHINE,Yes,High,0.0354,1.6942
OpenInterestROC,{'N': 40},3,RAW,Yes,High,-0.1054,-8.0554
OpenInterestROC,{'N': 40},3,STATE_MACHINE,Yes,High,-0.3075,-21.0409
PriceOiDivergence,{'N': 10},1,RAW,Yes,High,0.2174,11.42
PriceOiDivergence,{'N': 10},1,STATE_MACHINE,Yes,High,0.2256,5.833
PriceOiDivergence,{'N': 50},2,RAW,Yes,High,-0.0461,-5.3815
PriceOiDivergence,{'N': 50},2,STATE_MACHINE,Yes,High,0.1491,8.2286
PriceOiDivergence,{'N': 20},3,RAW,Yes,High,-0.0819,-5.9716
PriceOiDivergence,{'N': 20},3,STATE_MACHINE,Yes,High,-0.1374,-4.9169
PriceVolumeCorrelation,{'N': 20},1,RAW,Yes,High,0.4649,28.3175
PriceVolumeCorrelation,{'N': 20},1,STATE_MACHINE,Yes,High,0.4046,18.6331
PriceVolumeCorrelation,{'N': 10},2,RAW,Yes,High,0.464,19.1045
PriceVolumeCorrelation,{'N': 10},2,STATE_MACHINE,Yes,High,0.452,14.9861
PriceVolumeCorrelation,{'N': 30},3,RAW,Yes,High,0.4049,30.5104
PriceVolumeCorrelation,{'N': 30},3,STATE_MACHINE,Yes,High,0.3771,20.6706
VolumeMomentum,{'N': 10},1,RAW,Yes,High,0.2719,6.6439
VolumeMomentum,{'N': 10},1,STATE_MACHINE,Yes,High,-0.1898,-3.0355
VolumeMomentum,{'N': 20},2,RAW,Yes,High,0.0507,1.9534
VolumeMomentum,{'N': 20},2,STATE_MACHINE,Yes,High,-0.209,-5.4767
VolumeMomentum,{'N': 40},3,RAW,Yes,High,-0.1003,-5.7484
VolumeMomentum,{'N': 40},3,STATE_MACHINE,Yes,High,-0.4488,-18.9861
