,AL.SHF,CU.SHF
20100421,68.83587042530262,83.14492534548171
20100422,56.122911588603486,84.4315593942589
20100423,45.72085239643998,68.95135342832214
20100426,37.205998535083374,40.02121595668055
20100427,3.685078596134254,32.87362942135298
20100428,-23.104253881446343,8.721619647217905
20100429,-41.79925308386475,-8.054062206212222
20100430,-56.98148882627766,-21.652800984843136
20100504,-69.36662992881449,-33.35541359935033
20100505,-79.50996398432665,-43.20986249361757
20100506,-87.92783970967753,-50.79611356114354
20100507,-94.75175626594927,-56.83960090799032
20100510,-98.95505911587256,-61.206962859321
20100511,-100.92721994066625,-62.55526016657676
20100512,-103.79695225754784,-63.55795179938343
20100513,-106.16501205338432,-64.27389860462725
20100514,-107.969725825565,-64.55830019163525
20100517,-109.46396537961851,-64.8134559425209
20100518,-105.97536338924505,-63.608503108993496
20100519,-104.12907045257685,-63.19400911387524
20100520,-103.09029848008409,-63.09301293019517
20100521,-102.13933590209135,-62.68320907261675
20100524,-101.36185168915023,-62.3496891798998
20100525,-99.70722947396118,-61.31098050230088
20100526,-98.48300221229582,-60.563728768457935
20100527,-97.33004437281996,-59.782597364092254
20100528,-97.26411519305941,-59.756827603859946
20100531,-96.99415898030387,-59.6998726092397
20100601,-96.9505935081612,-59.57639815056512
20100602,-96.88341089450103,-59.37147715294102
20100603,-96.63723515107964,-59.36680787066882
20100604,-96.40321190977625,-59.37883143491867
20100607,-96.78303118649728,-59.69966734261827
20100608,-93.34895369523622,-59.43343929404274
20100609,-89.87006234601779,-59.26620315690711
20100610,-85.73928875067463,-58.83670116508463
20100611,-82.3615370683796,-58.64556842631303
20100617,-79.35608904279096,-58.240656430406034
20100618,-78.61657954015004,-59.38254935077533
20100621,-78.05472612769617,-60.20582920101167
20100622,-76.22692971237709,-58.97241077196883
20100623,-74.53992007453107,-57.96312032174965
20100624,-73.16523454810854,-57.13291498129931
20100625,-72.2508558161324,-56.89109334682698
20100628,-59.212216108313896,-46.628533526104555
20100629,-48.544120117867564,-38.23177969442378
20100630,-39.81526050263253,-31.360664319537474
20100701,-32.67408789274741,-25.738295596618144
20100702,-26.831296533479744,-21.138059840136194
20100705,-22.04973060284594,-17.37248120847267
20100706,-18.13894100266263,-14.292261200428015
20100707,-14.939232112283761,-11.772510717712695
20100708,-12.322820820791588,-9.711824197896583
20100709,-10.220250155896622,-8.04295492632944
20100712,-8.504114647350868,5.94210584220631
20100713,-7.12321662563437,17.39559903928335
20100714,-6.000588353530155,14.13645797457744
20100715,-5.086750352798852,23.89527183849245
20100716,-4.342085242627753,31.887807881897654
20100719,19.30638384084471,38.69619333465391
20100720,15.526967758291008,31.52620125374603
20100721,51.242185413803746,42.97257939810116
20100722,80.62072590987005,52.33842982793495
20100723,105.10829813681723,59.836945298369386
20100726,120.01340231725939,64.55354901432595
20100727,131.62059671339063,68.75143004070051
20100728,142.10129647138723,72.95572936398096
20100729,149.9060276678301,76.92675929106275
20100730,156.17318039900272,81.22053157993386
20100802,162.93767415234063,85.92225345958991
20100803,163.96394348292557,88.50830748286577
20100804,164.57131393689838,90.53467206371445
20100805,164.9554324514914,92.35805900879375
20100806,165.31416916159935,94.0540686818799
20100809,165.69245684883077,95.64033490180215
20100810,166.60013912727993,97.74725818085986
20100811,164.8054095780685,98.93627590815551
20100812,163.02044760731664,99.48186926004655
20100813,160.50181448406255,99.58500806919066
20100816,157.4130754594068,98.95103252904931
20100817,155.38202342116386,99.53923059236632
20100818,154.16719690041742,100.31521582468298
20100819,153.11820263986107,100.9533221081046
20100820,152.26239863748316,101.64650758052039
20100823,151.9918475818908,102.41766921837808
20100824,152.59356762481892,103.05476296537319
20100825,124.62372799710704,103.81606903314625
20100826,101.72239107060773,105.99424405672448
20100827,82.98137918542609,107.24911659058182
20100830,67.647250699756,108.02353779403532
20100831,89.54808349474361,107.9133004270502
20100901,73.01669625758441,106.75893058151792
20100902,90.19691811617481,104.78486087744753
20100903,103.91635118411669,103.26587021399438
20100906,115.03971454396194,102.0951602139484
20100907,123.50995598109546,101.0464464247215
20100908,133.23726489148333,100.65238336035398
20100909,141.45841666086542,100.79605836042393
20100910,115.50369919674586,99.68585987471548
20100913,123.99224546267354,99.62870972918023
20100914,131.0378509171264,99.24502403440891
20100915,135.96201235999655,98.74286162940612
20100916,111.01524686507071,98.37544979710137
20100917,90.60422577501807,98.09235142651093
20100920,105.32525090290025,98.68347468699362
20100921,117.16517679177387,99.16720321165229
20100927,126.79756683355038,99.43372369648313
20100928,132.66952312768746,99.42840881493706
20100929,137.24260963843628,99.49337346518924
20100930,140.92635790503866,99.60656630194107
20101008,145.13420008133937,102.09062304096139
20101011,150.97420016557754,105.73877898227767
20101012,146.3425011744666,104.32674151529696
20101013,141.62979180861612,102.56936110820565
20101014,137.59903264678263,100.90343499497203
20101015,134.49049080252252,99.28078047285618
20101018,131.91072252101714,98.67871460573633
20101019,128.86306008041916,97.43655704787903
20101020,127.85601736856137,97.95793328741078
20101021,127.07703747728235,97.61584101358224
20101022,126.46535568874748,97.5841680317282
20101025,125.73804876768365,97.95153048592361
20101026,124.55413166788026,96.52956982808536
20101027,123.06336582523201,95.34296628960134
20101028,120.70461127164072,94.3282778458815
20101029,118.78476823851386,93.40762235222383
20101101,117.26473650078279,91.36822188681529
20101102,116.39062624489694,89.35232028299745
20101103,115.70237513550308,87.72677421180151
20101104,115.1656881494537,86.37222281207167
20101105,114.70334884999087,85.23809884954882
20101108,112.99614545191895,82.41902252282628
20101109,115.62291558879588,81.36094643747123
20101110,118.53479854840276,80.37899037376229
20101111,121.21321247286564,79.48872513847999
20101112,123.29122254294376,78.33059603599816
20101115,120.2387314862042,74.74238624274412
20101116,118.24056622761451,71.85664680252016
20101117,116.39915956223936,69.44123451179462
20101118,80.21400496244753,47.12272390157129
20101119,51.93878728153925,29.044005453461992
20101122,28.59539425445196,23.83664237816889
20101123,9.19965137268868,9.852969468006401
20101124,-6.511269440391608,-1.213914504669149
20101125,-19.47655103258696,-10.16239732406932
20101126,-30.07826444300082,-17.474754536537336
20101129,-38.73478127169088,-23.680294411055993
20101130,-45.93360984209167,-28.87107462154595
20101201,-51.82377064980069,-33.11102401427811
20101202,-56.64857899705086,-36.49025363836325
20101203,-60.58639685300359,-29.783830238478092
20101206,-64.69771679770051,-24.29047221526477
20101207,-68.15519145677541,-19.795440221979277
20101208,-71.06716044689341,-16.11744121254557
20101209,-73.37492871637826,-13.109483833401425
20101210,-75.24713632155274,-10.649361076766448
20101213,-78.41827016863701,2.695435114759656
20101214,-81.09829699342774,13.625876847432265
20101215,-83.42262662044996,22.695330937391777
20101216,-94.91596058537618,32.13126752244136
20101217,-118.39575993306993,39.86308194301133
20101220,-139.1163097191963,46.26990817170217
20101221,-157.22492001029875,51.886296364387746
20101222,-182.5319477170537,58.82599869599012
20101223,-148.8990570023772,64.34979115139326
20101224,-121.38852282223081,69.10266952459318
20101227,-98.86535401669173,73.34768609148375
20101228,-24.26677890666278,76.75754813908557
20101229,37.03143560745296,79.55107019725708
20101230,87.10983849217477,82.15991760023086
20101231,134.86304528300988,85.15931050200668
20110104,175.0395710229263,87.41117296396027
20110105,207.31631436775345,89.41796598452221
20110106,231.43674879164575,90.76264601875604
20110107,264.3230954855296,93.57775293703708
20110110,283.7187016395733,94.2788223504993
20110111,299.8030639812836,94.88406134416891
20110112,312.55574893463194,95.54705723913011
20110113,322.96194224960345,96.01674338234238
20110114,330.710998979088,97.15337434292411
20110117,333.9234924311155,98.62559917752492
20110118,332.4225642142127,100.81357735332708
20110119,330.45045992738176,102.32357825490564
20110120,327.99010039764016,103.30044214012761
20110121,324.2889479289049,103.02420089036735
20110124,265.79696292745166,102.45036264891277
20110125,217.9452707985509,83.96354988349388
20110126,118.09940242904524,68.83357069195785
20110127,38.38647118831816,56.45467815227689
20110128,-26.374897768841954,46.32441149011215
20110131,-81.7215990210726,38.043581537166204
20110201,-66.44583966488516,31.259611128576257
20110209,-54.013975500271684,41.573894540343076
20110210,-43.86080139436148,50.73560989229531
20110211,7.792460769916829,58.3832636688455
20110214,51.47474344382611,68.52962835038505
20110215,87.17061871193604,76.64811770493152
20110216,115.5544155671036,83.5228611411033
20110217,138.73735798056003,88.84350476688115
20110218,157.18279408240812,92.23475585135748
20110221,172.55038767385665,94.44222777631938
20110222,179.83269256991923,96.05338405988287
20110223,182.81755382915657,78.73245393493558
20110224,149.30886797135992,47.592066048000945
20110225,121.88923277176269,21.35400804003487
20110228,65.14729777563318,0.396091545522121
20110301,53.57419603431094,0.45042246542816855
20110302,10.273921645526876,0.4982949478076435
20110303,-25.623755192273382,0.5365585278257683
20110304,-55.05610466170375,0.568446888989822
20110307,-79.00343798802969,0.5938125542509844
20110308,-99.2217698908062,0.6238814021993662
20110309,-117.80312215339636,-14.370881056470203
20110310,-132.01320725086046,-26.464541936555257
20110311,-144.05002766967976,-35.131839206081054
20110314,-154.234014735277,-42.20025334055527
20110315,-162.466115253151,-48.22569566457639
20110316,-166.43868382384045,-53.13656919537112
20110317,-168.76700227784363,-55.855570912962236
20110318,-170.45807810966485,-58.11690183074404
20110321,-170.6740308587501,-59.14256154838908
20110322,-175.11169333580116,-60.099700431187536
20110323,-179.88817289827705,-61.01769277555775
20110324,-185.09526940945,-62.267265334461634
20110325,-189.40622685628813,-63.28121656621123
20110328,-192.86529980828738,-64.3767425833284
20110329,-194.37103656794937,-65.65459352520337
20110330,-195.75564662809145,-66.7040578674966
20110331,-196.8746902059134,-67.63132119005633
20110401,-197.67422797232132,-68.37722955400244
20110406,-198.6567762749649,-69.1160182135929
20110407,-199.75834913416605,-69.4013781066077
20110408,-204.22455924231645,-72.2323353660014
20110411,-210.05409936877516,-58.9827196127071
20110412,-215.05532009406403,-48.11991454657405
20110413,-217.80836102103862,-56.213404412233
20110414,-221.36288059269614,-62.79835773557432
20110415,-234.03708209509054,-67.79263872695884
20110418,-246.72190818741578,-74.03773680278746
20110419,-260.3034819087456,-79.60345816371336
20110420,-268.09437915794075,-86.39230110402636
20110421,-269.5762043647901,-90.17778499813178
20110422,-271.0497927439626,-93.16588365732075
20110425,-273.08375305505797,-96.00725093116262
20110426,-275.25541248150637,-98.20308369850977
20110427,-277.4796171143821,-99.56135658050155
20110428,-227.48389860549227,-101.75385411504863
20110429,-186.59514166525818,-103.29955283897213
20110503,-153.14070441958248,-104.273480966137
20110504,-125.77947304342705,-105.27609813099158
20110505,-103.39419223024956,-105.28091692575083
20110506,-85.05694789047402,-106.04183895846887
20110509,-125.00341183342279,-106.1649455041204
20110510,-155.77768524999377,-107.16208794846287
20110511,-180.893782247506,-108.04362016000835
20110512,-203.8685781030285,-109.01511298784915
20110513,-220.29615457547632,-107.06290773328962
20110516,-229.1123685138768,-102.21396643160756
20110517,-234.812285508093,-98.20361207056814
20110518,-240.12520604858798,-94.70240064725161
20110519,-246.58378783912627,-92.18211523369928
20110520,-258.3853149365792,-90.7324049367054
20110523,-268.1270860280549,-89.65340530837769
20110524,-275.2917758813314,-88.37534262918547
20110525,-275.78262495763533,-87.21496728914013
20110526,-276.4581242353282,-86.2164324375843
20110527,-276.6490907050634,-84.8834347878803
20110530,-277.1882917840313,-83.75693837414238
20110531,-227.1878058442037,-68.64201461051726
20110601,-137.01627971142256,-56.27483092601652
20110602,-63.23961291707934,-46.15947976541803
20110603,0.7699098462211111,-37.88439080645126
20110607,55.20763534164171,-15.615964150404771
20110608,85.69009741663726,-12.900517731852485
20110609,109.40785736443921,-10.676402161167236
20110610,128.78707213049742,-8.858972036589908
20110613,146.4422007693152,-7.397254441574759
20110614,161.78408937163414,-6.243820117757529
20110615,176.0955820476928,-5.303619104077754
20110616,187.50162397466266,19.89607330165735
20110617,193.45881577244373,40.05742838582404
20110620,198.33632274828173,56.99306231978922
20110621,201.91767159049692,69.8454226799385
20110622,203.72909338802003,82.48023066688847
20110623,206.36241367830013,92.40104594929329
20110624,208.57070009299275,101.0072739955028
20110627,210.44492274527144,109.9353180888092
20110628,211.47255180624256,116.56640684030822
20110629,212.00152835387223,122.18275014430895
20110630,212.58957494756555,125.3800532684758
20110701,212.83593103349634,123.80873734904962
20110704,212.64559236569175,123.21103201428825
20110705,212.28482024633024,122.5546286159115
20110706,223.05583239752963,121.74844710910995
20110707,231.6466196401198,122.0539261162817
20110708,238.43313725606154,122.44684600610591
20110711,244.0601307548522,122.35879452282234
20110712,248.52568807347197,122.32558499682577
20110713,250.74990068297495,122.03418778801904
20110714,249.53285777331948,121.05157540410649
20110715,256.29674737428076,120.43644656850563
20110718,260.56526662441,119.44860552150664
20110719,259.60392089313535,119.73524248774494
20110720,260.34120622365907,119.85866911701439
20110721,260.73848799037614,120.4045041622957
20110722,256.896874993828,120.49473592744079
20110725,252.1741094279733,120.71574467323438
20110726,248.58449745072926,121.43629255717809
20110727,233.88632083162577,120.85358380899858
20110728,219.47670524230955,120.8485830743727
20110729,207.6839368648508,124.82354785087227
20110801,197.42177711953,128.0068955983899
20110802,187.8895628814339,130.9922891393323
20110803,178.8803759224628,130.3543145421741
20110804,171.19897482490006,130.0220792215733
20110805,161.3980327031954,129.50960568394981
20110808,148.51060540901202,105.83060060371852
20110809,121.38824478717979,70.07908565760712
20110810,99.19890988029533,41.905300174295185
20110811,81.27770461152117,18.716512947716694
20110812,66.61487846131227,-0.2509458930577724
20110815,40.05929523425736,-15.78616491501342
20110816,18.088534095264567,-28.062221154237598
20110817,0.2651161394766297,-38.43778570009579
20110818,-14.151359605366718,-46.77227034893323
20110819,-25.972933180293232,-53.58695662926597
20110822,-35.74075225047892,-59.19901986048404
20110823,-43.73725016746199,-63.82886464836706
20110824,-51.407910712388514,-68.13522092472583
20110825,-58.43688625897128,-71.69436821026495
20110826,-64.19097712465125,-74.45256720646049
20110829,-68.82917363947297,-76.34145577885945
20110830,-73.29048210779686,-78.24018383824682
20110831,-76.98917832173525,-80.00863475771406
20110901,-80.38365907669225,-81.4404991698016
20110902,-84.25191003581652,-82.64429165626944
20110905,-94.04873655796936,-89.49409480839117
20110906,-108.70099806507706,-95.39255630610785
20110907,-122.46368186571021,-105.52706348324088
20110908,-142.09567352229405,-115.59413469341698
20110909,-158.44157861696527,-124.3436083529096
20110913,-177.5526916532997,-131.72975866425355
20110914,-191.35165142438973,-134.96778335329674
20110915,-206.61945335158333,-135.5767593466548
20110916,-224.90212217259312,-136.34941096290027
20110919,-244.02036723928222,-135.28158498638228
20110920,-244.97372257010937,-128.38222086611762
20110921,-244.45374048739532,-122.74158676516227
20110922,-243.5019435801982,-118.69957576616159
20110923,-239.66358799561317,-111.80863445365149
20110926,-222.7189310809174,-103.35048681001602
20110927,-203.68408359818807,-94.6281090001279
20110928,-183.39913978212593,-86.67961418564744
20110929,-166.8143162995478,-80.27541630673039
20110930,-153.21299206093784,-74.595297119686
20111010,-141.7300782275768,-69.04960479451847
20111011,-132.29915637625112,-64.51327144990711
20111012,-124.60008792596244,-60.79381395052188
20111013,-118.25893961876699,-57.62451361812681
20111014,-113.22770461939245,-55.13776064350449
20111017,-109.08906010865212,-52.88118701660163
20111018,-105.74495161179757,-51.036699663739384
20111019,-102.71246676675996,-49.40184128482602
20111020,-100.23427869449901,-48.03596845548357
20111021,-97.7757336957236,-46.502336761498725
20111024,-95.50427351811098,-45.24290933090191
20111025,-93.27963661379928,-43.542193345311034
20111026,-91.36869235364387,-41.91026071582508
20111027,-89.90125215614242,-40.553598362395576
20111028,-88.7398237878308,-39.63101171561846
20111031,-89.47972320766006,-32.4795808102091
20111101,-93.01214284301678,-26.635276492710215
20111102,-102.89373714333442,-21.85484852758894
20111103,-111.13401630449772,-17.943227057318662
20111104,-117.62688383740849,-14.745663573798092
20111107,-121.69700594057997,-3.899995879523482
20111108,-124.84784641661503,-3.2535819070155796
20111109,-127.45421026224275,-2.7247948592929454
20111110,-129.6272127246762,-2.292345800593999
20111111,-128.9723829183032,-1.9325751572433738
20111114,-127.42632428887188,-1.638568062780081
20111115,-125.36728452434225,5.498846328323172
20111116,-124.3894156063435,11.523316865086958
20111117,-123.45401051564755,9.373429717477844
20111118,-124.48539233390669,15.368050599975415
20111121,-125.54546059100255,12.514350922627692
20111122,-129.10331061806284,10.172717139603849
20111123,-132.9225204140748,8.253303052662424
20111124,-135.92089323061515,6.682874434367799
20111125,-138.63163474008564,5.397221782552776
20111128,-141.06563037202596,4.343899161659934
20111129,-143.19445680546033,3.4855212014686927
20111130,-144.40299263759204,11.586343000287808
20111201,-145.29068100074747,9.410580990162442
20111202,-141.95557162178798,15.559875305922045
20111205,-140.77430104259355,21.17026238540197
20111206,-115.3748678035471,25.950579582505878
20111207,-94.59330408162037,29.85314906680906
20111208,-77.59059924564097,33.00317096622403
20111209,-63.71254695479317,36.8644212193265
20111212,-52.372398331883744,39.959494789924065
20111213,-43.11288107860618,44.082399416571
20111214,-35.53732929089499,35.97706133397499
20111215,-29.33424246042675,29.344286103832477
20111216,-24.243857083406866,23.925814502109596
20111219,-20.065056946809143,19.493989429832858
20111220,-16.641925226813925,15.868427200222097
20111221,-13.84185930904168,12.90211239415872
20111222,-11.55033340144007,10.475637282498948
20111223,-9.674714828745792,8.490390509565348
20111226,-8.136794176841349,17.22052644100686
20111227,-6.87385652599329,14.004586041613273
20111228,-5.841361228643251,11.373402340702029
20111229,-4.998461875051433,9.219054102266508
20111230,-4.38119558525851,7.42202341382967
20120104,-3.8811160887883176,5.959180375999953
20120105,-3.4658342010910417,19.150115474988112
20120106,-3.124716093708642,29.90927276675807
20120109,-2.846386884990636,38.991442839537754
20120110,-2.6188638511410716,46.448278202825
20120111,33.07047137002212,52.710792576644735
20120112,60.470652172927,57.36766443087612
20120113,83.92629676757042,61.30953444689018
20120116,105.35631922300121,64.56317910394938
20120117,128.88177881780757,71.93232698531995
20120118,150.2872965650081,77.37937211183342
20120119,171.85265359283414,82.42494328182761
20120120,189.19847255349083,85.93974969904963
20120130,204.2348608733035,89.21011048505956
20120131,213.04851875649837,91.42608559899311
20120201,222.481864076843,93.90270424085021
20120202,231.50378120405577,95.02598761211746
20120203,239.2589922147131,96.06287837138531
20120206,243.62110598722427,96.84051731078279
20120207,248.53080067710385,99.05195848238131
20120208,250.98811130043296,101.32096904092809
20120209,251.5352665125343,101.84247846424381
20120210,250.51738523923945,101.94174266933982
20120213,249.79191563971648,102.19980200677051
20120214,248.79540816658925,101.8671258775536
20120215,249.53427195449098,100.92203583178386
20120216,255.75307277618293,100.80326239616062
20120217,208.8616870650905,99.43983916657757
20120220,170.50262833142932,98.38587519699497
20120221,139.11956837055348,97.36508242898248
20120222,113.38626194784851,98.34590870206375
20120223,146.30394497671912,99.22062457517626
20120224,173.19393971529917,101.2815578262872
20120227,141.28491256945168,102.35151857979415
20120228,168.9281323633208,102.64806458145827
20120229,191.8174288058253,102.5550788405888
20120301,212.88242801525752,103.89845640017353
20120302,173.7326450293645,104.38820247786288
20120305,198.27760285099967,103.79146928049008
20120306,161.78643171821207,103.61817532257655
20120307,131.92646315571315,103.11896125649876
20120308,44.92086677133883,64.7179356488314
20120309,-28.901720384702223,33.27090017090059
20120312,-88.34483504002488,27.36704627137734
20120313,-137.33498028699427,22.540707387863808
20120314,-180.01599894961106,18.594594641524257
20120315,-214.2644510079789,15.364558364635755
20120316,-248.6426435846623,-8.448311882545536
20120319,-278.4934247280082,-6.745233027028306
20120320,-304.17074037228616,-26.6681797922562
20120321,-327.0704643302445,-43.685737982627714
20120322,-351.62593260610686,-57.91706079638268
20120323,-369.2496506551572,-68.95666954364627
20120326,-387.89953741916713,-78.83022462874435
20120327,-416.57838147387594,-87.99233115341258
20120328,-440.0413905762447,-71.80649534397767
20120329,-452.31241969309235,-81.95973362443043
20120330,-466.3591197310434,-91.09265844089802
20120405,-493.5386815249253,-101.198875780523
20120406,-500.60187174778434,-109.6302683960532
20120409,-487.5953804362631,-117.49512314731646
20120410,-476.7326558270853,-125.64895325507678
20120411,-467.3460559963786,-131.48767205323202
20120412,-456.46354002013396,-133.59968788999146
20120413,-441.6399470457202,-134.75880298349955
20120416,-430.20185172004335,-136.48293618205992
20120417,-415.3111323238953,-134.97480040446163
20120418,-403.2087148998421,-133.75629390414957
20120419,-390.8108466766988,-129.5493949877917
20120420,-380.6728116827409,-126.24295739974323
20120423,-372.27301176052356,-123.52092782250233
20120424,-365.2536136852072,-121.23571076201264
20120425,-358.72998009624195,-119.47572434742256
20120426,-353.48376283837666,-118.22428197112579
20120427,-349.18709933015055,-116.42232239171295
20120502,-345.86666158167475,-115.30775287710641
20120503,-226.94173193973782,-114.49195536536507
20120504,-129.6388453244281,-113.46828454400108
20120507,-50.06453163675376,-112.6725195803288
20120508,-41.4198837729069,-111.55760867133131
20120509,-34.39628737051773,-111.00592118691048
20120510,-28.62177466222731,-110.78790061530607
20120511,-23.900331594893174,-110.48252848572841
20120514,-82.13856175011563,-113.0931041642389
20120515,-131.56042754115094,-113.74234737200455
20120516,-171.4613284115244,-114.22097217242955
20120517,-203.9964345715705,-114.62421822231428
20120518,-221.24783392888838,-113.14084298036579
20120521,-236.7856910223971,-114.69056899081205
20120522,-245.89297479579443,-114.96237665475161
20120523,-251.86251343423163,-115.21922873006221
20120524,-256.28607344156984,-114.6767886481186
20120525,-260.7918617892968,-114.33387320642015
20120528,-263.1519637517513,-113.91392468674184
20120529,-265.36769634045254,-113.16294172708889
20120530,-267.18080695133983,-112.65627632763241
20120531,-273.7179168341587,-111.94434221270205
20120601,-279.0900417739897,-111.13470298943616
20120604,-283.4784501262916,-110.65057375703051
20120605,-286.71031530847483,-108.28760736071047
20120606,-286.3522023586368,-105.56551028918732
20120607,-287.72291144779837,-103.11958619262799
20120608,-288.80926757248983,-101.36405139404349
20120611,-291.17948208880443,-99.80428913368257
20120612,-293.1496542132526,-97.40430515462035
20120613,-293.9495162453193,-95.27702587647002
20120614,-298.2024408727519,-94.46884941139263
20120615,-312.22211589593843,-94.84166729045569
20120618,-323.561231944671,-94.22170055581606
20120619,-340.34375490055095,-94.07981413161889
20120620,-343.4017674746298,-77.10753865120687
20120621,-338.9616997987863,-63.225507880701706
20120625,-325.29542788137087,-51.86265556938007
20120626,-315.72643851959714,-42.566249695981114
20120627,-287.6352647024911,-34.965379067415256
20120628,-264.61121927668745,-28.74608181219868
20120629,-240.67068046841803,-23.65882076070439
20120702,-220.9792825067982,-2.101196625889145
20120703,-204.68924449783444,15.59594117393231
20120704,-191.23237680287528,33.083037693977815
20120705,-179.72403839442464,47.79833487830356
20120706,-170.25403991325555,59.88356303074588
20120709,-162.40149864734593,69.69345741938795
20120710,-155.89485901603913,77.9290136333245
20120711,-150.73107138276754,87.93193632834888
20120712,-146.55205716346302,97.40146981861201
20120713,-143.2044138846615,105.33518304764247
20120716,-140.34042663667753,111.01345918546043
20120717,-115.00423287967052,117.96931493670021
20120718,-94.27540871259295,123.35932238342693
20120719,-77.31987950887748,128.12748747796434
20120720,-63.449267241290485,131.72926732308625
20120723,-52.109782989948734,137.5759418134636
20120724,-42.81898422546179,112.38668627571548
20120725,-35.29482482630422,91.77418200969797
20120726,-29.12457736774192,74.92130650358732
20120727,-24.14221246233683,61.13402375367498
20120730,-20.052829358799514,72.4488950123973
20120731,-16.70794185608716,81.73949537312257
20120801,-13.97326799206401,90.46564632719885
20120802,-11.757826813256443,97.5084367984145
20120803,-9.944265026925834,79.59487273069173
20120806,-8.464752054114086,64.94184860985439
20120807,-7.256260348841138,52.952157224252474
20120808,-6.26728996736928,43.14355433719339
20120809,-5.4532494811534775,35.11820567414001
20120810,-4.77928680057542,51.28426220399998
20120813,-4.225571302673487,41.779969012138906
20120814,-3.7821689923270725,34.00021270757117
20120815,-3.419654770122051,27.63558711910114
20120816,-3.1230494215643176,22.428280080168655
20120817,-2.864981344931948,18.164424273249736
20120820,-2.640814875864038,14.679780764797464
20120821,-2.5160578310682666,11.769143626868036
20120822,-2.417203165745093,40.16290715542471
20120823,-2.3726078200147214,67.92489678314317
20120824,-2.3361448671164027,90.08271236872217
20120827,-2.3416263832721853,108.81698711798506
20120828,-2.346830334210267,123.94288541530062
20120829,-2.3549020333510384,135.32213531790075
20120830,54.861808162943106,144.6817420782421
20120831,104.05289130047879,151.34836916161734
20120903,84.67736290891925,158.7708865025835
20120904,126.05719610007077,162.3243003604283
20120905,158.76814068061265,165.02868351645728
20120906,186.4422696293431,166.5468998473508
20120907,204.92105244227798,167.6920940636681
20120910,222.28742903066285,170.29646684387322
20120911,232.700492528896,165.5152477116597
20120912,241.22505225674843,161.59948207985468
20120913,248.60711251602865,158.2679237734267
20120914,260.9942908180274,155.8224429121603
20120917,264.76063528417177,146.64530305175361
20120918,268.52332647669743,138.47213853576653
20120919,268.88736841093186,131.55807248648762
20120920,268.2409897982001,125.54641343999884
20120921,262.2187070479558,119.25177748759299
20120924,257.3120388433364,114.29730825218883
20120925,251.91539226534871,109.73834298238071
