strategyFile,cross_section_method,window,z_open,z_close,max_hold,signal_mode,zscore_method,vol_window,sharpeRatio,maxDrawdown,maxDrawdownDays,holdingPeriod,pot
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_mean_reversion_VW_20_rank.csv,rank,15,1.2,0.6,10,mean_reversion,price_ratio_over_vol,20,-0.7225536795236047,-205.297610538173,3845,4.6631187210117,-4.620653119264637
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_mean_reversion_VW_20_zscore.csv,zscore,15,1.2,0.6,10,mean_reversion,price_ratio_over_vol,20,-0.791613378590765,-217.5809360213533,3883,4.340770733716224,-4.822674680506863
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_mean_reversion_VW_30_rank.csv,rank,15,1.2,0.6,10,mean_reversion,price_ratio_over_vol,30,-0.7561972615253941,-202.54477851657435,3845,4.6915627354999705,-4.871903157735198
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_mean_reversion_VW_30_zscore.csv,zscore,15,1.2,0.6,10,mean_reversion,price_ratio_over_vol,30,-0.8157440574853319,-213.38458461101607,3883,4.357371976069828,-4.992233382108066
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_trend_VW_10_rank.csv,rank,15,1.2,0.6,15,trend,price_ratio_over_vol,10,0.7503930469232439,-38.062566110400155,1322,4.631885441265018,4.65579533366251
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_trend_VW_10_zscore.csv,zscore,15,1.2,0.6,15,trend,price_ratio_over_vol,10,0.8218387728939089,-35.12481029130717,996,4.319778643079143,4.864082580634974
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_trend_VW_20_rank.csv,rank,15,1.2,0.6,15,trend,price_ratio_over_vol,20,0.7564108152685198,-32.92950026368928,1291,4.747158200453206,4.823950002836496
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_trend_VW_20_zscore.csv,zscore,15,1.2,0.6,15,trend,price_ratio_over_vol,20,0.8255198663531637,-33.137742041704854,952,4.394095721886913,4.987034202492411
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_trend_VW_30_rank.csv,rank,15,1.2,0.6,15,trend,price_ratio_over_vol,30,0.8021967659437669,-32.138933805144546,993,4.780411050782847,5.157573729927952
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_trend_VW_30_zscore.csv,zscore,15,1.2,0.6,15,trend,price_ratio_over_vol,30,0.8623983964046358,-33.71012319615252,956,4.411333861419909,5.233199883910041
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_mean_reversion_VW_10_rank.csv,rank,15,1.2,0.6,15,mean_reversion,price_ratio_over_vol,10,-0.7503930469232439,-201.03069139822367,3844,4.631885441265018,-4.6557953336625095
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_mean_reversion_VW_10_zscore.csv,zscore,15,1.2,0.6,15,mean_reversion,price_ratio_over_vol,10,-0.8218387728939089,-216.20183840893205,3883,4.319778643079143,-4.864082580634974
