,A.DCE,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,B.DCE,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,CY.ZCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,L.DCE,LG.DCE,LH.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,OP.SHF,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SF.ZCE,SH.ZCE,SM.ZCE,SN.SHF,SP.SHF,SR.ZCE,SS.SHF,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20100118,0.0,0.0,0.0,3.857710242740588,0.0,0.0,9.266792216316885,0.0,0.0,0.0,0.0,0.0,0.0,7.5524487887765925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.765814074583392
20100119,0.0,0.0,0.0,3.7742811904161253,0.0,0.0,9.394045167236266,0.0,0.0,0.0,0.0,0.0,0.0,7.25843007987736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39275613614615
20100120,0.0,0.0,0.0,3.7308415080097923,0.0,0.0,9.55804949541396,0.0,0.0,0.0,0.0,0.0,0.0,7.061842444352711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.301071360408807
20100121,0.0,0.0,0.0,3.7143670807318796,0.0,0.0,9.748045577909442,0.0,0.0,0.0,0.0,0.0,0.0,6.92204870690986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4323444033260855
20100122,0.0,0.0,0.0,3.2583573015212686,0.0,0.0,10.252461730578915,0.0,0.0,0.0,0.0,0.0,0.0,5.865361609111544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8042086997828426
20100125,0.0,0.0,0.0,3.307350470273401,0.0,0.0,10.496725906124345,0.0,0.0,0.0,0.0,0.0,0.0,5.744331337926101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.352753166332087
20100126,0.0,0.0,0.0,3.3550033749615547,0.0,0.0,10.674262675559293,0.0,0.0,0.0,0.0,0.0,0.0,5.575404816709053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.377078644015922
20100127,0.0,0.0,0.0,3.438151304566673,0.0,0.0,10.938835454594932,0.0,0.0,0.0,0.0,0.0,0.0,5.519209334323424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.312934213150648
20100128,0.0,0.0,0.0,3.5004187672208307,0.0,0.0,11.136609602271847,0.0,0.0,0.0,0.0,0.0,0.0,4.313012112886437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.267283479717404
20100129,0.0,0.0,0.0,2.8097106240024727,0.0,0.0,8.964966516860772,0.0,0.0,0.0,0.0,0.0,0.0,3.2434014530654247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.322546878436172
20100201,0.0,0.0,0.0,2.122459382558797,0.0,0.0,6.703522124002377,0.0,0.0,0.0,0.0,0.0,0.0,2.218176199852198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3262301447384255
20100202,0.0,0.0,0.0,1.409352716133558,0.0,0.0,4.356216282235834,0.0,0.0,0.0,0.0,0.0,0.0,1.1919566549697278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.280534774672703
20100203,0.0,0.0,0.0,0.6714212979623359,0.0,0.0,1.9151036507360522,0.0,0.0,0.0,0.0,0.0,0.0,0.13340047765983024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2237337446008665
20100204,0.0,0.0,0.0,-0.09563604141032007,0.0,0.0,-0.6750607694916846,0.0,0.0,0.0,0.0,0.0,0.0,-0.9516625245623153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.17974094324202
20100205,0.0,0.0,0.0,-0.8881503949031436,0.0,0.0,-3.294893094422229,0.0,0.0,0.0,0.0,0.0,0.0,-2.0121977531874475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.063583994538757
20100208,0.0,0.0,0.0,-1.6993592010647534,0.0,0.0,-5.921544532155364,0.0,0.0,0.0,0.0,0.0,0.0,-3.0699457387925304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9246647665137866
20100209,0.0,0.0,0.0,-2.513559676587042,0.0,0.0,-8.304835195191643,0.0,0.0,0.0,0.0,0.0,0.0,-4.058222227592147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8468241477558385
20100210,0.0,0.0,0.0,-3.4185946427149854,0.0,0.0,-10.882854671781987,0.0,0.0,0.0,0.0,0.0,0.0,-5.078460808030014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7714901824584652
20100211,0.0,0.0,0.0,-4.323555259392817,0.0,0.0,-13.47128567547896,0.0,0.0,0.0,0.0,0.0,0.0,-4.946317069738432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6982082548872084
20100212,0.0,0.0,0.0,-4.5002816693515015,0.0,0.0,-13.648626117402795,0.0,0.0,0.0,0.0,0.0,0.0,-4.785881367809859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.622128730826619
20100222,0.0,0.0,0.0,-4.7130130233185294,0.0,0.0,-13.828630763936092,0.0,0.0,0.0,0.0,0.0,0.0,-4.683437950818847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5689532017712025
20100223,-4.927079386493192,0.0,0.0,-4.907294418173612,0.0,0.0,-13.957330036063821,-4.2340025337311396,0.0,0.0,-11.282722841998934,-1.3015359203418548,0.0,-4.598108399402043,0.0,0.0,0.0,0.0,-6.790414329211165,0.0,0.0,0.0,0.0,0.0,-2.356056381124679,0.0,0.0,0.0,-4.345586491435816,0.0,0.0,0.0,0.0,-1.1406483312132232,0.0,0.0,0.0,0.0,0.0,0.0,-4.506732632182287,0.0,-2.1243457784148907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3275288677462975,0.0,-2.1463679307258716,0.0,-3.402706618995865,-1.695419343654669,-3.5323616780651292
20100224,-4.530058890227943,0.0,0.0,-5.090176353017542,0.0,0.0,-13.909484910330242,-4.167656417973845,0.0,0.0,-10.53678025487063,-0.6070973315736097,0.0,-4.463175465757213,0.0,0.0,0.0,0.0,-5.861964176351669,0.0,0.0,0.0,0.0,0.0,-1.7827173588991836,0.0,0.0,0.0,-3.8826819592382256,0.0,0.0,0.0,0.0,-0.6730451336381819,0.0,0.0,0.0,0.0,0.0,0.0,-4.17302674358193,0.0,-1.8567734895329513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4915997056933477,0.0,-1.6458336379433076,0.0,-2.810002246142147,-1.2447022656266642,-3.4741283431884664
20100225,-4.022609553894028,0.0,0.0,-5.263514018256457,0.0,0.0,-13.770650883577089,-3.9897458275000712,0.0,0.0,-9.48306310741928,0.0027761077042123944,0.0,-4.322639701860986,0.0,0.0,0.0,0.0,-5.306536090371097,0.0,0.0,0.0,0.0,0.0,-1.290815596054411,0.0,0.0,0.0,-3.2964979564676735,0.0,0.0,0.0,0.0,-0.1859543605163747,0.0,0.0,0.0,0.0,0.0,0.0,-3.766324418771659,0.0,-1.6180794155290392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6834327874154202,0.0,-1.1533631690489838,0.0,-2.3175783887450736,-0.7602377280963526,-3.4147560784696434
20100226,-3.6197413161744207,0.0,0.0,-5.4293766436521205,0.0,0.0,-13.640781627304062,-3.8060889909054505,0.0,0.0,-8.593803965612716,0.5114807038315157,0.0,-4.210782437474224,0.0,0.0,0.0,0.0,-4.883308382571607,0.0,0.0,0.0,0.0,0.0,-0.8615672303658352,0.0,0.0,0.0,-2.810804726531727,0.0,0.0,0.0,0.0,0.26664566168347253,0.0,0.0,0.0,0.0,0.0,0.0,-3.4184525264038634,0.0,-1.3900738213301396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8683983138421176,0.0,-0.6756409799485635,0.0,-1.8838407761162648,-0.32687880069225805,-3.4061668935786655
20100301,-3.279559611369285,0.0,0.0,-5.593958836163698,0.0,0.0,-13.518804722043441,-3.634472676090926,0.0,0.0,-7.83953599944806,0.9052834062049885,0.0,-4.126663076763689,0.0,0.0,0.0,0.0,-4.537532325174931,0.0,0.0,0.0,0.0,0.0,-0.5229018936588724,0.0,0.0,0.0,-2.3950430014452357,0.0,0.0,0.0,0.0,0.6584000823371335,0.0,0.0,0.0,0.0,0.0,0.0,-3.145188014215092,0.0,-1.202701452252033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0776468288086605,0.0,-0.29875319343118145,0.0,-1.5254330923844557,0.04759977697623927,-3.400394736998764
20100302,-2.9752297422028464,0.0,0.0,-5.788413639829642,0.0,0.0,-13.625051924052613,-3.4520799856864395,0.0,0.0,-7.277924751150915,1.274755587053628,0.0,-4.080517426931961,0.0,0.0,0.0,0.0,-4.237585630622812,0.0,0.0,0.0,0.0,0.0,-0.21225620215635746,0.0,0.0,0.0,-2.0424670012886867,0.0,0.0,0.0,0.0,0.9802805403369513,0.0,0.0,0.0,0.0,0.0,0.0,-2.9182739486387392,0.0,-1.036966188827906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2676499250535,0.0,0.07067929655357326,0.0,-1.2284918227805486,0.37087085669448805,-3.4206783481206413
20100303,-2.6261944394805727,0.0,0.0,-5.90670899819639,0.0,0.0,-13.572902368410334,-3.2607626767579,0.0,0.0,-6.634397050913967,1.6305456671461271,0.0,-3.98330966603287,0.0,0.0,0.0,0.0,-3.940788343587162,0.0,0.0,0.0,0.0,0.0,0.0790805648250282,0.0,0.0,0.0,-1.6914207965501002,0.0,0.0,0.0,0.0,1.2795686793805936,0.0,0.0,0.0,0.0,0.0,0.0,-2.709149651239708,0.0,-0.8873309367018758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4141494945110065,0.0,0.3786277715486754,0.0,-0.9672328077757597,0.6830039634743382,-3.4201543052655214
20100304,-2.274658782576389,0.0,0.0,-6.025086363719362,0.0,0.0,-13.555083396625935,-3.052249309949258,0.0,0.0,-6.025815252759815,1.9880876944618064,0.0,-3.8896150129250278,0.0,0.0,0.0,0.0,-3.6800229462984038,0.0,0.0,0.0,0.0,0.0,0.2823807378780671,0.0,0.0,0.0,-1.376316173666851,0.0,0.0,0.0,0.0,1.5718587706778315,0.0,0.0,0.0,0.0,0.0,0.0,-2.5454326869205097,0.0,-0.7870001174540704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.491637637663351,0.0,0.6053543360069321,0.0,-0.7458390050345319,0.9963460869610812,-3.419093378322037
20100305,-1.9070053589165397,0.0,0.0,-6.052874717678887,0.0,0.0,-13.400089713009766,-2.809403135310714,0.0,0.0,-5.454123559952832,2.3173989624608593,0.0,-3.807825368745774,0.0,0.0,0.0,0.0,-3.43241408483178,0.0,0.0,0.0,0.0,0.0,0.46099007718257795,0.0,0.0,0.0,-1.0790039725196896,0.0,0.0,0.0,0.0,1.855206589728982,0.0,0.0,0.0,0.0,0.0,0.0,-2.424417243476862,0.0,-0.7114669356446957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.544901553323511,0.0,0.7834947812230993,0.0,-0.5398184100492186,1.3187922331192188,-3.407712197248995
20100308,-1.584545479224968,0.0,0.0,-6.248100501396744,0.0,0.0,-10.619390885575774,-2.585854764738748,0.0,0.0,-4.9831956625700515,2.5964626636057377,0.0,-3.0074402802703353,0.0,0.0,0.0,0.0,-3.19367524735076,0.0,0.0,0.0,0.0,0.0,0.5833875603436812,0.0,0.0,0.0,-0.8331893439638921,0.0,0.0,0.0,0.0,2.092207274506882,0.0,0.0,0.0,0.0,0.0,0.0,-2.322859136870236,0.0,-0.6705040960527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6277067255656275,0.0,0.8994578651857417,0.0,-0.3699869315328534,1.612057753058731,-3.4357330304987284
20100309,-0.9305793958326696,0.0,0.0,-6.536038584201384,0.0,0.0,-7.842416918690037,-2.1505655116753952,0.0,0.0,-3.9149287730834814,3.261653522912022,0.0,-2.197420921946054,0.0,0.0,0.0,0.0,-2.5728880884793806,0.0,0.0,0.0,0.0,0.0,0.9718356262308095,0.0,0.0,0.0,-0.2529031678955028,0.0,0.0,0.0,0.0,2.6684703193546593,0.0,0.0,0.0,0.0,0.0,0.0,-1.9832637870523824,0.0,-0.4950039530361587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8241568407553848,0.0,1.3020401641271553,0.0,0.08165275784131903,2.2637506779211765,-3.5191659198630276
20100310,-0.28857176236219567,0.0,0.0,-6.837538516383801,0.0,0.0,-5.206177783814404,-1.654059783817744,0.0,0.0,-2.9102041647034143,3.813893526182742,0.0,-1.4232681762980637,0.0,0.0,0.0,0.0,-2.0803913261196922,0.0,0.0,0.0,0.0,0.0,1.253744963026453,0.0,0.0,0.0,0.28131165646579315,0.0,0.0,0.0,0.0,3.226201291932218,0.0,0.0,0.0,0.0,0.0,0.0,-1.6654198625888104,0.0,-0.352152403397125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.997636653790242,0.0,1.6535227539597788,0.0,0.44453690099890236,2.918685395138907,-3.5955888123175486
20100311,0.293519545851421,0.0,0.0,-7.11706687712569,0.0,0.0,-2.545875099103268,-1.1087570202086006,0.0,0.0,-2.0563352260915266,4.30973255398622,0.0,-0.6473167011706829,0.0,0.0,0.0,0.0,-1.607868400392677,0.0,0.0,0.0,0.0,0.0,1.4440870349757178,0.0,0.0,0.0,0.7160252199275419,0.0,0.0,0.0,0.0,3.737351993386417,0.0,0.0,0.0,0.0,0.0,0.0,-1.3907655073701461,0.0,-0.24561891098555827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.127208777561707,0.0,1.956460266366816,0.0,0.7447632182349477,3.5369861643877294,-3.6650410361753636
20100312,0.8635863248125448,0.0,0.0,-7.492715746959479,0.0,0.0,0.12097731637713595,-0.5614983159538871,0.0,0.0,-1.215348851573691,4.735942534428758,0.0,0.141631341883372,0.0,0.0,0.0,0.0,-1.1442889028162955,0.0,0.0,0.0,0.0,0.0,1.5695786393830662,0.0,0.0,0.0,1.1073359574725732,0.0,0.0,0.0,0.0,4.244732887273487,0.0,0.0,0.0,0.0,0.0,0.0,-1.0979265081028358,0.0,-0.17412377206730117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.173184272993395,0.0,2.243970070279422,0.0,1.0309270994592146,4.2291852808797294,-3.7879269438689236
20100315,1.442748505015146,0.0,0.0,-7.8975251513004325,0.0,0.0,2.766420091044153,-0.0025907977236616798,0.0,0.0,-0.30538885806226856,5.094042543365788,0.0,0.9493024962676536,0.0,0.0,0.0,0.0,-0.6919594009551998,0.0,0.0,0.0,0.0,0.0,1.6020106217820573,0.0,0.0,0.0,1.4626651020748649,0.0,0.0,0.0,0.0,4.672744769595128,0.0,0.0,0.0,0.0,0.0,0.0,-0.7455990923453374,0.0,-0.1355458865854168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.037120072563103,0.0,2.465575595496164,0.0,1.2686686675565633,4.895977002393322,-3.9129423803861347
20100316,1.9635778740682208,0.0,0.0,-8.360845791676807,0.0,0.0,5.867284192692797,0.5764173787324053,0.0,0.0,0.7599635461631393,5.386924436133019,0.0,1.825586585706277,0.0,0.0,0.0,0.0,-0.15485440955119104,0.0,0.0,0.0,0.0,0.0,1.5658928791786086,0.0,0.0,0.0,1.7464160009309104,0.0,0.0,0.0,0.0,5.030070074667711,0.0,0.0,0.0,0.0,0.0,0.0,-0.3319692809648644,0.0,-0.1424899132847884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7956727586341574,0.0,2.6345066563240445,0.0,1.503007245799562,5.488351073910925,-4.054808450379634
