,A.DCE,B.DCE,M.DCE,Y.DCE,P.DCE,C.DCE,CS.DCE,JD.DCE,LH.DCE,CF.ZCE,SR.ZCE,OI.ZCE,RM.ZCE,CY.ZCE,AP.ZCE,UR.ZCE
20151229,242.71862478802927,-241.2685766783216,41.3824084455771,57.88631697821237,75.61806690487376,201.42356821391013,93.05314148773861,94.45240227788663,0.0,-44.264205555685706,-28.442351416319184,34.781084125759975,88.25023524610047,0.0,0.0,0.0
20151230,246.4421389563932,-252.81018976424156,53.132654239925195,53.53711554797244,77.299913636799,190.44526424566345,88.59479794138704,94.91744243070737,0.0,-39.58194544979402,-21.271336144183664,26.712549280539395,101.57237910138595,0.0,0.0,0.0
20151231,246.10894827086008,-262.4360386742187,65.76922942678276,51.37744969173093,80.82195121065877,178.22839452351303,84.09443721063744,95.73269655653614,0.0,-33.103868228676134,-13.185380246176383,19.853017439561512,115.92604472659245,0.0,0.0,0.0
20160104,241.49265443391954,-263.4126072079467,76.10626863420326,48.95306449255686,84.62068067387379,164.08464176911303,79.82327134978614,94.77939289744549,0.0,-27.339631552820414,-5.360043718587084,12.707629273606903,126.43135889800786,0.0,0.0,0.0
20160105,232.64302282035828,-251.99351197496307,84.77285171919182,47.0068549289177,89.43926343924666,149.93426189316023,75.43927563407463,93.35363835292205,0.0,-26.493365575273163,0.5374747867076952,5.662736377099366,133.3260452788741,0.0,0.0,0.0
20160106,222.35430262860254,-247.58979692215462,93.04953150436486,41.12600626335892,92.19430289334953,137.38980189803013,71.51568124439864,92.42508042812477,0.0,-27.078642262400326,4.069779625080001,-4.169313741904104,138.36049205411615,0.0,0.0,0.0
20160107,210.14439319595925,-243.1202350682729,100.36872213966272,33.098937512412306,93.72723289049324,125.18755078049188,66.79580672129713,91.02119666873467,0.0,-26.88881229684402,5.588832122594111,-17.429065281821522,141.59428582392616,0.0,0.0,0.0
20160108,196.4380380681627,-238.5634276363141,107.15524392680163,22.870457218297425,94.24352715585735,113.51062891169224,62.2409062942413,89.21750679612133,0.0,-27.04470778690744,6.00937402400576,-32.298337922363565,143.31246790598485,0.0,0.0,0.0
20160111,183.27990331837606,-231.06415647572027,114.3412819790008,9.299581046185732,93.23231563984666,99.420995511607,57.08101849871555,86.69303463367154,0.0,-29.55048075422348,3.2143548015756798,-50.07526201831955,145.35990889677856,0.0,0.0,0.0
20160112,176.53804745083931,-218.86985789901718,121.36212424928874,-7.103628658783864,91.47060014988197,93.51210107456137,54.11940291034331,83.84776859711434,0.0,-33.39703017069304,-2.2233419949220328,-70.09928250268146,148.135703590116,0.0,0.0,0.0
20160113,172.48805285950502,-205.7248765967992,127.80487262497563,-26.747544261728137,88.78984933525817,88.77601004985975,52.21942711877066,79.92989845640994,0.0,-38.006144582683845,-10.5805071365148,-93.23174218593813,150.20213921200033,0.0,0.0,0.0
20160114,169.98665531358682,-191.56598185490074,133.90669770666892,-50.48052539686715,84.20077633471772,84.22310295690342,50.6007722289019,74.67277388608213,0.0,-42.787132420880134,-21.818346806053345,-119.39760465785034,151.3062934965272,0.0,0.0,0.0
20160115,167.9546732490783,-178.91132726492123,140.05240662776436,-77.72690362080326,78.29820160437112,79.5945655892551,49.47082785221175,68.36358053470069,0.0,-49.21106856450707,-36.95194232402177,-147.88466565876132,151.49091534981466,0.0,0.0,0.0
20160118,168.76241620870343,-166.51950588268159,148.13318758615716,-103.93512289504943,72.3438701002793,75.23354131311677,48.15570433110675,62.83299044700965,0.0,-55.577374250554975,-52.802231179389786,-175.32206043962358,153.13066038383423,0.0,0.0,0.0
20160119,171.48842610301958,-163.74164397422823,158.4930243117718,-131.6456584419848,65.72085214723518,69.62365447488587,46.839764914848075,58.66376793099353,0.0,-59.67648879080425,-71.53117939753481,-203.77681199095883,156.04362535666263,0.0,0.0,0.0
20160120,175.4176578772389,-161.84703127818045,167.4898697377279,-156.89691156791295,59.09672993982582,63.16195089913136,45.669599381954214,53.840722312398086,0.0,-59.531023592125464,-90.42771111281893,-229.91297038742286,157.80142112208165,0.0,0.0,0.0
20160121,180.42246928425962,-159.0854659423548,174.68982460938102,-180.43570622771668,51.558759949372316,56.23672804868818,45.222227035253255,50.16199595841134,0.0,-56.56912101927263,-110.4657194299601,-252.45348278509172,159.3133969454913,0.0,0.0,0.0
20160122,186.1630844192884,-154.25520977545392,180.49101738672448,-199.3336112146657,44.05879464711291,48.608960857489905,45.12946898422333,48.32883215189592,0.0,-48.76819267674957,-130.2728255445723,-270.2147765860086,160.47994139777856,0.0,0.0,0.0
20160125,193.27393499644768,-148.6882049549433,184.5369027455167,-214.20934402638923,36.962232246714755,40.68063114767201,46.01241914668059,47.647499463418974,0.0,-35.6280521764354,-149.54256015713614,-283.6852653348873,160.35497211770888,0.0,0.0,0.0
20160126,202.93528423537182,-144.84248793038424,188.1793133297694,-224.39055908966765,31.415844325407296,31.867568605718446,48.6455392092599,48.97586027300504,0.0,-18.00370996576951,-167.683208902042,-293.4034584720931,160.96384774394556,0.0,0.0,0.0
20160127,212.44209974434938,-141.47761630799812,191.40070712915852,-230.74760489168665,27.77402003075291,24.23910282099612,52.89203810950613,52.84477193490155,0.0,3.724502312293507,-184.96330863822982,-301.69956105347865,162.2696741649225,0.0,0.0,0.0
20160128,218.2892576972888,-138.51844368505067,193.780823122468,-233.9292576434484,25.465372810970585,17.745281386875867,57.738189834142986,56.42368672328282,0.0,27.81615805673912,-200.57068087070752,-308.10210703210817,163.62924207523287,0.0,0.0,0.0
20160129,221.5186480405244,-136.24033890260958,193.4134697580907,-233.77884788016678,23.40543059128557,10.644486314938186,62.03320678269002,60.24433814198294,0.0,54.78978314684523,-215.71063608640802,-311.3735580533804,162.28248354209003,0.0,0.0,0.0
20160201,222.10981140345635,-134.44033354750746,194.33652638293847,-233.59025473543488,21.685955863439055,2.5583211723292405,66.61438724562288,62.792509795693356,0.0,87.37138117722019,-232.69644010416127,-315.4922358330974,162.93121877729908,0.0,0.0,0.0
20160202,220.06004700779795,-137.47024458790867,192.25986170821096,-230.0389084413467,20.165698461228597,-6.381489662184698,71.99047012602009,64.2076337550257,0.0,124.89634191476571,-246.74607266125957,-317.02889002777954,162.33388903126064,0.0,0.0,0.0
20160203,216.21305758552404,-139.3749524832106,189.3328446186948,-227.76473262451495,20.464241947985034,-15.35009679520484,77.88758628977993,64.01992990300378,0.0,153.3677350005151,-260.52438626463424,-321.7679186243015,161.26747936179714,0.0,0.0,0.0
20160204,209.71611164526968,-141.53681793677856,187.4624774797531,-222.18936045836358,22.73638571993434,-20.33111636308026,87.28593124125435,61.95313307508807,0.0,171.47911297721254,-270.1525160140733,-323.3856263401182,159.86601176030862,0.0,0.0,0.0
20160205,201.28383449259974,-145.18313847977916,185.82241317487893,-215.21592333206505,26.437227976599367,-23.928026355220645,97.24666606640773,56.15255369456138,0.0,180.4626961898926,-277.7901727441214,-325.2812385913376,157.199944429622,0.0,0.0,0.0
20160215,190.20335400804575,-147.4887690685598,183.94567800348653,-204.25404753697381,31.6782399390455,-24.203221473674486,107.70168135249722,43.12511127076697,0.0,175.76922406162197,-286.96477134118317,-320.87156454196077,153.0196543673839,0.0,0.0,0.0
20160216,174.34280381415476,-149.90786720738996,180.85147450196797,-191.42612294888892,39.10560077216396,-22.42311132603873,117.45599642665914,22.83766866889316,0.0,163.09428626095877,-293.8953543841488,-316.1325443256831,147.1615683716472,0.0,0.0,0.0
20160217,158.46288497052072,-152.18293675018498,175.7170536443562,-177.327452176667,46.8833058463752,-25.478857229382566,121.29923018570409,-4.602145346440497,0.0,144.05721686991143,-300.2281898419942,-306.9293753925471,140.18871861224991,0.0,0.0,0.0
20160218,146.04588661496584,-154.29307688464814,170.3655372192216,-162.03159704116393,55.54705883500321,-31.90942009982222,122.15681323092868,-35.257510738472334,0.0,121.90124387661061,-306.80166623270395,-294.7220562136215,132.9941056027259,0.0,0.0,0.0
20160219,136.49612854784914,-155.8698605334122,165.19689670052884,-146.2665424975807,65.84075620769461,-42.86832394833072,120.17174451515261,-67.21416845292472,0.0,95.82268264412491,-309.0307129359274,-281.41533929638337,126.65748957365186,0.0,0.0,0.0
20160222,130.13724773392696,-157.07227070905756,160.26212917225567,-129.5416327189945,77.80279614066374,-61.028768866685894,114.74297451670661,-101.94219978910552,0.0,64.82053206743623,-311.4921898698474,-266.96534714005907,120.74724661852142,0.0,0.0,0.0
20160223,129.8000750417196,-153.10634994543847,154.21910295214772,-114.8939785280897,89.23792896345992,-86.60797071999662,105.82727820428639,-136.21292352524412,0.0,27.95714656647392,-311.7287854506328,-253.21521368075614,114.649729536875,0.0,0.0,0.0
20160224,133.49062275663198,-148.3509617204311,146.33968029580618,-100.44008856485213,98.57601625070549,-114.47249752603292,92.06870889764245,-168.91632530124338,0.0,-8.093046876332462,-306.90970645420305,-237.22305858589516,107.05332129444427,0.0,0.0,0.0
20160225,142.00558166131654,-143.39061027341003,137.3012993910487,-90.49951939098531,107.86921804912215,-151.39824888273253,70.84604172455786,-204.69887822622138,0.0,-43.33071056896114,-301.7356313602651,-224.75777093839173,99.13676182705166,0.0,0.0,0.0
20160226,155.55055941117138,-143.2555828170079,127.25663665675259,-86.16499830114944,116.32471710958086,-190.46810044325085,43.55223822481732,-237.72160221686272,0.0,-81.68464995735266,-296.39342385592886,-216.91277413536514,91.7971556573091,0.0,0.0,0.0
20160229,174.55167718742055,-148.9600214979572,115.00157547109629,-87.23333503916113,123.12092002329214,-232.94963146729674,10.406197425364564,-263.92788782971894,0.0,-117.71536994540415,-284.98867163604416,-217.10090287355365,84.15912275322584,0.0,0.0,0.0
20160301,199.68863256862096,-154.99553224571693,101.84525647656587,-91.27064043910094,127.20490286293091,-263.4031629244775,-24.056064573028756,-282.95130851874296,0.0,-152.14588429977,-273.5616088702858,-218.41728527578385,76.26959564561778,0.0,0.0,0.0
20160302,228.8046939600402,-161.5920446979461,88.81091966071554,-97.97427003450181,128.87586207955331,-288.4907287886766,-56.35624025254399,-294.7141321446546,0.0,-186.3948388246694,-260.50752448326824,-223.00691441474729,68.33142709125543,0.0,0.0,0.0
20160303,258.33498722316585,-168.6377848830924,75.07473361585814,-106.9125311250692,128.49476679851736,-307.3008516971884,-83.01530945239915,-297.9063354948114,0.0,-215.9675704047956,-246.1879846359284,-230.210591297997,60.442985601332126,0.0,0.0,0.0
20160304,292.96421280672797,-172.29387771240584,61.90131711661401,-117.49396203428675,127.23396496667267,-317.7559578545902,-103.95253454887722,-295.5850007376222,0.0,-238.88695465465102,-232.79119739891502,-238.2250116134982,53.50407990867611,0.0,0.0,0.0
20160307,323.44879695869554,-175.18986213533495,46.391690296079005,-127.48266787465036,125.64961212848144,-317.4209936997785,-120.73299418021861,-284.68583655485867,0.0,-249.27905843631896,-215.88670271674158,-240.56015961460156,45.49868311113214,0.0,0.0,0.0
20160308,348.1610455283424,-177.4518096503434,31.63848527444666,-137.2258514341933,124.965244923603,-307.12285020603315,-134.26362850388648,-272.06991880657336,0.0,-255.24709611746616,-201.15532258446925,-242.49321697438523,38.12207574933272,0.0,0.0,0.0
20160309,366.80236673931915,-178.17946100034723,18.459762271865422,-144.37156897441398,126.67830598203159,-293.01823454826894,-143.54397882522017,-257.30193856665346,0.0,-255.67578739043648,-187.93646433543864,-242.42551154104004,32.79920049285494,0.0,0.0,0.0
20160310,382.4376434138002,-177.62041605679693,5.374874901024664,-149.05641403479194,126.41732623656935,-272.8923934843499,-150.15623216099164,-237.64247867254625,0.0,-249.68044644645343,-176.4213286849317,-240.6806512923913,27.97108884906608,0.0,0.0,0.0
20160311,391.3453894408093,-170.87418580469492,-7.56603215376324,-145.770750258217,126.12188270017029,-249.79500187981404,-148.53004690945264,-216.85729148541822,0.0,-236.3234926013203,-164.91117640891537,-227.65346171192513,23.935232323824053,0.0,0.0,0.0
20160314,395.82028258658045,-161.4602450918288,-18.540948130120046,-139.77545413467237,129.66574948020278,-225.46362524760252,-143.30154959189957,-197.2607452086817,0.0,-216.6816531005054,-155.05240258686965,-210.66257392461452,21.889386983015022,0.0,0.0,0.0
20160315,389.8820978330281,-150.17879118447144,-28.42025769211447,-131.5424194642275,132.59612738828235,-213.3614783009951,-138.68117444777243,-174.6257120617985,0.0,-195.1243092738777,-144.98535067790323,-189.5830875050569,20.66026401757342,0.0,0.0,0.0
20160316,375.75373180810277,-136.12853538109792,-37.94245206987287,-121.080328274819,135.62671833497677,-202.06572636175585,-134.97828186000817,-150.6625855018207,0.0,-171.65457762508728,-134.60897956481784,-164.55642485424164,19.58825917564524,0.0,0.0,0.0
20160317,358.396295812676,-119.43861524682809,-46.51997960934639,-105.5178459937953,138.58816619386022,-193.67092610833652,-136.50584837756188,-128.11696690878713,0.0,-150.83757644146854,-122.01589165641626,-133.2795367701902,18.789843614435462,0.0,0.0,0.0
20160318,333.1867090603656,-103.99579288260622,-54.38080159120906,-85.3812621000973,142.20585801529623,-183.83426773921522,-139.77794389485666,-105.42331024853922,0.0,-130.01259186227125,-107.83380785645777,-96.80020143221192,18.358552108438815,0.0,0.0,0.0
20160321,310.62502548505324,-88.26089163528661,-62.57484516841871,-62.78430088516755,145.71551960012044,-175.20583866303224,-140.7095374066347,-85.78434719091427,0.0,-116.48121448521911,-91.39040648479838,-59.656963124391815,17.302339394068206,0.0,0.0,0.0
20160322,287.5560726639238,-72.28173405773562,-68.77573831670409,-36.12451322415685,150.59843209517493,-166.17984034100414,-140.98493254032874,-65.6967297800592,0.0,-102.93628257630769,-71.55715736125583,-16.078908530057085,17.440443195901487,0.0,0.0,0.0
20160323,267.81101930783655,-55.6405647472825,-73.63584532667731,-7.768901317362418,156.96049159370375,-157.6522187306627,-140.19457540670456,-46.775493666936754,0.0,-86.76988906515301,-51.766872717755746,29.998177960270493,18.888577686034534,0.0,0.0,0.0
20160324,248.53736466307174,-39.75918634673932,-76.18000108306931,18.616348419618948,162.60449827807867,-148.39104729142875,-137.7428346320963,-27.077517411683015,0.0,-69.27563754343123,-30.19402566140072,74.4441074227996,22.900449694735823,0.0,0.0,0.0
20160325,232.68317810888612,-23.35593554787541,-74.85299038967969,40.085706519559096,167.36863840835179,-140.52953131263092,-137.96396132542674,-7.409025972458634,0.0,-49.30580851236224,-7.870915835026753,111.8834194236518,29.01759284121949,0.0,0.0,0.0
20160328,217.50680316945417,-5.0808580198692965,-71.5083021873757,60.50497353514957,168.81368733022654,-132.91702158071612,-137.84130152318716,14.89300415923393,0.0,-27.553013882334948,17.50435152046115,146.94984537485738,36.53292203965191,0.0,0.0,0.0
20160329,207.1314402259714,13.778375324265756,-66.79978772064496,80.1431939562415,171.7330392696987,-128.30436836295127,-137.725440737879,33.589718166388494,0.0,-6.054478055610086,42.88813591140716,178.95015356076883,44.983028115588844,0.0,0.0,0.0
20160330,200.2720936012216,32.69872671750919,-59.83117849399861,99.87291598283824,175.30717767187954,-124.4080882696948,-135.15277985804443,50.08325743931095,0.0,15.530176471881452,68.8334262636354,206.3727818641474,54.70122108783603,0.0,0.0,0.0
20160331,197.08936838125803,51.80477600475376,-52.99623306789774,116.70786073680274,179.20342330222803,-121.52182683661044,-132.0494314260828,62.63687396806315,0.0,34.955999477089264,94.08185571827595,227.26123669213888,62.96432334599988,0.0,0.0,0.0
20160401,191.6418769656712,59.006521926362176,-46.76033100415289,131.9925642086409,182.40328568852468,-123.08355868481726,-130.84789308628086,70.89223496682948,0.0,50.29718718044105,119.2863922020571,241.53090814409552,69.88688939990399,0.0,0.0,0.0
20160405,183.84971564110543,54.737239726234534,-40.131263120207805,146.312563558364,184.29629897923581,-126.9870798450989,-132.49646538326755,77.60229015631009,0.0,63.86560292212225,145.66284958094803,250.20429649705457,77.43141225662556,0.0,0.0,0.0
20160406,173.9759438957939,41.54082142699514,-35.32386194509252,153.89803340132642,181.31656064320828,-131.48405271927675,-134.9167347405109,82.67406557607107,0.0,76.46470711735982,171.4886004684668,249.64661338879392,83.33065109049927,0.0,0.0,0.0
20160407,160.9529634600169,20.802388830822103,-31.3188227498644,158.3424181702968,174.56471402058384,-135.6588691090526,-138.40485653864044,86.77364566781364,0.0,86.7655928219845,200.07024358065092,244.94593853869992,87.06353177813544,0.0,0.0,0.0
20160408,145.66829926463245,-0.8596042798235459,-29.429634733581082,162.63401173187663,168.04403483962093,-140.43300577575363,-142.3912322725908,89.36096072593527,0.0,97.49580055879383,226.72446475697112,239.74059676772328,88.0581985832339,0.0,0.0,0.0
20160411,128.51114813933364,-25.157560604600057,-29.22776648470359,166.62755587556416,160.13713182254938,-144.79424159641204,-147.33631098404734,91.0137071043437,0.0,106.4779363857015,252.91307076010895,234.33995019283688,87.14954058655792,0.0,0.0,0.0
20160412,111.38599958979157,-49.57476838519621,-27.46036936190115,169.33403835402572,150.14162870268686,-148.43957595627518,-150.84174343850515,92.22329964702156,0.0,118.04198646180093,274.0792281926716,228.15958372850645,86.47997794203715,0.0,0.0,0.0
20160413,95.80575492735633,-76.12262929977945,-22.61114667764683,171.32439345706524,138.53807092596077,-148.38566842429927,-151.87003328421562,94.4030624145525,0.0,131.3257934607469,293.50295440725733,222.21832031073512,88.2274024265097,0.0,0.0,0.0
20160414,81.7334915284237,-99.95611985410552,-14.738938885422982,172.6128006570945,126.51430966910623,-145.25344252621863,-149.66854541148126,97.79078318052413,0.0,147.09464363300032,310.06557439646525,218.35186325379755,92.76890529482041,0.0,0.0,0.0
20160415,66.88314616556313,-123.6800266440003,-2.9660313627745625,172.8170155240486,114.29378581957921,-140.14549751119358,-144.2574023751004,103.09114971174374,0.0,160.67891996666307,326.8104102511413,215.35742040016322,101.03880892693631,0.0,0.0,0.0
20160418,57.825289838376264,-133.5570821576564,12.739577354084222,170.22402726280038,100.6520224008704,-135.0872775815347,-133.36974806143374,110.14787602053268,0.0,172.77449381493614,338.1275293319678,212.12251130434296,112.57434914670618,0.0,0.0,0.0
20160419,52.397497071183146,-129.69249868100718,31.412089576764924,164.90773504584666,87.14068175201598,-126.93816649571174,-120.40620195534397,118.9531675836565,0.0,182.1515700763557,345.9840352258559,207.53906094236896,125.66347984947988,0.0,0.0,0.0
20160420,52.89092589519794,-112.69357502197697,52.853024323766476,163.31093777107827,77.28378639906097,-115.86465021431215,-103.79574393497278,127.12536444094584,0.0,189.03279016658988,351.9596287345346,204.97810635393725,140.33284555825512,0.0,0.0,0.0
20160421,59.28701737784452,-81.70421459635979,76.09687903458304,164.83269159788293,70.32475411072323,-101.86126629418087,-82.82039209246616,135.00102215691055,0.0,192.95670131162166,354.3711364909454,203.7463319307334,156.69363829210732,0.0,0.0,0.0
20160422,70.2194680560361,-42.068654710532044,97.48245027787686,168.24472449433603,63.892198736624266,-86.29092402708207,-60.24921499750968,139.3487991176808,0.0,192.84702330981196,341.78078613679685,204.69454994508598,166.30565931905008,0.0,0.0,0.0
20160425,84.8298520101722,-0.2656493231915789,117.61438404779396,171.11938809726126,59.274932121593565,-69.88928882961771,-34.98102202089337,142.55970035669367,0.0,191.3541017726417,325.30406478995315,204.10808964355914,174.6849622141239,0.0,0.0,0.0
20160426,101.68255935851994,41.55565424917403,135.70973838799705,174.27409257231358,55.08098007066943,-52.5541691267145,-8.441694042785103,143.96671073066912,0.0,185.50279351089927,308.55906904641864,203.3147958165301,181.06454526970015,0.0,0.0,0.0
20160427,118.19190160138737,83.23178454526226,150.73867507552362,176.8101162344534,49.829378198219615,-35.62355252379118,15.679571796839202,142.96404819370292,0.0,177.59374119704074,291.6827040726472,201.56267828996602,184.2812802632256,0.0,0.0,0.0
20160428,130.9844734587804,118.83151712661959,161.87128145576997,174.59627250007665,41.28407085509014,-20.66419343354336,37.164681961284444,139.53973350667087,0.0,164.66618945711917,271.77648316897466,196.1461653762401,182.8582531180257,0.0,0.0,0.0
20160429,142.28489289179223,150.6068726558411,169.61325267540695,169.0591825530499,29.29619425429392,-6.448435487223037,56.958934808811605,135.27539680364237,0.0,153.82405019119756,247.12806047347863,188.13683498475575,178.8369349167882,0.0,0.0,0.0
20160503,151.55230005527702,179.66104451585198,172.44424298233017,162.33475551429612,13.861585793613434,9.238373354444244,72.65359118937272,129.6968488311942,0.0,143.85018791739196,223.8034314497711,179.92115705665353,171.55289152405803,0.0,0.0,0.0
20160504,157.5808774674732,207.87633566142844,170.99804629150924,152.74744528747317,-5.5824780102615055,23.724471545404633,85.72732357444893,122.56851032411767,0.0,133.04593258842058,199.38060407952918,170.98952017519437,160.89831198107862,0.0,0.0,0.0
20160505,160.67414193661548,228.51337291381637,166.8586948995183,140.39137631775742,-29.81249639769638,35.282040405258314,93.4912357875692,114.85438130728485,0.0,121.8850678214045,174.19753949664045,161.23813919790257,148.75467706574528,0.0,0.0,0.0
20160506,157.84209618458888,238.11607454772397,159.31498125372553,120.87495859097871,-58.42636558553299,43.64389623966923,95.71609558118915,104.84966013949122,0.0,111.28220051061142,146.1149930200352,148.28705235173888,134.2651911200981,0.0,0.0,0.0
20160509,151.52198809361457,236.64666641265097,154.08915739768614,100.27810747491509,-84.22073419484585,50.63910356191754,95.17421149525829,96.59721125721573,0.0,102.05702313687718,131.67699504212857,133.7219633604605,126.67768493922411,0.0,0.0,0.0
20160510,141.71881385030892,229.53773423955826,148.34463834318757,78.42193362017622,-110.0515906633065,56.64118294977701,91.80310862791508,87.76072493118146,0.0,93.50090930149061,118.27507338116678,119.03800497785103,119.18352636722825,0.0,0.0,0.0
20160511,129.63125869291903,219.76170120044404,141.44946975991184,58.94274237916805,-133.60716194527572,61.52381143886456,86.2439773988923,79.07861051094572,0.0,85.09540127491745,105.29776875523098,105.1379053164535,111.63480410953449,0.0,0.0,0.0
20160512,117.34025543941803,209.62645078546615,134.57334223556214,39.1425999200983,-153.91617845387034,66.08870427195077,81.30167664514454,70.5321255959174,0.0,77.46112972149972,93.22441887497519,92.22038624276846,104.60667920992793,0.0,0.0,0.0
20160513,106.65081623085166,200.83797886695916,127.62636531066073,20.064720102793103,-169.86202337619926,70.64178865961628,75.72848688764765,61.94583544410699,0.0,71.43978598306951,84.55079311501052,79.8668155384123,98.15379922225523,0.0,0.0,0.0
20160516,96.69890541187708,192.95667349305901,120.60149460053076,0.3000927404114975,-182.2768401915983,75.36580022179608,69.45291568730474,52.72585675227407,0.0,65.81268108954137,77.80836754846601,68.82056888364008,91.95933039255357,0.0,0.0,0.0
20160517,87.29940245793017,183.28720998767528,114.8701937393233,-19.668875822533664,-189.49483621854029,79.82719440604646,62.8470839818202,43.223985557121,0.0,60.706174049104526,71.92415535566688,58.33048790519191,86.67477994333525,0.0,0.0,0.0
20160518,79.65478247938884,170.5294639727088,110.16138121519688,-39.2736847105693,-193.146400964039,83.76539549665236,55.68717776597757,32.84858474786206,0.0,56.43260460601965,64.18244420964774,48.64058325930353,82.6504068633142,0.0,0.0,0.0
20160519,73.57387978634056,159.92256491643803,105.85335339724611,-60.133468866367295,-193.4828760284028,88.3888692409847,49.97964904346443,22.06725328506453,0.0,52.85210391170083,54.119334467344096,39.01165477167238,79.42406521735138,0.0,0.0,0.0
20160520,70.74899112826284,156.67664163527644,103.93051328351889,-79.23361629851016,-191.0120676437013,94.80352762590535,46.0328990152318,11.96935670034134,0.0,50.93604536121275,42.898722780477286,30.856359387850052,77.96651791100797,0.0,0.0,0.0
20160523,68.4942083989548,155.8270960017196,102.99542201224604,-98.76525257948997,-189.38303497835446,102.15675582409526,43.514610184862235,0.8995500547273402,0.0,49.47629128336964,31.187007785779095,21.525585594825134,77.66064431140191,0.0,0.0,0.0
20160524,65.58159644145455,160.22367058984477,100.20522475313099,-117.00493342479058,-185.97472119491914,108.78710487270658,41.83902936223653,-9.925775449934907,0.0,47.724627322878966,18.462047537012744,10.591011892431155,76.34462859682367,0.0,0.0,0.0
20160525,62.20108702912741,165.562133371292,97.26377245534115,-136.84508056967726,-182.50323976840878,114.4169394165701,39.24766924436014,-20.245549831156506,0.0,45.90115976631614,4.198197704657639,-2.5296775901198023,74.52618641173527,0.0,0.0,0.0
20160526,58.47666891411309,170.8855113076325,93.4095687060357,-153.7894910944677,-177.7382164322277,119.29022350548928,36.60630402346876,-30.089685245752285,0.0,43.61878286602888,-10.60038243257554,-16.251784436860923,71.79829936199977,0.0,0.0,0.0
20160527,55.559534490265676,175.16462647495584,89.56468436028172,-166.76169401806277,-172.86398270053996,123.50997282710678,34.71405460576279,-37.687285237627314,0.0,42.247865860465836,-26.4947399254235,-28.364078312103743,69.6243932177702,0.0,0.0,0.0
20160530,53.1650449182993,178.9742565911418,85.78337494684274,-173.8269851231858,-166.25775132428504,125.84183821868835,34.593106211408625,-44.09228089766124,0.0,41.2797434373109,-41.373863568667616,-38.491661788304974,67.71500705570203,0.0,0.0,0.0
20160531,50.962617883448296,182.18806541721457,82.21531659476534,-178.26626003777355,-159.7255671635215,128.77268186030105,35.95593575836757,-49.80388785643822,0.0,39.564212692477675,-55.62371244953596,-48.27897832537434,66.04829918116272,0.0,0.0,0.0
20160601,48.6654578629897,185.22767934742575,78.45830333595748,-179.57871658102857,-152.1058277661936,132.39606826262815,39.14294920887128,-55.44090616060456,0.0,37.27470893091622,-69.46419977368605,-57.569109668582314,63.98369063226443,0.0,0.0,0.0
20160602,45.79644501351372,188.10705103522548,74.54691700538154,-176.38182484155732,-143.13074521706514,135.12103235422597,43.12085891997174,-60.837812121046014,0.0,34.26380517113632,-82.39406841626355,-65.7560187011101,61.49397420500783,0.0,0.0,0.0
20160603,43.50680715069283,185.0070227903027,70.62069056296544,-168.93659625768845,-133.64428458448202,136.1429926594319,47.330006481582146,-66.90281120128537,0.0,29.661259123857697,-86.55256129098115,-71.36038710604541,59.2493866635612,0.0,0.0,0.0
20160606,42.63580600114123,179.28073729301792,66.61309848957825,-158.96439021697938,-124.48623846511302,136.13581701952577,52.287267174352834,-69.73530182997511,0.0,24.897297527954144,-85.1533314891601,-73.4930556744572,56.86206903885967,0.0,0.0,0.0
20160607,44.36635685080429,175.24720276211562,65.43243580303026,-147.3956765525113,-115.31770469568933,136.67889522683407,57.17571404451515,-71.77593803999832,0.0,20.621682776471843,-80.06078938964251,-71.87365018783166,57.01598862287979,0.0,0.0,0.0
20160608,48.91648491768829,173.7262737631551,66.0005841359081,-135.59783167185913,-106.24765897326895,139.46911914358574,63.851460953821494,-73.69040466528571,0.0,16.567924795047528,-70.76299472796505,-67.50458562207638,58.93663331106143,0.0,0.0,0.0
20160613,54.682722240567934,171.82434838226948,67.17556125773456,-125.24778709300044,-99.41073350721344,140.7962742650298,71.1790683936887,-73.48172225135671,0.0,12.855374714064641,-56.75419396283604,-62.276427172587866,61.94815689170197,0.0,0.0,0.0
20160614,61.11879894636517,172.10064162967237,68.32052531484584,-115.89351374543931,-93.3838274511094,142.37503144942474,79.60292795198673,-74.0702920647773,0.0,8.27400159745353,-37.39744974330786,-56.68253917732329,65.7594709850304,0.0,0.0,0.0
20160615,67.31853734260932,174.06751805803904,69.75262779615416,-108.33541065836316,-88.588605495246,141.420964053066,86.02999702838645,-74.51179452461287,0.0,2.9962400192739462,-16.481221141938942,-52.41852223437834,69.91686059112881,0.0,0.0,0.0
20160616,72.18810829553848,176.4076586107832,70.41586440339603,-102.13785502659859,-85.083728208427,137.44291847542326,88.84051877736296,-75.37770587590545,0.0,-1.792832840711036,6.784283050831826,-49.78538991420535,72.71833692136572,0.0,0.0,0.0
20160617,76.44605364284995,178.800514325932,71.17129309267526,-96.93550914419103,-82.51265562879503,131.80218727158774,89.2331576924638,-75.56820726821876,0.0,-5.575595064881452,35.69558506144878,-48.612213864225325,75.45188793467352,0.0,0.0,0.0
20160620,79.84210478929505,181.1262343566597,71.95127706127589,-93.69646227958249,-80.87910804488804,125.1461543432899,87.71522242127762,-75.22597891053172,0.0,-8.674451451017525,69.67108049311581,-48.78524806352594,77.89079645570463,0.0,0.0,0.0
