,AL.SHF,CU.SHF
20100421,29.4829166184668,44.35423172331539
20100422,24.01842742604955,36.222051677562305
20100423,19.545339353694704,21.02425087404176
20100426,1.935873637111605,17.269426117459986
20100427,-12.137303134089239,4.5817078543929775
20100428,-21.958302919480452,-4.231021480252613
20100429,-29.93395097132459,-11.37481481131886
20100430,-36.44020790094882,-17.522520662021652
20100504,-41.768781628272095,-22.69933502974988
20100505,-46.19092440543928,-26.68460238918675
20100506,-49.775716376224864,-29.859413326259094
20100507,-51.98382753686567,-32.15370926723971
20100510,-53.0198581259737,-32.86200710784563
20100511,-54.52740782753124,-33.38874873559248
20100512,-55.77141508823736,-33.76485538018338
20100513,-56.719481112598906,-33.914259394311884
20100514,-57.50444644909296,-34.04829976241017
20100517,-55.67178740333377,-33.41530473570012
20100518,-54.70187869467536,-33.197559584014
20100519,-54.15618306727986,-33.14450349732965
20100520,-53.65661614174752,-32.92922220452225
20100521,-53.24818219608295,-32.75401498684163
20100524,-52.37896341493568,-32.208352610003274
20100525,-51.73584299840578,-31.815800621193592
20100526,-51.13016237914195,-31.405450705070283
20100527,-51.095527958820846,-31.391913137779117
20100528,-50.95371249903766,-31.361993104946478
20100531,-50.9308263524307,-31.29712855913856
20100601,-50.8955334686389,-31.18947789534885
20100602,-50.766210546656794,-31.18702499231865
20100603,-50.643271669915904,-31.193341302934073
20100604,-50.84280123366588,-31.361885272716954
20100607,-49.03878541427345,-31.222028320618925
20100608,-47.211227636701906,-31.134174555602115
20100609,-45.04121809810204,-30.908545288446646
20100610,-43.266791782928244,-30.808137978120882
20100611,-41.687946868589215,-30.59542651545388
20100617,-41.2994620878147,-31.19529442689171
20100618,-41.00430496138824,-31.62778608655661
20100621,-40.04411298661322,-30.979837295771947
20100622,-39.15788019719992,-30.449629126855967
20100623,-38.4357198957312,-30.013499315770513
20100624,-37.95537147563914,-29.886463727560994
20100625,-31.10581366684747,-24.495257410534716
20100628,-25.501567991396843,-20.08421054789285
20100629,-20.9160567817016,-16.474623733177864
20100630,-17.164601437426917,-13.521038048400833
20100701,-14.095221649594116,-11.104407061258888
20100702,-11.583332910250721,-9.126244530572222
20100705,-9.528887044366865,-7.508119827253114
20100706,-7.847991528647338,-6.1844252562051825
20100707,-6.473518363175592,-5.101889672772017
20100708,-5.368979880711677,-4.225186519140072
20100709,-4.4674464664203395,3.1215524306377547
20100712,-3.742022569468768,9.138388966042486
20100713,-3.1522749102132726,7.426272086524467
20100714,-2.672210551189204,12.552846729586449
20100715,-2.281017387285104,16.751546816017044
20100716,10.142177033796742,20.328179868867355
20100719,8.156745307709134,16.561584859933422
20100720,26.918936262208696,22.574683661492948
20100721,42.352295567709504,27.49482375165701
20100722,55.21629406172869,31.434001177049076
20100723,63.04635724453,33.911763469555225
20100726,69.14393726789007,36.11702639643404
20100727,74.64973852305778,38.32566103207053
20100728,78.7497795327084,40.41175280663489
20100729,82.04208807797426,42.66739006400727
20100730,85.59566360801323,45.13733451659104
20100802,86.1347912520585,46.49586017003514
20100803,86.453859738424,47.560365490316975
20100804,86.65564781065322,48.51824104850328
20100805,86.84410211946788,49.409201805176956
20100806,87.04282709692791,50.24251129274379
20100809,87.51965768490138,51.349336323727734
20100810,86.5768366488159,51.97396019870957
20100811,85.63914679165788,52.26057546591641
20100812,84.31603920041722,52.314757132976275
20100813,82.69343922221827,51.98171225951803
20100816,81.62647145101228,52.29070895917322
20100817,80.98828950351077,52.698355448885984
20100818,80.43722382566534,53.03357031595748
20100819,79.98764632995712,53.39771980332152
20100820,79.8455183827911,53.80283232554739
20100823,80.16161855206518,54.137515279248916
20100824,65.4682887472877,54.53745039811477
20100825,53.43758349798089,55.68170593979669
20100826,43.592411978606165,56.340925164802705
20100827,35.53697047062011,56.74775002692601
20100830,47.04208324706988,56.68983929123778
20100831,38.35768862632247,56.08341690616658
20100901,47.3829340066145,55.04638353001567
20100902,54.59013138368186,54.24841575166696
20100903,60.43354159124886,53.63340943181007
20100906,64.88319352413255,53.08249109330584
20100907,69.99321774435265,52.87547887422624
20100908,74.31201599026674,52.950955322744655
20100909,60.677285553261235,52.36773737382525
20100910,65.13655351863108,52.33771482282326
20100913,68.83780479481095,52.13615412280893
20100914,71.42460289787819,51.87235433237481
20100915,58.31937748871219,51.6793427421016
20100916,47.59690397723478,51.53062334357637
20100917,55.330265346031595,51.84115673015118
20100920,61.550105654911285,52.09527269375314
20100921,66.61026637002135,52.23528327069862
20100927,69.6949673042202,52.23249121652638
20100928,72.09733604221029,52.266618942838456
20100929,74.0325108204503,52.326082268480306
20100930,76.24300661469798,53.6310259294387
20101008,79.31092006861073,55.547503075482446
20101011,76.87776057471716,54.80572076728165
20101012,74.40204409195627,53.88252026783142
20101013,72.284574899542,53.00736323661696
20101014,70.65157195288187,52.154937968184626
20101015,69.29634837331915,51.83865612790455
20101018,67.69532706002668,51.186116431216014
20101019,67.16629969019638,51.46000977997245
20101020,66.75708002336239,51.28029925356497
20101021,66.43574667379201,51.26366056079888
20101022,66.0536722463827,51.45664621138651
20101025,65.43172787199697,50.70965097676475
20101026,64.64858737211274,50.086295341890555
20101027,63.40946841234227,49.55325145779548
20101028,62.40092180518945,49.069605681310954
20101029,61.60240712174866,47.99825225057569
20101101,61.14321284511277,46.93924342131061
20101102,60.78165551502324,46.08529914222801
20101103,60.49971900795287,45.373715853990845
20101104,60.25683939551539,44.777929190833184
20101105,59.35999826572734,43.296990480968894
20101108,60.73991321898411,42.74115386954741
20101109,62.2696058181517,42.22530520935054
20101110,63.67665068039143,41.757624275536024
20101111,64.76828680357661,41.14922704888848
20101112,63.16472888476858,39.26424127125186
20101115,62.11503744786031,37.74828258538745
20101116,61.14769563256203,36.47939975035752
20101117,42.13863381281444,24.754869273517482
20101118,27.284880476458703,15.257618801527014
20101119,15.021950939683418,12.522047053639909
20101122,4.83283113192975,5.176037184224074
20101123,-3.420549799672529,-0.6377028402492134
20101124,-10.231570562808772,-5.338588189179178
20101125,-15.800943634244081,-9.179971536500332
20101126,-20.348451178710988,-12.439913145270259
20101129,-24.130194792576912,-15.166773455948432
20101130,-27.224459060903108,-17.39413605838735
20101201,-29.759064236856688,-19.169338777231793
20101202,-31.827708792520465,-15.646269208847183
20101203,-33.987498790763404,-12.760456410306059
20101206,-35.80380578907435,-10.399091867660198
20101207,-37.3335435824472,-8.466937333112542
20101208,-38.545878037985,-6.886774185995686
20101209,-39.52940043825597,-5.594403707487044
20101210,-41.19528469395749,1.4159865639451912
20101213,-42.60317685731782,7.158049708666923
20101214,-43.8242114517034,11.922484609503158
20101215,-49.86197744360396,16.87944289408812
20101216,-62.19656499067907,20.941178706052177
20101217,-73.08164248115634,24.306861599949926
20101220,-82.59459596444101,27.257305546901435
20101221,-95.88907707063856,30.90292298562961
20101222,-78.22079001084586,33.804723832566374
20101223,-63.76874605225265,36.30154220510467
20101224,-51.93670296893899,38.531566734178796
20101227,-12.748009660446597,40.32286151173509
20101228,19.453636623128467,41.79037585804429
20101229,45.76120575744356,43.16087550382172
20101230,70.8472851183812,44.73653949426649
20101231,91.95312451410803,45.9195050839476
20110104,108.90898987844935,46.973728922679506
20110105,121.58012073733407,47.6801265097905
20110106,138.85622758954264,49.158979979691416
20110107,149.04527557044622,49.527271119188555
20110110,157.49483565845398,49.845219890546126
20110111,164.19417353132184,50.193509958474394
20110112,169.66083449271167,50.44024907099023
20110113,173.73162816610255,51.03735272951823
20110114,175.419239765404,51.81075312542688
20110117,174.63076068944966,52.96015853391782
20110118,173.59475980129608,53.75340374188901
20110119,172.30226493933046,54.26657733998579
20110120,170.35794725268156,54.12146017655415
20110121,139.63049089247656,53.82000708820924
20110124,114.49267446145218,44.10837339216394
20110125,62.04088020289641,36.16017715079545
20110126,20.165474265098148,29.657202763941193
20110127,-13.855462764288536,24.335493699508298
20110128,-42.930614639660284,19.98534485434425
20110131,-34.90583604863486,16.421537698993127
20110201,-28.375034203139858,21.839915847964768
20110209,-23.041291225376874,26.652818139701626
20110210,4.093595015458605,30.670342039276317
20110211,27.041105422967217,36.00050783821417
20110214,45.7931352867668,40.26537468016556
20110215,60.703928264341684,43.87686741574848
20110216,72.88256865913986,46.67194856772562
20110217,82.57246605021669,48.45346649197037
20110218,90.64548770319817,49.61311250567566
20110221,94.47108373810639,50.45949743160076
20110222,96.03911385509085,41.36033411000628
20110223,78.4360750394705,25.0014276750158
20110224,64.03178282768403,11.217850619180313
20110225,34.22367610427843,0.2080778362945749
20110228,28.14400589476415,0.2366193701539813
20110301,5.397174997621454,0.26176810827824654
20110302,-13.46086680825748,0.28186902441509726
20110303,-28.922493454673297,0.29862086188552284
20110304,-41.50268952272742,0.31194614691971295
20110307,-52.123938078461514,0.3277421438090745
20110308,-61.885235985314054,-7.549421010578005
20110309,-69.35018643444445,-13.902555323231253
20110310,-75.67346088180173,-18.4557261312259
20110311,-81.02339075891662,-22.168959437421893
20110314,-85.34794068502205,-25.334290825264024
20110315,-87.43484075159954,-27.91410842085822
20110316,-88.65797078704396,-29.342475172619636
20110317,-89.5463396605365,-30.530414803842554
20110318,-89.65978560827136,-31.069222201361633
20110321,-91.99101235842386,-31.572033710513086
20110322,-94.5002290879936,-32.05428046107109
20110323,-97.2356608023809,-32.710715462749945
20110324,-99.50032589820778,-33.24337206902152
20110325,-101.31747252396653,-33.81888216466283
20110328,-102.10847766033386,-34.49017258249246
20110329,-102.83585159366608,-35.04148520726669
20110330,-103.42371611393902,-35.52860225890488
20110331,-103.84373540076994,-35.92044853837884
20110401,-104.35989518044786,-36.30855464037583
20110406,-104.9385818493624,-36.45846207913598
20110407,-107.28480545914907,-37.94564217130526
20110408,-110.34722400814125,-30.985252814734103
20110411,-112.97450348207686,-25.27872108033111
20110412,-114.42075197132488,-29.530454999817987
20110413,-116.28803934440492,-32.98971297972635
20110414,-122.9461476913108,-35.61334681963717
20110415,-129.60983742895652,-38.89406944489013
20110418,-136.74461348100365,-41.81789670475594
20110419,-140.8373871358136,-45.38426353569133
20110420,-141.61583087260564,-47.37288285089312
20110421,-142.3899475761643,-48.9426136635495
20110422,-143.4584431434804,-50.43526242402705
20110425,-144.59927586190776,-51.58879406654682
20110426,-145.7677120295495,-52.30233235227289
20110427,-119.50357928314266,-53.454111904821474
20110428,-98.02358515278692,-54.26611016550974
20110429,-80.4490446324716,-54.77774152875876
20110503,-66.07543356334138,-55.30444403643218
20110504,-54.31582685345188,-55.30697548250415
20110505,-44.682765585264974,-55.70670885714139
20110506,-65.6677471604494,-55.77138012806969
20110509,-81.83432354525165,-56.29520661374427
20110510,-95.02850347281878,-56.75829984882093
20110511,-107.0977987278464,-57.26865188202666
20110512,-115.72765868470252,-56.24310450550746
20110513,-120.3590595347113,-53.695821621588756
20110516,-123.3533834697294,-51.589071634992564
20110517,-126.14440747155184,-49.74978850560078
20110518,-129.53727899254145,-48.42581292059941
20110519,-135.73694735499745,-47.6642400335669
20110520,-140.854568958658,-47.0974117067236
20110523,-144.6183785608708,-46.42601005742909
20110524,-144.8762351470544,-45.816432820106485
20110525,-145.2310935875081,-45.29187486443848
20110526,-145.33141355211356,-44.59161435680624
20110527,-145.61467078168016,-43.99983465584038
20110530,-119.34803357203641,-36.059547446865054
20110531,-71.9784386760985,-29.562724045253802
20110601,-33.22151652226424,-24.248850506037844
20110602,0.40445492148135426,-19.901717563684322
20110603,29.002096708946688,-8.203497572225775
20110607,45.015376530750615,-6.776998517313085
20110608,57.47497135797002,-5.608609136501586
20110609,67.65540848972918,-4.653862860763393
20110610,76.93013552745238,-3.885982208214914
20110613,84.98965363919314,-3.2800512785571856
20110614,92.50787629212687,-2.7861377001934486
20110615,98.49978536385571,10.451957205776594
20110616,101.62926286391217,21.043274263933146
20110617,104.19155208598139,29.940030847341838
20110620,106.07293361640994,36.69173096629495
20110621,107.02452355188457,43.32914481075465
20110622,108.40787948176134,48.54082327644828
20110623,109.56795336943357,53.061912733564576
20110624,110.55253432964153,57.75206105477888
20110627,111.09237627763977,61.23555525021899
20110628,111.37026227830223,64.1859756159037
20110629,111.6791794067777,65.86560731613994
20110630,111.80859706766442,65.04015163462967
20110701,111.70860690476468,64.72616050251669
20110704,111.51908333921318,64.38133365525188
20110705,117.17739371837015,63.95782422796823
20110706,121.6903716945824,64.11830079346
20110707,125.25551696835677,64.32471247135622
20110708,128.2115321757215,64.27845659356406
20110711,130.55741285712554,64.26101071169191
20110712,131.72585321511002,64.10793170408306
20110713,131.08650693725662,63.59173826074343
20110714,134.6397650893542,63.26859408207759
20110715,136.8821362275158,62.74965387750552
20110718,136.37711474458825,62.900232198126545
20110719,136.76443110627653,62.96507161782603
20110720,136.9731341986609,63.25181385325084
20110721,134.95502871461386,63.29921509336487
20110722,132.47402943205103,63.415317095911504
20110725,130.58830704841003,63.793840814311004
20110726,122.86694863277638,63.487727803614746
20110727,115.29717930152455,63.48510077950226
20110728,109.1021121367606,65.57325963921967
20110729,103.71111599040032,67.24556019439444
20110801,98.7035803936866,68.81386993367012
20110802,93.97080548246014,68.47872424503242
20110803,89.93555318242747,68.30419184858826
20110804,84.78684740118081,68.03497533520282
20110805,78.01672565257724,55.595739511050105
20110808,63.76859999275586,36.8144805865913
20110809,52.11192908312053,22.014012387080964
20110810,42.69742463768495,9.832301550407077
20110811,34.994636800400535,-0.1318288134265539
20110812,21.04425497101232,-8.29290873799243
20110815,9.502406902732274,-14.741860373961208
20110816,0.13927283551672523,-20.192431196398275
20110817,-7.43410032503889,-24.57076633625698
20110818,-13.644299656169165,-28.15070938797952
20110819,-18.775604982976787,-31.098881313136104
20110822,-22.976386351098633,-33.5310667428264
20110823,-27.005996341977212,-35.79331471663035
20110824,-30.698511467924877,-37.66303315571613
20110825,-33.721294434915016,-39.11199132128793
20110826,-36.157867257596585,-40.10427669468118
20110829,-38.50151590050774,-41.101731022539475
20110830,-40.4445432486243,-42.0307471681147
20110831,-42.22775780803625,-42.78294511856992
20110901,-44.25985695006159,-43.415330582899166
20110902,-49.406400693114094,-47.01372149795505
20110905,-57.103638631385074,-50.11234634816206
20110906,-64.33355681372662,-55.43628307230987
20110907,-74.64678463248846,-60.72479381917675
20110908,-83.2337403573127,-65.32113415606467
20110909,-93.27333624048062,-69.20128305776628
20110913,-100.52231119272167,-70.90230692152075
20110914,-108.54290952636411,-71.22221884210025
20110915,-118.14730076615024,-71.6281140911542
20110916,-128.1906433019831,-71.06715559243109
20110919,-128.6914672067118,-67.44272893101194
20110920,-128.41830624706427,-64.47954793832237
20110921,-127.91830102534115,-62.35616784485869
20110922,-125.90190674982883,-58.73616591714796
20110923,-117.00041014525941,-54.292867188244806
20110926,-107.00087866527645,-49.710761050046585
20110927,-96.34463703043069,-45.53519703840984
20110928,-87.63217087305954,-42.170894889292285
20110929,-80.4870193284077,-39.186971289566046
20110930,-74.45472731961661,-36.273665835759424
20111010,-69.50040341325722,-33.890604551748886
20111011,-65.45586996453603,-31.9366707265734
20111012,-62.12468949804826,-30.27174966681396
20111013,-59.48164269638175,-28.965389598773545
20111014,-57.30749834838234,-27.779949103934392
20111017,-55.55074572837234,-26.81098891835313
20111018,-53.957697625515834,-25.952152626647045
20111019,-52.655836937408104,-25.234621878525452
20111020,-51.364295298710175,-24.42896276218027
20111021,-50.17103448733916,-23.767350724025857
20111024,-49.00237123556474,-22.873917611317367
20111025,-47.998499399803805,-22.01661829664924
20111026,-47.22761250600432,-21.303926066089748
20111027,-46.61748208382917,-20.819265801497135
20111028,-47.0061716988795,-17.062421491058227
20111031,-48.86184936460854,-13.99224690445046
20111101,-54.05292396439715,-11.480955969842615
20111102,-58.38177035786903,-9.426073099610315
20111103,-61.79265312693817,-7.746304625409583
20111104,-63.93080076037547,-2.0487756260974845
20111107,-65.58602434738366,-1.7091965003357272
20111108,-66.95521931184507,-1.4314100492119486
20111109,-68.09675756419509,-1.2042326063733557
20111110,-67.75275736830177,-1.0152351438498226
20111111,-66.94057003930295,-0.8607850911718904
20111114,-65.85889954193587,2.88869595690462
20111115,-65.3451979723437,6.0535168380415945
20111116,-64.85380382487617,4.924121699444686
20111117,-65.3956171999989,8.073261732191755
20111118,-65.95250035429676,6.574134419301714
20111121,-67.82153730764912,5.344009473505137
20111122,-69.8278737712605,4.335688203639019
20111123,-71.4030018827373,3.5106986459369467
20111124,-72.82702931887204,2.835309774247152
20111125,-74.10567449666037,2.2819702890869644
20111128,-75.22400586001179,1.831040622198709
20111129,-75.85888313491787,6.08662620881929
20111130,-76.32521036658291,4.94363828979657
20111201,-74.57318523192657,8.174032551999591
20111202,-73.95263114796293,11.121323948321571
20111205,-60.60960686168938,13.632556693428414
20111206,-49.69247706439395,15.682684305247612
20111207,-40.760486282408635,17.33747787133293
20111208,-33.46996184352912,19.36589934899502
20111209,-27.512668345624576,20.991827039255444
20111212,-22.648388012009942,23.15770279111159
20111213,-18.668741279973315,18.899744675799056
20111214,-15.410088323041874,15.415364526515551
20111215,-12.735968193162241,12.568891634942231
20111216,-10.540728985053034,10.240731434855633
20111219,-8.742463281832784,8.33612339003027
20111220,-7.271511265211944,6.777836237496849
20111221,-6.067709371288219,5.503141796868841
20111222,-5.082395095504596,4.460236797525097
20111223,-4.274482871023282,9.046418491399253
20111226,-3.6110268171531765,7.356996115377457
20111227,-3.0686285006889302,5.974762594948556
20111228,-2.625830173654994,4.84302392204205
20111229,-2.3015631312257376,3.898994033921133
20111230,-2.038857550212555,3.1305221551564557
20120104,-1.8206984967784043,10.060084942167096
20120105,-1.641499726929715,15.71216763601359
20120106,-1.495285700949225,20.48328259407774
20120109,-1.3757615628407263,24.400564307203897
20120110,17.372832633539723,27.69043619515438
20120111,31.766904913050656,30.13681968978884
20120112,44.08880330074387,32.20759295712903
20120113,55.346586393266755,33.916822421796994
20120116,67.70516053013726,37.788039477109535
20120117,78.95007062214997,40.64952283098873
20120118,90.27894870601567,43.30010081931402
20120119,99.39118682090188,45.146525774751495
20120120,107.29021719062963,46.86453668396836
20120130,111.92027527419302,48.02864965785704
20120131,116.87587229580944,49.3296858807967
20120201,121.61533471625779,49.919777681748585
20120202,125.68936140364465,50.46448505584285
20120203,127.98090033123887,50.873000283591374
20120206,130.5600986491188,52.03473145225946
20120207,131.85099183627835,53.22670541103105
20120208,132.1384275918213,53.50066872491023
20120209,131.60370642610502,53.55281495537483
20120210,131.22259719448218,53.68838065773641
20120213,130.6991042767367,53.51361669234286
20120214,131.08724984571205,53.01713477029606
20120215,134.35415779654667,52.95473980182689
20120216,109.72081686836081,52.23849589616252
20120217,89.56974312333695,51.684819492809595
20120220,73.08335434077894,51.148568838448355
20120221,59.5649372433287,51.66382398840264
20120222,76.85750593839951,52.123336412506134
20120223,90.9835633774714,53.206001610707794
20120224,74.22086949562991,53.76808156678554
20120227,88.74261687436162,53.923865377588015
20120228,100.76699692464332,53.87501739790983
20120229,111.83302321729693,54.580730759089015
20120301,91.26656016803241,54.83800790961497
20120302,104.160704901001,54.52452746814077
20120305,84.9908841385898,54.4334913624394
20120306,69.30461736377471,54.17124041593067
20120307,23.598172866668865,33.99812031208401
20120308,-15.18287252234165,17.478123422220744
20120309,-46.40998357765474,14.37666579430609
20120312,-72.14586089689695,11.841256585351427
20120313,-94.5673796456976,9.768254494507964
20120314,-112.55903809261002,8.071427164447195
20120315,-130.61885281964516,-4.438131731755547
20120316,-146.3002931892514,-3.5434573381682313
20120319,-159.78929678328493,-14.00953191710443
20120320,-171.8191546956369,-22.949325576678437
20120321,-184.7188208607057,-30.425432785158037
20120322,-193.9770470474781,-36.22484437987227
20120323,-203.77434802212687,-41.411695757713076
20120326,-218.8401374483242,-46.22480354328913
20120327,-231.16590461547057,-37.721936638096956
20120328,-237.61221536511212,-43.055713328520824
20120329,-244.99133512673941,-47.85349115623635
20120330,-259.2695101432011,-53.16256644684852
20120405,-262.9799991842438,-57.59181002001538
20120406,-256.14732981656505,-61.72343559474649
20120409,-250.4408403484244,-66.00686791113147
20120410,-245.5098000244965,-69.07410827005187
20120411,-239.79291360422917,-70.1836085623479
20120412,-232.00567051081353,-70.79252375733299
20120413,-225.99692290283153,-71.69825857923428
20120416,-218.1744164447958,-70.90599317243944
20120417,-211.81668207757713,-70.26587802996248
20120418,-205.303739239738,-68.05587775623319
20120419,-199.97794925590804,-66.31891470579174
20120420,-195.56530219771753,-64.88895733567036
20120423,-191.8778183821344,-63.68846965350248
20120424,-188.45077335348788,-62.76390014628663
20120425,-185.69479042961882,-62.10648287785207
20120426,-183.43763433480987,-61.15986370707363
20120427,-181.69331661315053,-60.57434953586476
20120502,-119.21876414887232,-60.14578855541294
20120503,-68.10286849035401,-59.60802598008069
20120504,-26.300282184375046,-59.189988650801936
20120507,-21.75900973518232,-58.604295135683834
20120508,-18.069320422351787,-58.31447845222555
20120509,-15.035809297006407,-58.199946220169586
20120510,-12.555504759468535,-58.039525800431946
20120511,-43.149656685509534,-59.410933357116
20120514,-69.11232873871843,-59.751998758354866
20120515,-90.07337477257768,-60.00343359455689
20120516,-107.16496526455043,-60.215269889733904
20120517,-116.22760215217333,-59.43601187666343
20120518,-124.39006792863874,-60.25012578227083
20120521,-129.1743758077459,-60.39291386053257
20120522,-132.3103394444489,-60.527845354735376
20120523,-134.63415777748816,-60.242886587384014
20120524,-137.00117293041313,-60.062743628143245
20120525,-138.2409997213,-59.84213306395007
20120528,-139.40498528998108,-59.44762095909638
20120529,-140.35746240579238,-59.18145562121911
20120530,-143.79158690406663,-58.80745695375518
20120531,-146.61371261318948,-58.38213109244623
20120601,-148.91906481029417,-58.12780462598977
20120604,-150.61685291485472,-56.886473068824266
20120605,-150.42872628454973,-55.456480242090976
20120606,-151.14879765362195,-54.17156871215173
20120607,-151.7194905513287,-53.24933776186023
20120608,-152.96462974625555,-52.42995153678437
20120611,-153.99961561610706,-51.169173620288745
20120612,-154.41980524865085,-50.05165502036931
20120613,-156.6539841004957,-49.62709758636543
20120614,-164.01890687493255,-49.82294912241656
20120615,-169.97565793308306,-49.49726346167271
20120618,-178.7919810879243,-49.42272660149408
20120619,-180.3984396123979,-40.50672120101433
20120620,-178.06594934484332,-33.214106756811034
20120621,-170.8866789894494,-27.244886383884467
20120625,-165.85982440385342,-22.361227438568754
20120626,-151.10275439587522,-18.36828001965284
20120627,-139.00758698038774,-15.101111278566995
20120628,-126.43096026045993,-12.428632443238062
20120629,-116.08652466775315,-1.103816661797587
20120702,-107.52891746714135,8.192978949276943
20120703,-100.45965293745175,17.379434070829756
20120704,-94.41400469666539,25.109786392563798
20120705,-89.43915275662437,31.458490760317193
20120706,-85.3139957960775,36.61189941481455
20120709,-81.89587816307886,40.93826471357237
20120710,-79.18319779925163,46.19307647245232
20120711,-76.9878461275796,51.167684139918734
20120712,-75.2292365889163,55.33548297617566
20120713,-73.72470493083657,58.31843837120388
20120716,-60.414902092331616,61.97254164772614
20120717,-49.52547784084804,64.80406153196942
20120718,-40.61826972236131,67.30891044173049
20120719,-33.331653733332836,69.20102494267107
20120720,-27.374709248175105,72.27244464660028
20120723,-22.49399587214374,59.03983251584463
20120724,-18.541346982230092,48.21151432331182
20120725,-15.299945454996433,39.358233029385545
20120726,-12.68257146439501,32.115392339106144
20120727,-10.534305495117671,38.05940693897123
20120730,-8.777143641799901,42.94001608802297
20120731,-7.340543878360913,47.52410436314782
20120801,-6.17671139535116,51.22387685083086
20120802,-5.223997264609578,41.81338653949999
20120803,-4.446768208264498,34.11574797915921
20120806,-3.811914114416911,27.817231715533424
20120807,-3.2923806392329724,22.664501522512964
20120808,-2.864742672851516,18.448564060084983
20120809,-2.5106914493316697,26.941040363044053
20120810,-2.2198093943402357,21.948172463617343
20120813,-1.9868779056782422,17.861251454940763
20120814,-1.7964391653537055,14.517737723719334
20120815,-1.6406241779877493,11.782195413281233
20120816,-1.5050538846819885,9.542274110729236
20120817,-1.38729304282418,7.711694564930283
20120820,-1.3217547190778813,6.182656430322672
20120821,-1.269823631175046,21.098685176894165
20120822,-1.2463964635081561,35.68282563198366
20120823,-1.2272414665642026,47.32293857098603
20120824,-1.2301210585025117,57.16457088665737
20120827,-1.232854837760415,65.11062332150149
20120828,-1.2370951244098523,71.08845780233378
20120829,28.820424133783266,76.00531792034693
20120830,54.661859680590034,79.50748138375278
20120831,44.48335910324143,83.40673489125017
20120903,66.22132916088403,85.27344140230399
20120904,83.40529243507811,86.69412861963964
20120905,97.9432772471455,87.49168961969328
20120906,107.65069258721398,88.09329179313592
20120907,116.77373019213067,89.4614407959005
20120910,122.24400025067037,86.94973423935231
20120911,126.7221870829524,84.89267432652683
20120912,130.60018736726147,83.1425146684181
20120913,137.10751449406848,81.85783598222868
20120914,139.08607933877457,77.03683076988823
20120917,141.06272501787717,72.74324155448497
20120918,141.25396630755466,69.1110915634133
20120919,140.9144057572606,65.95300091220994
20120920,137.75073418084975,62.646254671231425
