,HC.SHF,I.DCE,J.DCE,JM.DCE,RB.SHF
20100713,0.0,0.0,0.0,0.0,-13.803759196649757
20100714,0.0,0.0,0.0,0.0,-18.670319217877008
20100715,0.0,0.0,0.0,0.0,-23.222591389507315
20100716,0.0,0.0,0.0,0.0,-26.934621167690672
20100719,0.0,0.0,0.0,0.0,-29.90385850052958
20100720,0.0,0.0,0.0,0.0,-26.91690740517643
20100721,0.0,0.0,0.0,0.0,-19.084404024802524
20100722,0.0,0.0,0.0,0.0,-12.431863955358585
20100723,0.0,0.0,0.0,0.0,-12.627500937144067
20100726,0.0,0.0,0.0,0.0,-7.310825877189063
20100727,0.0,0.0,0.0,0.0,-2.7792731874642005
20100728,0.0,0.0,0.0,0.0,-4.626485113045513
20100729,0.0,0.0,0.0,0.0,-0.9834674226308842
20100730,0.0,0.0,0.0,0.0,2.055924481358886
20100802,0.0,0.0,0.0,0.0,4.322071299965081
20100803,0.0,0.0,0.0,0.0,6.1251558280144085
20100804,0.0,0.0,0.0,0.0,7.593773758244856
20100805,0.0,0.0,0.0,0.0,8.78806822058564
20100806,0.0,0.0,0.0,0.0,9.804204619467958
20100809,0.0,0.0,0.0,0.0,10.636154794149672
20100810,0.0,0.0,0.0,0.0,11.228200168271421
20100811,0.0,0.0,0.0,0.0,11.736684667620372
20100812,0.0,0.0,0.0,0.0,12.181778974645907
20100813,0.0,0.0,0.0,0.0,12.32911420610484
20100816,0.0,0.0,0.0,0.0,12.436100673224743
20100817,0.0,0.0,0.0,0.0,12.654587400881645
20100818,0.0,0.0,0.0,0.0,12.915429537947691
20100819,0.0,0.0,0.0,0.0,13.135824059880317
20100820,0.0,0.0,0.0,0.0,13.323409707104684
20100823,0.0,0.0,0.0,0.0,13.401791542308464
20100824,0.0,0.0,0.0,0.0,9.151889743920506
20100825,0.0,0.0,0.0,0.0,5.551258210806644
20100826,0.0,0.0,0.0,0.0,-2.3423944605656537
20100827,0.0,0.0,0.0,0.0,-8.672291424025378
20100830,0.0,0.0,0.0,0.0,-14.579071961889419
20100831,0.0,0.0,0.0,0.0,-14.05235153524551
20100901,0.0,0.0,0.0,0.0,-8.66998787734632
20100902,0.0,0.0,0.0,0.0,-9.196390923357006
20100903,0.0,0.0,0.0,0.0,-4.768427577114358
20100906,0.0,0.0,0.0,0.0,-5.971156240869961
20100907,0.0,0.0,0.0,0.0,-6.155836742543389
20100908,0.0,0.0,0.0,0.0,-6.310629595857046
20100909,0.0,0.0,0.0,0.0,-6.423693803542513
20100910,0.0,0.0,0.0,0.0,-6.464045217511879
20100913,0.0,0.0,0.0,0.0,-6.485228086760941
20100914,0.0,0.0,0.0,0.0,-6.502516727834164
20100915,0.0,0.0,0.0,0.0,-6.483750582809141
20100916,0.0,0.0,0.0,0.0,-6.46887588595549
20100917,0.0,0.0,0.0,0.0,-9.10252846957914
20100920,0.0,0.0,0.0,0.0,-11.328737565252101
20100921,0.0,0.0,0.0,0.0,-10.456416138930201
20100927,0.0,0.0,0.0,0.0,-12.41948259079469
20100928,0.0,0.0,0.0,0.0,-13.940238018112673
20100929,0.0,0.0,0.0,0.0,-14.714348549628104
20100930,0.0,0.0,0.0,0.0,-15.342892876332604
20101008,0.0,0.0,0.0,0.0,-16.023161002829898
20101011,0.0,0.0,0.0,0.0,-16.835992527401476
20101012,0.0,0.0,0.0,0.0,-17.198490425398447
20101013,0.0,0.0,0.0,0.0,-17.916607604186936
20101014,0.0,0.0,0.0,0.0,-18.499670223519797
20101015,0.0,0.0,0.0,0.0,-21.387549491486418
20101018,0.0,0.0,0.0,0.0,-23.620644483773077
20101019,0.0,0.0,0.0,0.0,-25.3808222971214
20101020,0.0,0.0,0.0,0.0,-27.60061982014902
20101021,0.0,0.0,0.0,0.0,-29.539581836223284
20101022,0.0,0.0,0.0,0.0,-31.08246355517781
20101025,0.0,0.0,0.0,0.0,-32.731372201097535
20101026,0.0,0.0,0.0,0.0,-32.81699412999382
20101027,0.0,0.0,0.0,0.0,-33.01710231248607
20101028,0.0,0.0,0.0,0.0,-33.169427514866655
20101029,0.0,0.0,0.0,0.0,-33.30012462842775
20101101,0.0,0.0,0.0,0.0,-29.233586634366304
20101102,0.0,0.0,0.0,0.0,-21.236808665311862
20101103,0.0,0.0,0.0,0.0,-14.699035341232928
20101104,0.0,0.0,0.0,0.0,-9.334521213232879
20101105,0.0,0.0,0.0,0.0,-5.033646745574377
20101108,0.0,0.0,0.0,0.0,-1.8064193807518656
20101109,0.0,0.0,0.0,0.0,0.9273122633394415
20101110,0.0,0.0,0.0,0.0,2.8120895279506257
20101111,0.0,0.0,0.0,0.0,4.187817998472822
20101112,0.0,0.0,0.0,0.0,5.346688549331271
20101115,0.0,0.0,0.0,0.0,3.1599136434146438
20101116,0.0,0.0,0.0,0.0,1.3727044949345117
20101117,0.0,0.0,0.0,0.0,-0.09563817756650828
20101118,0.0,0.0,0.0,0.0,-1.2735796408739777
20101119,0.0,0.0,0.0,0.0,0.48518040795717354
20101122,0.0,0.0,0.0,0.0,-0.7707096860336042
20101123,0.0,0.0,0.0,0.0,-1.8564479822278646
20101124,0.0,0.0,0.0,0.0,-2.7428728898963906
20101125,0.0,0.0,0.0,0.0,-0.6993896954061549
20101126,0.0,0.0,0.0,0.0,0.9689088970388351
20101129,0.0,0.0,0.0,0.0,2.319833818123099
20101130,0.0,0.0,0.0,0.0,3.439379214267155
20101201,0.0,0.0,0.0,0.0,4.344511647516815
20101202,0.0,0.0,0.0,0.0,5.073100406925066
20101203,0.0,0.0,0.0,0.0,5.690579340577395
20101206,0.0,0.0,0.0,0.0,6.273347735454426
20101207,0.0,0.0,0.0,0.0,6.749162505364609
20101208,0.0,0.0,0.0,0.0,4.110703754582605
20101209,0.0,0.0,0.0,0.0,5.274384434466441
20101210,0.0,0.0,0.0,0.0,6.236556511093371
20101213,0.0,0.0,0.0,0.0,7.5762487621327494
20101214,0.0,0.0,0.0,0.0,8.621080775959904
20101215,0.0,0.0,0.0,0.0,9.500616941411051
20101216,0.0,0.0,0.0,0.0,10.698288166359552
20101217,0.0,0.0,0.0,0.0,11.8422346810321
20101220,0.0,0.0,0.0,0.0,12.803199840192663
20101221,0.0,0.0,0.0,0.0,13.592258713566828
20101222,0.0,0.0,0.0,0.0,14.392201936214631
20101223,0.0,0.0,0.0,0.0,8.937273773410292
20101224,0.0,0.0,0.0,0.0,4.325524084690674
20101227,0.0,0.0,0.0,0.0,0.42096031189035443
20101228,0.0,0.0,0.0,0.0,-2.5703699803914315
20101229,0.0,0.0,0.0,0.0,1.5256335135846086
20101230,0.0,0.0,0.0,0.0,-1.6181761582318028
20101231,0.0,0.0,0.0,0.0,2.665407947743205
20110104,0.0,0.0,0.0,0.0,6.244246665839569
20110105,0.0,0.0,0.0,0.0,9.221380449186487
20110106,0.0,0.0,0.0,0.0,11.534091919328823
20110107,0.0,0.0,0.0,0.0,13.885729912467248
20110110,0.0,0.0,0.0,0.0,16.554033737249622
20110111,0.0,0.0,0.0,0.0,18.730560116313224
20110112,0.0,0.0,0.0,0.0,19.995940833840912
20110113,0.0,0.0,0.0,0.0,21.251851692352105
20110114,0.0,0.0,0.0,0.0,22.05153325362976
20110117,0.0,0.0,0.0,0.0,23.356030644918004
20110118,0.0,0.0,0.0,0.0,24.033181823069285
20110119,0.0,0.0,0.0,0.0,24.34695478407383
20110120,0.0,0.0,0.0,0.0,24.527602104733045
20110121,0.0,0.0,0.0,0.0,24.72433158951545
20110124,0.0,0.0,0.0,0.0,25.63530877359932
20110125,0.0,0.0,0.0,0.0,26.1528787259154
20110126,0.0,0.0,0.0,0.0,26.777238177968727
20110127,0.0,0.0,0.0,0.0,26.958199623241825
20110128,0.0,0.0,0.0,0.0,27.646202617909907
20110131,0.0,0.0,0.0,0.0,27.134989130679905
20110201,0.0,0.0,0.0,0.0,26.438808279645905
20110209,0.0,0.0,0.0,0.0,25.816493460217682
20110210,0.0,0.0,0.0,0.0,25.655588571328384
20110211,0.0,0.0,0.0,0.0,25.012008506624355
20110214,0.0,0.0,0.0,0.0,24.445161007488558
20110215,0.0,0.0,0.0,0.0,24.023922698914124
20110216,0.0,0.0,0.0,0.0,23.671123006892266
20110217,0.0,0.0,0.0,0.0,22.837401695787843
20110218,0.0,0.0,0.0,0.0,15.726003076254798
20110221,0.0,0.0,0.0,0.0,4.013551064049512
20110222,0.0,0.0,0.0,0.0,-5.299309330849606
20110223,0.0,0.0,0.0,0.0,-12.80754490402493
20110224,0.0,0.0,0.0,0.0,-18.49266719351245
20110225,0.0,0.0,0.0,0.0,-22.89140308830592
20110228,0.0,0.0,0.0,0.0,-26.677665330735074
20110301,0.0,0.0,0.0,0.0,-29.63777193591743
20110302,0.0,0.0,0.0,0.0,-31.715736594969023
20110303,0.0,0.0,0.0,0.0,-33.36989322726096
20110304,0.0,0.0,0.0,0.0,-34.66245299221281
20110307,0.0,0.0,0.0,0.0,-35.73049042370991
20110308,0.0,0.0,0.0,0.0,-37.176110224760805
20110309,0.0,0.0,0.0,0.0,-38.3066390980977
20110310,0.0,0.0,0.0,0.0,-39.241344583829104
20110311,0.0,0.0,0.0,0.0,-40.222538986178265
20110314,0.0,0.0,0.0,0.0,-41.029716615667766
20110315,0.0,0.0,0.0,0.0,-40.38635861445007
20110316,0.0,0.0,0.0,0.0,-39.56939181362884
20110317,0.0,0.0,0.0,0.0,-38.56880010230655
20110318,0.0,0.0,0.0,0.0,-38.116934899472724
20110321,0.0,0.0,0.0,0.0,-37.57182725758499
20110322,0.0,0.0,0.0,0.0,-36.75512321057125
20110323,0.0,0.0,0.0,0.0,-36.07964796206893
20110324,0.0,0.0,0.0,0.0,-35.08733701262294
20110325,0.0,0.0,0.0,0.0,-34.350885909728945
20110328,0.0,0.0,0.0,0.0,-33.73682407706296
20110329,0.0,0.0,0.0,0.0,-33.13520258116818
20110330,0.0,0.0,0.0,0.0,-29.01811906038757
20110331,0.0,0.0,0.0,0.0,-29.36140409203756
20110401,0.0,0.0,0.0,0.0,-25.946133767621305
20110406,0.0,0.0,0.0,0.0,-26.896885049911546
20110407,0.0,0.0,0.0,0.0,-20.304308724313223
20110408,0.0,0.0,0.0,0.0,-14.851153556062245
20110411,0.0,0.0,0.0,0.0,-10.392050682672757
20110412,0.0,0.0,0.0,0.0,-6.54966262758789
20110413,0.0,0.0,0.0,0.0,-3.3958627952970293
20110414,0.0,0.0,0.0,0.0,-0.7049397023311581
20110415,0.0,0.0,0.0,0.0,1.512347557395774
20110418,0.0,0.0,0.0,0.0,-0.8308418150946864
20110419,0.0,0.0,0.0,0.0,-2.7476397618742894
20110420,0.0,0.0,0.0,0.0,-4.303952958113195
20110421,0.0,0.0,0.0,0.0,-1.2595365848989655
20110422,0.0,0.0,0.0,0.0,3.1429763252481226
20110425,0.0,0.0,0.0,0.0,7.058848658460807
20110426,0.0,0.0,0.0,0.0,9.591763442583238
20110427,0.0,0.0,0.0,0.0,13.163185310414647
20110428,0.0,0.0,0.0,0.0,15.775725640094725
20110429,0.0,0.0,0.0,0.0,17.963313314567188
20110503,0.0,0.0,0.0,0.0,19.607949498277677
20110504,0.0,0.0,0.0,0.0,20.628565901805608
20110505,0.0,0.0,0.0,0.0,22.123902270415876
20110506,0.0,0.0,0.0,0.0,25.883557135437076
20110509,0.0,0.0,0.0,0.0,22.702315678153045
20110510,0.0,0.0,0.0,0.0,18.539574856066732
20110511,0.0,0.0,0.0,0.0,14.690558169559576
20110512,0.0,0.0,0.0,0.0,11.859641847402576
20110513,0.0,0.0,0.0,0.0,5.302111119133735
20110516,0.0,0.0,0.0,0.0,4.127707763297142
20110517,0.0,0.0,1.2017887111000545,0.0,2.710945101458768
20110518,0.0,0.0,2.8391371126112883,0.0,1.8290145921226704
20110519,0.0,0.0,4.30581129369027,0.0,0.6932531480324999
20110520,0.0,0.0,5.49733110183584,0.0,-5.408568416308761
20110523,0.0,0.0,6.4713097435221885,0.0,-11.149664810270686
20110524,0.0,0.0,7.231821098038214,0.0,-14.086161839973116
20110525,0.0,0.0,7.8166261925750335,0.0,-17.632636979239557
20110526,0.0,0.0,8.29681895142614,0.0,-20.20458775051427
20110527,0.0,0.0,8.690809910221226,0.0,-23.214172867103056
20110530,0.0,0.0,10.9490255682204,0.0,-26.098913477259273
20110531,0.0,0.0,12.800111772973747,0.0,-17.185622184561414
20110601,0.0,0.0,14.342917519137467,0.0,-15.56906185616916
20110602,0.0,0.0,15.643522696432864,0.0,-14.718870620501075
20110603,0.0,0.0,12.787289814141102,0.0,-13.753879895563053
20110607,0.0,0.0,6.273211148231493,0.0,-13.866971109352214
20110608,0.0,0.0,0.9383504203820001,0.0,-6.9796712102802845
20110609,0.0,0.0,-3.417699606682262,0.0,-6.248815611357344
20110610,0.0,0.0,-7.120121818225241,0.0,-7.953925736048213
20110613,0.0,0.0,-10.38629856885876,0.0,-9.294365526909967
20110614,0.0,0.0,-17.307442537106617,0.0,-17.44277326478972
20110615,0.0,0.0,-22.44907011803147,0.0,-26.471317335263205
20110616,0.0,0.0,-26.80939929475694,0.0,-33.4428699933091
20110617,0.0,0.0,-30.503491278956936,0.0,-38.61656660737911
20110620,0.0,0.0,-33.513965661409145,0.0,-39.86081093847099
20110621,0.0,0.0,-35.40200574241231,0.0,-40.782255117511404
20110622,0.0,0.0,-36.778849922978054,0.0,-40.909388542344274
20110623,0.0,0.0,-39.13410614839924,0.0,-43.23958085078432
20110624,0.0,0.0,-39.23133938553214,0.0,-42.33509630477594
20110627,0.0,0.0,-39.174110347964714,0.0,-43.73243800560177
20110628,0.0,0.0,-41.90684379994761,0.0,-44.285476119334604
20110629,0.0,0.0,-43.42169076938916,0.0,-46.23943331458132
20110630,0.0,0.0,-45.43236046327496,0.0,-47.6724258805341
20110701,0.0,0.0,-46.55557673079052,0.0,-48.34199924901803
20110704,0.0,0.0,-48.09029253598983,0.0,-49.27862099996456
20110705,0.0,0.0,-47.625870124682834,0.0,-40.18300568303716
20110706,0.0,0.0,-48.06041389032442,0.0,-40.75667271941228
20110707,0.0,0.0,-39.4905264600461,0.0,-34.17488157424009
20110708,0.0,0.0,-38.445227059686005,0.0,-23.547198743086188
20110711,0.0,0.0,-38.57493358964637,0.0,-21.372695806217447
20110712,0.0,0.0,-39.59907375061859,0.0,-11.522326444118615
20110713,0.0,0.0,-40.45696247703162,0.0,-3.638303420902012
20110714,0.0,0.0,-41.2925110573326,0.0,2.1425397867428764
20110715,0.0,0.0,-42.041682629681866,0.0,6.07264080767368
20110718,0.0,0.0,-43.143449120972264,0.0,9.732084894532257
20110719,0.0,0.0,-44.272232731270066,0.0,13.955715351529477
20110720,0.0,0.0,-45.96177281604374,0.0,16.946500278098792
20110721,0.0,0.0,-46.70746793572442,0.0,19.188932064617067
20110722,0.0,0.0,-48.41762303422403,0.0,20.391724646138904
20110725,0.0,0.0,-50.817571335443404,0.0,21.3896415215254
20110726,0.0,0.0,-52.35525033422298,0.0,23.03325285649298
20110727,0.0,0.0,-54.13571547446823,0.0,23.417135331676953
20110728,0.0,0.0,-55.608187792656054,0.0,23.63709282238166
20110729,0.0,0.0,-56.496441404557544,0.0,23.918657304599556
20110801,0.0,0.0,-58.15320931563119,0.0,23.75607770795201
20110802,0.0,0.0,-60.87720016444287,0.0,25.15241440828125
20110803,0.0,0.0,-63.201234502140906,0.0,25.412077377305238
20110804,0.0,0.0,-68.99956749961254,0.0,26.161644399615145
20110805,0.0,0.0,-62.74634347714812,0.0,26.75081755536824
20110808,0.0,0.0,-66.95067850398506,0.0,19.567933284703358
20110809,0.0,0.0,-69.15394943269628,0.0,13.629772000027188
20110810,0.0,0.0,-66.99447584096916,0.0,8.785216195589813
20110811,0.0,0.0,-66.62572915914029,0.0,4.784447595230747
20110812,0.0,0.0,-66.35017377875525,0.0,1.507145902631537
20110815,0.0,0.0,-66.14854558955423,0.0,-1.1680258510773367
20110816,0.0,0.0,-64.5697995628585,0.0,2.3462610321755264
20110817,0.0,0.0,-62.409289101209694,0.0,-0.4100669589489456
20110818,0.0,0.0,-60.44506168728673,0.0,2.8855625402788903
20110819,0.0,0.0,-58.90685550635685,0.0,0.12216188124284777
20110822,0.0,0.0,-57.067382717105914,0.0,-2.138420240159732
20110823,0.0,0.0,-55.64438245191998,0.0,-4.083109117819623
20110824,0.0,0.0,-51.481926862246084,0.0,-5.694144425806673
20110825,0.0,0.0,-47.524404561970144,0.0,-7.033541144737875
20110826,0.0,0.0,-43.980565684212706,0.0,-8.148665713224037
20110829,0.0,0.0,-41.08873588792151,0.0,-9.052239842008936
20110830,0.0,0.0,-38.73680285958409,0.0,-9.898969734148057
20110831,0.0,0.0,-36.79202321260674,0.0,-10.464789308484487
20110901,0.0,0.0,-34.941397994243545,0.0,-10.895888343083739
20110902,0.0,0.0,-33.55153187951556,0.0,-11.248452603547337
20110905,0.0,0.0,-32.39330606387856,0.0,-12.719784608437553
20110906,0.0,0.0,-31.455983860817305,0.0,-13.85440100577975
20110907,0.0,0.0,-30.673704834462395,0.0,-23.222011234969784
20110908,0.0,0.0,-30.02956963958257,0.0,-22.44257597802746
20110909,0.0,0.0,-29.4999522490088,0.0,-29.817393102541836
20110913,0.0,0.0,-29.04434563934423,0.0,-35.83503393983873
20110914,0.0,0.0,-28.753856559766607,0.0,-42.11767969620683
20110915,0.0,0.0,-28.633332206049857,0.0,-47.195676404508134
20110916,0.0,0.0,-28.51677039637302,0.0,-52.20296965851062
20110919,0.0,0.0,-28.415564602120625,0.0,-56.9570593714259
20110920,0.0,0.0,-28.429328250237894,0.0,-55.53221107056177
20110921,0.0,0.0,-28.45647866477077,0.0,-54.40221692196617
20110922,0.0,0.0,-25.9469611831718,0.0,-53.26844360190566
20110923,0.0,0.0,-23.658368931631394,0.0,-51.70538317911529
20110926,0.0,0.0,-21.555038838782927,0.0,-50.115265468429286
20110927,0.0,0.0,-22.967201505188896,0.0,-47.43276670992426
20110928,0.0,0.0,-23.775649426079156,0.0,-44.80240269232425
20110929,0.0,0.0,-24.417298098243855,0.0,-42.87698406250267
20110930,0.0,0.0,-24.585798481244012,0.0,-40.84369784938125
20111010,0.0,0.0,-24.618313360095772,0.0,-38.891379813191165
20111011,0.0,0.0,-24.625151914462872,0.0,-37.343169283449825
20111012,0.0,0.0,-24.609292834244023,0.0,-36.021115486340335
20111013,0.0,0.0,-24.704839477059643,0.0,-34.790015656486645
20111014,0.0,0.0,-24.808742042857414,0.0,-33.94852013378769
20111017,0.0,0.0,-24.89048881930122,0.0,-33.23443958495947
20111018,0.0,0.0,-24.832274919247787,0.0,-31.96400718804221
20111019,0.0,0.0,-24.73412089081793,0.0,-30.78417122200166
20111020,0.0,0.0,-24.648496665147725,0.0,-29.821774559136117
20111021,0.0,0.0,-23.878638887258454,0.0,-28.699712805019388
20111024,0.0,0.0,-23.124456222694818,0.0,-23.40761502689779
20111025,0.0,0.0,-22.261746479740676,0.0,-19.011511027430853
20111026,0.0,0.0,-21.533933648867134,0.0,-14.056149153556621
20111027,0.0,0.0,-20.98989495849909,0.0,-11.996348256642873
20111028,0.0,0.0,-20.581006029330815,0.0,-11.74063412456978
20111031,0.0,0.0,-20.321057905016488,0.0,-9.374241659839885
20111101,0.0,0.0,-20.371440589485687,0.0,-8.936790700609077
20111102,0.0,0.0,-20.559691260743634,0.0,-8.813660191238027
20111103,0.0,0.0,-20.72683201098078,0.0,-8.711470855364313
20111104,0.0,0.0,-21.262597474083513,0.0,-8.692115113274905
20111107,0.0,0.0,-21.566161886576012,0.0,-8.543238178853581
20111108,0.0,0.0,-21.572051126482492,0.0,-8.422304768365882
20111109,0.0,0.0,-20.918234141472205,0.0,-8.309595419533515
20111110,0.0,0.0,-20.971956777715853,0.0,-8.220726888583846
20111111,0.0,0.0,-17.61211665697331,0.0,-8.0762498614277
20111114,0.0,0.0,-9.89011103118663,0.0,-7.882215752155985
20111115,0.0,0.0,-2.7346184467076986,0.0,-5.470366189857944
20111116,0.0,0.0,7.578312853057664,0.0,-3.458363429846618
20111117,0.0,0.0,11.77488264993267,0.0,0.6478718221440536
20111118,0.0,0.0,14.980951297272911,0.0,4.429549451719479
20111121,0.0,0.0,15.739020117352837,0.0,7.501898389161455
20111122,0.0,0.0,16.77028883879033,0.0,7.322330938362148
20111123,0.0,0.0,16.17069019552007,0.0,7.198508212356318
20111124,0.0,0.0,12.240943067823185,0.0,7.072208394532307
20111125,0.0,0.0,9.26377831414797,0.0,6.959307334018156
20111128,0.0,0.0,6.485964479678078,0.0,6.928093706142899
20111129,0.0,0.0,4.408695499669987,0.0,9.829059243508803
20111130,0.0,0.0,2.5860916488929564,0.0,12.323622145173685
