,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100714,-29.887209262525644,0.0,0.0,0.0,0.0
20100715,-31.337679375913073,0.0,0.0,0.0,0.0
20100716,-32.51354971135022,0.0,0.0,0.0,0.0
20100719,-33.4168216722993,0.0,0.0,0.0,0.0
20100720,-34.34464993415779,0.0,0.0,0.0,0.0
20100721,-34.5210424562759,0.0,0.0,0.0,0.0
20100722,-35.19880100752138,0.0,0.0,0.0,0.0
20100723,-35.88031050533642,0.0,0.0,0.0,0.0
20100726,-35.957204425173956,0.0,0.0,0.0,0.0
20100727,-22.422253702858523,0.0,0.0,0.0,0.0
20100728,-11.620796557805557,0.0,0.0,0.0,0.0
20100729,-3.385709163397983,0.0,0.0,0.0,0.0
20100730,3.4804429949482696,0.0,0.0,0.0,0.0
20100802,8.61611525998366,0.0,0.0,0.0,0.0
20100803,12.706512546998322,0.0,0.0,0.0,0.0
20100804,16.038707559363466,0.0,0.0,0.0,0.0
20100805,18.74909349022932,0.0,0.0,0.0,0.0
20100806,21.051869983741334,0.0,0.0,0.0,0.0
20100809,22.937196260643287,0.0,0.0,0.0,0.0
20100810,24.286048803354916,0.0,0.0,0.0,0.0
20100811,25.442280100207494,0.0,0.0,0.0,0.0
20100812,26.451789032207035,0.0,0.0,0.0,0.0
20100813,26.803955811831923,0.0,0.0,0.0,0.0
20100816,27.062461528747985,0.0,0.0,0.0,0.0
20100817,27.56010633510312,0.0,0.0,0.0,0.0
20100818,28.14662145568357,0.0,0.0,0.0,0.0
20100819,28.64174538467616,0.0,0.0,0.0,0.0
20100820,29.062716635936727,0.0,0.0,0.0,0.0
20100823,29.243054685184998,0.0,0.0,0.0,0.0
20100824,29.154153498139802,0.0,0.0,0.0,0.0
20100825,29.389287535225478,0.0,0.0,0.0,0.0
20100826,30.009790806307265,0.0,0.0,0.0,0.0
20100827,30.406113688135342,0.0,0.0,0.0,0.0
20100830,18.394598456963525,0.0,0.0,0.0,0.0
20100831,21.17429212296293,0.0,0.0,0.0,0.0
20100901,23.502469205068657,0.0,0.0,0.0,0.0
20100902,25.292173460151773,0.0,0.0,0.0,0.0
20100903,26.715415826843223,0.0,0.0,0.0,0.0
20100906,27.825658157994702,0.0,0.0,0.0,0.0
20100907,26.429221817076765,0.0,0.0,0.0,0.0
20100908,25.29732413509565,0.0,0.0,0.0,0.0
20100909,24.33205800169592,0.0,0.0,0.0,0.0
20100910,23.391914877263137,0.0,0.0,0.0,0.0
20100913,22.58859199438199,0.0,0.0,0.0,0.0
20100914,21.931204420140453,0.0,0.0,0.0,0.0
20100915,21.29844874741345,0.0,0.0,0.0,0.0
20100916,20.782121872883128,0.0,0.0,0.0,0.0
20100917,20.304056466768525,0.0,0.0,0.0,0.0
20100920,19.97476914018556,0.0,0.0,0.0,0.0
20100921,19.76675326062219,0.0,0.0,0.0,0.0
20100927,19.520446292424534,0.0,0.0,0.0,0.0
20100928,19.24494778660649,0.0,0.0,0.0,0.0
20100929,12.453655568358675,0.0,0.0,0.0,0.0
20100930,6.896792513206535,0.0,0.0,0.0,0.0
20101008,2.26766182530358,0.0,0.0,0.0,0.0
20101011,-1.520156876340755,0.0,0.0,0.0,0.0
20101012,-4.569561677535767,0.0,0.0,0.0,0.0
20101013,-7.065466723950952,0.0,0.0,0.0,0.0
20101014,-9.103688077925174,0.0,0.0,0.0,0.0
20101015,-12.857134881597487,0.0,0.0,0.0,0.0
20101018,-15.815909123886689,0.0,0.0,0.0,0.0
20101019,-18.17884364704815,0.0,0.0,0.0,0.0
20101020,-20.78669660471318,0.0,0.0,0.0,0.0
20101021,-23.026608031315966,0.0,0.0,0.0,0.0
20101022,-24.821591186919978,0.0,0.0,0.0,0.0
20101025,-26.624651611596274,0.0,0.0,0.0,0.0
20101026,-27.006735050561517,0.0,0.0,0.0,0.0
20101027,-27.43186937749477,0.0,0.0,0.0,0.0
20101028,-27.769843732161878,0.0,0.0,0.0,0.0
20101029,-28.051617627039818,0.0,0.0,0.0,0.0
20101101,-17.292992778523423,0.0,0.0,0.0,0.0
20101102,-8.26997251091218,0.0,0.0,0.0,0.0
20101103,-0.8985615883765997,0.0,0.0,0.0,0.0
20101104,5.166413177791682,0.0,0.0,0.0,0.0
20101105,9.93514299939785,0.0,0.0,0.0,0.0
20101108,13.197401852271547,0.0,0.0,0.0,0.0
20101109,16.07100527542039,0.0,0.0,0.0,0.0
20101110,17.650636645543518,0.0,0.0,0.0,0.0
20101111,18.578346172665615,0.0,0.0,0.0,0.0
20101112,19.410329128538056,0.0,0.0,0.0,0.0
20101115,19.368184443361724,0.0,0.0,0.0,0.0
20101116,19.32804605033726,0.0,0.0,0.0,0.0
20101117,19.31266180204928,0.0,0.0,0.0,0.0
20101118,19.203417270540243,0.0,0.0,0.0,0.0
20101119,19.059973962948987,0.0,0.0,0.0,0.0
20101122,18.946676966329957,0.0,0.0,0.0,0.0
20101123,19.021036107644516,0.0,0.0,0.0,0.0
20101124,19.07640245474861,0.0,0.0,0.0,0.0
20101125,18.994591085655962,0.0,0.0,0.0,0.0
20101126,18.91966969419086,0.0,0.0,0.0,0.0
20101129,18.827575835226146,0.0,0.0,0.0,0.0
20101130,18.783451713982423,0.0,0.0,0.0,0.0
20101201,18.723543371825944,0.0,0.0,0.0,0.0
20101202,18.64827649789016,0.0,0.0,0.0,0.0
20101203,18.6335240066682,0.0,0.0,0.0,0.0
20101206,18.79148529506549,0.0,0.0,0.0,0.0
20101207,18.91854339528752,0.0,0.0,0.0,0.0
20101208,11.427150265026956,0.0,0.0,0.0,0.0
20101209,5.159815032019375,0.0,0.0,0.0,0.0
20101210,0.009919446333919123,0.0,0.0,0.0,0.0
20101213,5.431024854002034,0.0,0.0,0.0,0.0
20101214,9.754053754854562,0.0,0.0,0.0,0.0
20101215,13.34516945502665,0.0,0.0,0.0,0.0
20101216,17.331387604878156,0.0,0.0,0.0,0.0
20101217,20.9524505624573,0.0,0.0,0.0,0.0
20101220,23.969965594985172,0.0,0.0,0.0,0.0
20101221,26.445012104403503,0.0,0.0,0.0,0.0
20101222,28.808431419623986,0.0,0.0,0.0,0.0
20101223,31.952683769049386,0.0,0.0,0.0,0.0
20101224,34.43869484372676,0.0,0.0,0.0,0.0
20101227,36.81280578007957,0.0,0.0,0.0,0.0
20101228,38.50615813480144,0.0,0.0,0.0,0.0
20101229,40.338309177130405,0.0,0.0,0.0,0.0
20101230,42.23585724093855,0.0,0.0,0.0,0.0
20101231,43.69872792781795,0.0,0.0,0.0,0.0
20110104,45.376250029777474,0.0,0.0,0.0,0.0
20110105,46.817218798541774,0.0,0.0,0.0,0.0
20110106,48.173462854735405,0.0,0.0,0.0,0.0
20110107,50.61715412476762,0.0,0.0,0.0,0.0
20110110,52.35860971883279,0.0,0.0,0.0,0.0
20110111,53.095760543665435,0.0,0.0,0.0,0.0
20110112,55.085551388367094,0.0,0.0,0.0,0.0
20110113,56.713247238943765,0.0,0.0,0.0,0.0
20110114,58.11348597633791,0.0,0.0,0.0,0.0
20110117,58.48398842262561,0.0,0.0,0.0,0.0
20110118,58.92522313983773,0.0,0.0,0.0,0.0
20110119,59.21013029600259,0.0,0.0,0.0,0.0
20110120,59.50090333426652,0.0,0.0,0.0,0.0
20110121,60.264146874263226,0.0,0.0,0.0,0.0
20110124,61.02596340424082,0.0,0.0,0.0,0.0
20110125,61.98271037737496,0.0,0.0,0.0,0.0
20110126,64.12153140549208,0.0,0.0,0.0,0.0
20110127,65.06865766167275,0.0,0.0,0.0,0.0
20110128,65.44223054097468,0.0,0.0,0.0,0.0
20110131,65.90083628390279,0.0,0.0,0.0,0.0
20110201,64.6384470410947,0.0,0.0,0.0,0.0
20110209,63.47223561831609,0.0,0.0,0.0,0.0
20110210,63.39906825445278,0.0,0.0,0.0,0.0
20110211,62.044161732717434,0.0,0.0,0.0,0.0
20110214,60.833699596026186,0.0,0.0,0.0,0.0
20110215,59.95095107453531,0.0,0.0,0.0,0.0
20110216,59.20808462491255,0.0,0.0,0.0,0.0
20110217,57.22141657640301,0.0,0.0,0.0,0.0
20110218,53.99666085212584,0.0,0.0,0.0,0.0
20110221,36.90248240063011,0.0,0.0,0.0,0.0
20110222,37.24758041135528,0.0,0.0,0.0,0.0
20110223,23.512196163097332,0.0,0.0,0.0,0.0
20110224,12.650577004583084,0.0,0.0,0.0,0.0
20110225,3.9715196977642693,0.0,0.0,0.0,0.0
20110228,-3.283469918210248,0.0,0.0,0.0,0.0
20110301,-9.10615571535373,0.0,0.0,0.0,0.0
20110302,-13.587479625514923,0.0,0.0,0.0,0.0
20110303,-17.216212120199152,0.0,0.0,0.0,0.0
20110304,-20.135168546554336,0.0,0.0,0.0,0.0
20110307,-22.532026356549792,0.0,0.0,0.0,0.0
20110308,-24.9630417938213,0.0,0.0,0.0,0.0
20110309,-26.909108317431865,0.0,0.0,0.0,0.0
20110310,-28.509339639116487,0.0,0.0,0.0,0.0
20110311,-29.996512347363314,0.0,0.0,0.0,0.0
20110314,-31.216891842836343,0.0,0.0,0.0,0.0
20110315,-31.143784670251925,0.0,0.0,0.0,0.0
20110316,-30.845133776364055,0.0,0.0,0.0,0.0
20110317,-30.327770573879203,0.0,0.0,0.0,0.0
20110318,-30.205954237146262,0.0,0.0,0.0,0.0
20110321,-29.96212178182566,0.0,0.0,0.0,0.0
20110322,-29.45793113487538,0.0,0.0,0.0,0.0
20110323,-29.039442036674224,0.0,0.0,0.0,0.0
20110324,-28.335685290006925,0.0,0.0,0.0,0.0
20110325,-27.821889684524656,0.0,0.0,0.0,0.0
20110328,-27.392050399206006,0.0,0.0,0.0,0.0
20110329,-26.958823282707623,0.0,0.0,0.0,0.0
20110330,-26.684975706165638,0.0,0.0,0.0,0.0
20110331,-26.45178191128367,0.0,0.0,0.0,0.0
20110401,-26.30813563549261,0.0,0.0,0.0,0.0
20110406,-26.183669390659478,0.0,0.0,0.0,0.0
20110407,-17.116823843906186,0.0,0.0,0.0,0.0
20110408,-9.548662531543604,0.0,0.0,0.0,0.0
20110411,-3.3630307639177026,0.0,0.0,0.0,0.0
20110412,2.1887856443435667,0.0,0.0,0.0,0.0
20110413,6.756548405093319,0.0,0.0,0.0,0.0
20110414,10.773447928139348,0.0,0.0,0.0,0.0
20110415,14.099523710595093,0.0,0.0,0.0,0.0
20110418,6.481393277882819,0.0,0.0,0.0,0.0
20110419,10.356666333903433,0.0,0.0,0.0,0.0
20110420,13.461388282625082,0.0,0.0,0.0,0.0
20110421,16.735790231750272,0.0,0.0,0.0,0.0
20110422,19.377307722735694,0.0,0.0,0.0,0.0
20110425,22.034823120890373,0.0,0.0,0.0,0.0
20110426,24.24809023201153,0.0,0.0,0.0,0.0
20110427,26.053850545419287,0.0,0.0,0.0,0.0
20110428,27.70499449136823,0.0,0.0,0.0,0.0
20110429,29.13652740953619,0.0,0.0,0.0,0.0
20110503,30.38728144099711,0.0,0.0,0.0,0.0
20110504,31.303629563814532,0.0,0.0,0.0,0.0
20110505,32.065578340164805,0.0,0.0,0.0,0.0
20110506,33.75981921469717,0.0,0.0,0.0,0.0
20110509,21.619258330109364,0.0,0.0,0.0,0.0
20110510,11.703934346103743,0.0,0.0,0.0,0.0
20110511,3.611429319387945,0.0,0.0,0.0,0.0
20110512,-2.978750449749516,0.0,0.0,0.0,0.0
20110513,-8.312276675575632,0.0,0.0,0.0,0.0
20110516,-12.244580622165474,0.0,0.0,0.0,0.0
20110517,-15.87175844854539,0.0,0.0,2.9217592855878434,0.0
20110518,-18.864811899832528,0.0,0.0,6.930786290110584,0.0
20110519,-9.051015253403403,0.0,0.0,10.546344425809082,0.0
20110520,-0.8625232444275943,0.0,0.0,13.501508399602793,0.0
20110523,-7.407676923676815,0.0,0.0,15.928997996935058,0.0
20110524,-12.611154637954112,0.0,0.0,17.833336744625836,0.0
20110525,-16.744018604130474,0.0,0.0,19.304052445048054,0.0
20110526,-20.13365065164517,0.0,0.0,20.514792497837835,0.0
20110527,-22.906342209029532,0.0,0.0,21.510274797316487,0.0
20110530,-25.22605687175675,0.0,0.0,22.351491358045976,0.0
20110531,-26.954613647132792,0.0,0.0,23.047395003202343,0.0
20110601,-28.558649954037527,0.0,0.0,23.654028283088866,0.0
20110602,-29.875675596852076,0.0,0.0,24.1993389593352,0.0
20110603,-31.02803808776681,0.0,0.0,24.657754630784424,0.0
20110607,-16.49440808827018,0.0,0.0,25.36130444988004,0.0
20110608,-4.446340513543226,0.0,0.0,25.946886336917775,0.0
20110609,5.5116752104405755,0.0,0.0,26.417427636916337,0.0
20110610,13.762102726597341,0.0,0.0,26.975575053842018,0.0
20110613,21.237450980167143,0.0,0.0,16.414722800245446,0.0
20110614,6.077824409248793,0.0,0.0,2.504194574728,0.0
20110615,-6.963999325520654,0.0,0.0,-8.232216173566316,0.0
20110616,-17.48415483708976,0.0,0.0,-17.20783603204877,0.0
20110617,-25.99724340348078,0.0,0.0,-24.70908047664344,0.0
20110620,-31.816014449199944,0.0,0.0,-30.832025753056648,0.0
20110621,-35.88733778311058,0.0,0.0,-35.12859687624117,0.0
20110622,-39.54767669459089,0.0,0.0,-38.43580522287905,0.0
20110623,-43.01265261002617,0.0,0.0,-42.66613766361367,0.0
20110624,-45.01101774852676,0.0,0.0,-43.85738935199521,0.0
20110627,-46.684983186780016,0.0,0.0,-44.66235695009387,0.0
20110628,-47.94487062908934,0.0,0.0,-45.21987377183047,0.0
20110629,-49.87607032190679,0.0,0.0,-45.68118247897974,0.0
20110630,-51.07910185902429,0.0,0.0,-46.045863824186256,0.0
20110701,-51.539544673080215,0.0,0.0,-46.038477886565,0.0
20110704,-51.73304489120226,0.0,0.0,-46.2541938125708,0.0
20110705,-50.33693142707422,0.0,0.0,-46.0517601375191,0.0
20110706,-49.1947457104186,0.0,0.0,-45.920060021800154,0.0
20110707,-48.10563910834869,0.0,0.0,-30.00774681210306,0.0
20110708,-47.281727729938304,0.0,0.0,-31.45683550005634,0.0
20110711,-46.61487741738308,0.0,0.0,-32.66294312954284,0.0
20110712,-30.173641916092606,0.0,0.0,-33.70453172264216,0.0
20110713,-16.722206233442005,0.0,0.0,-34.693738389976005,0.0
20110714,-5.867377815693728,0.0,0.0,-35.42639597880992,0.0
20110715,3.016223746751895,0.0,0.0,-36.18336929469438,0.0
20110718,11.063110591778946,0.0,0.0,-36.800041891203385,0.0
20110719,18.402689643489825,0.0,0.0,-22.33154651920368,0.0
20110720,24.492609696833693,0.0,0.0,-10.325361260351015,0.0
20110721,29.829116472933542,0.0,0.0,-0.5016599264861384,0.0
20110722,34.48956370083007,0.0,0.0,-9.312965398889267,0.0
20110725,38.372605329518954,0.0,0.0,-16.840625469070705,0.0
20110726,40.826620779655165,0.0,0.0,-23.073838604962667,0.0
20110727,42.81246713809525,0.0,0.0,-28.176622733125896,0.0
20110728,44.45067719288307,0.0,0.0,-32.38574018113724,0.0
20110729,45.89800130345158,0.0,0.0,-36.152328653413065,0.0
20110801,47.57263642347127,0.0,0.0,-39.50636929148671,0.0
20110802,50.04993743673577,0.0,0.0,-43.24420919344802,0.0
20110803,52.18908331348125,0.0,0.0,-46.29726821876242,0.0
20110804,54.068105279731945,0.0,0.0,-51.92705406764565,0.0
20110805,55.554449252279625,0.0,0.0,-59.88337804858264,0.0
20110808,52.37403566681938,0.0,0.0,-66.20441689822229,0.0
20110809,35.74829516988808,0.0,0.0,-67.03083273979428,0.0
20110810,22.187014142426182,0.0,0.0,-63.96490578279454,0.0
20110811,10.98088661531689,0.0,0.0,-61.774053171419666,0.0
20110812,1.800462908681436,0.0,0.0,-59.98083075765364,0.0
20110815,-5.692121701971851,0.0,0.0,-58.51946095992235,0.0
20110816,2.33283163386676,0.0,0.0,-56.526753360223836,0.0
20110817,-5.043453147299753,0.0,0.0,-54.220850863414825,0.0
20110818,-10.945334783708237,0.0,0.0,-52.31377195100976,0.0
20110819,-15.63590877721895,0.0,0.0,-50.66136320897896,0.0
20110822,-19.472511052423844,0.0,0.0,-48.826339798358816,0.0
20110823,-22.895400726451214,0.0,0.0,-47.393159144921476,0.0
20110824,-25.75540842829156,0.0,0.0,-43.7275647124962,0.0
20110825,-28.158906927582578,0.0,0.0,-40.269555810218876,0.0
20110826,-30.182862891376566,0.0,0.0,-37.18594780455356,0.0
20110829,-31.812565344557193,0.0,0.0,-34.66937734309325,0.0
20110830,-33.46657450803385,0.0,0.0,-32.622097230981524,0.0
20110831,-34.44099667568818,0.0,0.0,-30.930028364536273,0.0
20110901,-35.143225134200165,0.0,0.0,-29.329882184177144,0.0
20110902,-35.717318733408675,0.0,0.0,-28.124012113766167,0.0
20110905,-18.72970116816452,0.0,0.0,-27.119877545126673,0.0
20110906,-5.037242286259346,0.0,0.0,-26.30689157726381,0.0
20110907,6.309225902689523,0.0,0.0,-25.628933549113754,0.0
20110908,15.435557373198284,0.0,0.0,-25.070840842407012,0.0
20110909,22.681222281236597,0.0,0.0,-24.612059558133726,0.0
20110913,8.519537607683176,0.0,0.0,-24.21816447277235,0.0
20110914,-4.259938232651872,0.0,0.0,-23.964302555127464,0.0
20110915,-14.661160408252517,0.0,0.0,-23.85400647875613,0.0
20110916,-23.919388989395884,0.0,0.0,-23.748837979443113,0.0
20110919,-32.07101475923167,0.0,0.0,-23.657937519629794,0.0
20110920,-34.0769478280203,0.0,0.0,-23.66386113596292,0.0
20110921,-35.74957260734494,0.0,0.0,-23.681919657961608,0.0
20110922,-36.93448000269915,0.0,0.0,-12.684485202399172,0.0
20110923,-37.346355394505146,0.0,0.0,-4.277669370073407,0.0
20110926,-37.41021922014139,0.0,0.0,-9.020686738210147,0.0
20110927,-36.25019692402669,0.0,0.0,-11.813510866838277,0.0
20110928,-34.918851079927165,0.0,0.0,-13.810052923400164,0.0
20110929,-34.02849738442238,0.0,0.0,-15.427116363177037,0.0
20110930,-32.89817591200454,0.0,0.0,-16.45375069308826,0.0
20111010,-31.72001249106526,0.0,0.0,-17.206126369290697,0.0
20111011,-30.799181970970626,0.0,0.0,-17.805272241304074,0.0
20111012,-29.997217197420216,0.0,0.0,-18.277643258927707,0.0
20111013,-29.20994710869949,0.0,0.0,-18.754365008565305,0.0
20111014,-28.71128012494226,0.0,0.0,-19.16580296944083,0.0
20111017,-28.280829458386005,0.0,0.0,-19.49971966476988,0.0
20111018,-27.3265084961381,0.0,0.0,-19.668905422058113,0.0
20111019,-26.422505657632897,0.0,0.0,-19.765318977880643,0.0
20111020,-25.685432524457028,0.0,0.0,-19.83978221704072,0.0
20111021,-24.78871714338796,0.0,0.0,-19.318820903195636,0.0
20111024,-23.905057450151382,0.0,0.0,-18.789225051815556,0.0
20111025,-22.77091779123461,0.0,0.0,-18.151660117185806,0.0
20111026,-21.841565462225642,0.0,0.0,-17.61175681088264,0.0
20111027,-21.083519291113383,0.0,0.0,-17.212793928534108,0.0
20111028,-20.46856834696367,0.0,0.0,-16.9164980593521,0.0
20111031,-19.76787897441528,0.0,0.0,-16.736101954618743,0.0
20111101,-19.340368381442673,0.0,0.0,-16.807246063836327,0.0
20111102,-19.01393758275129,0.0,0.0,-16.9877092164707,0.0
20111103,-18.74378583516215,0.0,0.0,-17.14626808043237,0.0
20111104,-18.65924043829851,0.0,0.0,-17.60777858319229,0.0
20111107,-18.307462246192426,0.0,0.0,-17.873300762802902,0.0
20111108,-18.021502381499452,0.0,0.0,-18.104972505996198,0.0
20111109,-17.758298065602812,0.0,0.0,-18.265008255643167,0.0
20111110,-17.550061351206747,0.0,0.0,-18.41056041296095,0.0
20111111,-17.227239523825265,0.0,0.0,-18.443973439903218,0.0
20111114,-16.80204363488162,0.0,0.0,-17.775459628772268,0.0
20111115,-10.840514353680613,0.0,0.0,-11.778442289460724,0.0
20111116,-5.848053013902033,0.0,0.0,-6.82076576806618,0.0
20111117,-1.737587334333621,0.0,0.0,-2.7973250470061757,0.0
20111118,1.9953343504503895,0.0,0.0,1.2631729772427915,0.0
20111121,5.030483271160202,0.0,0.0,4.612399328392244,0.0
20111122,7.665060242353072,0.0,0.0,7.516758241703712,0.0
20111123,9.889832888191252,0.0,0.0,9.894546225919411,0.0
20111124,11.635215543349316,0.0,0.0,11.796396768932174,0.0
20111125,13.034593920004667,0.0,0.0,9.651597356399051,0.0
20111128,6.9665239377180725,0.0,0.0,4.195367315888937,0.0
20111129,2.0540513248412537,0.0,0.0,7.188655656161854,0.0
20111130,5.432488195277823,0.0,0.0,9.632306357366684,0.0
20111201,8.108176361041805,0.0,0.0,11.629097214388787,0.0
20111202,10.102461616812429,0.0,0.0,13.243710308952988,0.0
20111205,12.108536166196986,0.0,0.0,14.66985958696002,0.0
20111206,13.760980476462624,0.0,0.0,15.84229756784431,0.0
