,HC.SHF,I.DCE,J.DCE,JM.DCE,RB.SHF
20100713,0.0,0.0,0.0,0.0,-10.264917987677933
20100714,0.0,0.0,0.0,0.0,-16.745007597455636
20100715,0.0,0.0,0.0,0.0,-22.648514270384442
20100716,0.0,0.0,0.0,0.0,-28.170765927609544
20100719,0.0,0.0,0.0,0.0,-32.67373978800172
20100720,0.0,0.0,0.0,0.0,-36.27565003496572
20100721,0.0,0.0,0.0,0.0,-32.65225164961457
20100722,0.0,0.0,0.0,0.0,-23.15083056981986
20100723,0.0,0.0,0.0,0.0,-15.08079454425275
20100726,0.0,0.0,0.0,0.0,-15.318117051815497
20100727,0.0,0.0,0.0,0.0,-8.868586673615551
20100728,0.0,0.0,0.0,0.0,-3.371469320530311
20100729,0.0,0.0,0.0,0.0,-5.612277587851939
20100730,0.0,0.0,0.0,0.0,-1.1930206278736868
20100802,0.0,0.0,0.0,0.0,2.4939924385601477
20100803,0.0,0.0,0.0,0.0,5.243000527872551
20100804,0.0,0.0,0.0,0.0,7.430278912761256
20100805,0.0,0.0,0.0,0.0,9.211823928805655
20100806,0.0,0.0,0.0,0.0,10.66059375741505
20100809,0.0,0.0,0.0,0.0,11.893244333025303
20100810,0.0,0.0,0.0,0.0,12.902463039124651
20100811,0.0,0.0,0.0,0.0,13.620659013603346
20100812,0.0,0.0,0.0,0.0,14.237489304793383
20100813,0.0,0.0,0.0,0.0,14.777422481441073
20100816,0.0,0.0,0.0,0.0,14.956151299801762
20100817,0.0,0.0,0.0,0.0,15.085934004587175
20100818,0.0,0.0,0.0,0.0,15.350974988165472
20100819,0.0,0.0,0.0,0.0,15.66739629809151
20100820,0.0,0.0,0.0,0.0,15.934751580925994
20100823,0.0,0.0,0.0,0.0,16.16230720857763
20100824,0.0,0.0,0.0,0.0,16.257390323785
20100825,0.0,0.0,0.0,0.0,11.101936878920592
20100826,0.0,0.0,0.0,0.0,6.7340975448163505
20100827,0.0,0.0,0.0,0.0,-2.841502266131214
20100830,0.0,0.0,0.0,0.0,-10.520147715841015
20100831,0.0,0.0,0.0,0.0,-17.6855208271774
20100901,0.0,0.0,0.0,0.0,-17.0465689720894
20100902,0.0,0.0,0.0,0.0,-10.517353338882362
20100903,0.0,0.0,0.0,0.0,-11.155920187173374
20100906,0.0,0.0,0.0,0.0,-5.784464570062644
20100907,0.0,0.0,0.0,0.0,-7.243465725135912
20100908,0.0,0.0,0.0,0.0,-7.467497190736531
20100909,0.0,0.0,0.0,0.0,-7.655272670433258
20100910,0.0,0.0,0.0,0.0,-7.792428135819307
20100913,0.0,0.0,0.0,0.0,-7.841377463597287
20100914,0.0,0.0,0.0,0.0,-7.867073891755607
20100915,0.0,0.0,0.0,0.0,-7.888046325568496
20100916,0.0,0.0,0.0,0.0,-7.865281567320958
20100917,0.0,0.0,0.0,0.0,-7.847237431062432
20100920,0.0,0.0,0.0,0.0,-11.04205790667172
20100921,0.0,0.0,0.0,0.0,-13.74261850683172
20100927,0.0,0.0,0.0,0.0,-12.684426408354026
20100928,0.0,0.0,0.0,0.0,-15.0657750093032
20100929,0.0,0.0,0.0,0.0,-16.91056676650018
20100930,0.0,0.0,0.0,0.0,-17.849621595466076
20101008,0.0,0.0,0.0,0.0,-18.61209356966271
20101011,0.0,0.0,0.0,0.0,-19.437310438794185
20101012,0.0,0.0,0.0,0.0,-20.42333677122296
20101013,0.0,0.0,0.0,0.0,-20.863074234731755
20101014,0.0,0.0,0.0,0.0,-21.734204876998763
20101015,0.0,0.0,0.0,0.0,-22.441504088136178
20101018,0.0,0.0,0.0,0.0,-25.944720827411974
20101019,0.0,0.0,0.0,0.0,-28.65363454279726
20101020,0.0,0.0,0.0,0.0,-30.788863826175664
20101021,0.0,0.0,0.0,0.0,-33.481646702084724
20101022,0.0,0.0,0.0,0.0,-35.833754792917084
20101025,0.0,0.0,0.0,0.0,-37.70538742123324
20101026,0.0,0.0,0.0,0.0,-39.70563875929899
20101027,0.0,0.0,0.0,0.0,-39.809504657671454
20101028,0.0,0.0,0.0,0.0,-40.05225107105129
20101029,0.0,0.0,0.0,0.0,-40.237033102873895
20101101,0.0,0.0,0.0,0.0,-40.395578621407516
20101102,0.0,0.0,0.0,0.0,-35.462559388325865
20101103,0.0,0.0,0.0,0.0,-25.761860764179904
20101104,0.0,0.0,0.0,0.0,-17.83104551142508
20101105,0.0,0.0,0.0,0.0,-11.323482712747687
20101108,0.0,0.0,0.0,0.0,-6.1061955512820045
20101109,0.0,0.0,0.0,0.0,-2.1913238143289666
20101110,0.0,0.0,0.0,0.0,1.1249001575311037
20101111,0.0,0.0,0.0,0.0,3.4112780322687226
20101112,0.0,0.0,0.0,0.0,5.080141083467217
20101115,0.0,0.0,0.0,0.0,6.485939018808055
20101116,0.0,0.0,0.0,0.0,3.8332150838392014
20101117,0.0,0.0,0.0,0.0,1.6651947392938227
20101118,0.0,0.0,0.0,0.0,-0.11601636823298644
20101119,0.0,0.0,0.0,0.0,-1.544948767838223
20101122,0.0,0.0,0.0,0.0,0.5885606595739019
20101123,0.0,0.0,0.0,0.0,-0.9349293452755676
20101124,0.0,0.0,0.0,0.0,-2.2520123050416276
20101125,0.0,0.0,0.0,0.0,-3.327312996833317
20101126,0.0,0.0,0.0,0.0,-0.8484127835264351
20101129,0.0,0.0,0.0,0.0,1.1753600313525754
20101130,0.0,0.0,0.0,0.0,2.8141344945175404
20101201,0.0,0.0,0.0,0.0,4.1722280324487615
20101202,0.0,0.0,0.0,0.0,5.270222372653393
20101203,0.0,0.0,0.0,0.0,6.154055836994977
20101206,0.0,0.0,0.0,0.0,6.90310464956674
20101207,0.0,0.0,0.0,0.0,7.610046944107877
20101208,0.0,0.0,0.0,0.0,8.187246373887946
20101209,0.0,0.0,0.0,0.0,4.986595652732152
20101210,0.0,0.0,0.0,0.0,6.398228639664906
20101213,0.0,0.0,0.0,0.0,7.565416396539713
20101214,0.0,0.0,0.0,0.0,9.190564778391481
20101215,0.0,0.0,0.0,0.0,10.458025312899132
20101216,0.0,0.0,0.0,0.0,11.524969437532295
20101217,0.0,0.0,0.0,0.0,12.977835535477853
20101220,0.0,0.0,0.0,0.0,14.365529482205337
20101221,0.0,0.0,0.0,0.0,15.531253156589578
20101222,0.0,0.0,0.0,0.0,16.48844145879475
20101223,0.0,0.0,0.0,0.0,17.45883330278038
20101224,0.0,0.0,0.0,0.0,10.841591417547933
20101227,0.0,0.0,0.0,0.0,5.2471890178077025
20101228,0.0,0.0,0.0,0.0,0.5106568088019171
20101229,0.0,0.0,0.0,0.0,-3.118053874800472
20101230,0.0,0.0,0.0,0.0,1.850709246080411
20101231,0.0,0.0,0.0,0.0,-1.9629704979343268
20110104,0.0,0.0,0.0,0.0,3.2333421424876123
20110105,0.0,0.0,0.0,0.0,7.574745137922129
20110106,0.0,0.0,0.0,0.0,11.186234378685283
20110107,0.0,0.0,0.0,0.0,13.99172892452286
20110110,0.0,0.0,0.0,0.0,16.844444297239992
20110111,0.0,0.0,0.0,0.0,20.08129935837037
20110112,0.0,0.0,0.0,0.0,22.72159105241327
20110113,0.0,0.0,0.0,0.0,24.25659390394212
20110114,0.0,0.0,0.0,0.0,25.78010909773086
20110117,0.0,0.0,0.0,0.0,26.750183526614663
20110118,0.0,0.0,0.0,0.0,28.332637872332626
20110119,0.0,0.0,0.0,0.0,29.154073646547033
20110120,0.0,0.0,0.0,0.0,29.53470406330861
20110121,0.0,0.0,0.0,0.0,29.75384297422447
20110124,0.0,0.0,0.0,0.0,29.992490770842394
20110125,0.0,0.0,0.0,0.0,31.097575237419836
20110126,0.0,0.0,0.0,0.0,31.725426872636056
20110127,0.0,0.0,0.0,0.0,32.4828222762529
20110128,0.0,0.0,0.0,0.0,32.70234224416715
20110131,0.0,0.0,0.0,0.0,33.53694209545877
20110201,0.0,0.0,0.0,0.0,32.91680133484149
20110209,0.0,0.0,0.0,0.0,32.07228112308665
20110210,0.0,0.0,0.0,0.0,31.317366014029687
20110211,0.0,0.0,0.0,0.0,31.122176171282145
20110214,0.0,0.0,0.0,0.0,30.341464705694168
20110215,0.0,0.0,0.0,0.0,29.65383566606768
20110216,0.0,0.0,0.0,0.0,29.14284162618829
20110217,0.0,0.0,0.0,0.0,28.71486882261172
20110218,0.0,0.0,0.0,0.0,27.703501593604095
20110221,0.0,0.0,0.0,0.0,19.076835319860503
20110222,0.0,0.0,0.0,0.0,4.868742065320634
20110223,0.0,0.0,0.0,0.0,-6.428464430753119
20110224,0.0,0.0,0.0,0.0,-15.536524048804242
20110225,0.0,0.0,0.0,0.0,-22.433008881214086
20110228,0.0,0.0,0.0,0.0,-27.769009381381778
20110301,0.0,0.0,0.0,0.0,-32.36203285507606
20110302,0.0,0.0,0.0,0.0,-35.95286683637931
20110303,0.0,0.0,0.0,0.0,-38.473595683308794
20110304,0.0,0.0,0.0,0.0,-40.4802132271611
20110307,0.0,0.0,0.0,0.0,-42.04818632607878
20110308,0.0,0.0,0.0,0.0,-43.343796793488735
20110309,0.0,0.0,0.0,0.0,-45.097443333302664
20110310,0.0,0.0,0.0,0.0,-46.46886066270405
20110311,0.0,0.0,0.0,0.0,-47.60272936013501
20110314,0.0,0.0,0.0,0.0,-48.79299264188693
20110315,0.0,0.0,0.0,0.0,-49.772160370456
20110316,0.0,0.0,0.0,0.0,-48.99171828473134
20110317,0.0,0.0,0.0,0.0,-48.00067554834829
20110318,0.0,0.0,0.0,0.0,-46.78688185857504
20110321,0.0,0.0,0.0,0.0,-46.238735071407476
20110322,0.0,0.0,0.0,0.0,-45.57747812865695
20110323,0.0,0.0,0.0,0.0,-44.586754132585135
20110324,0.0,0.0,0.0,0.0,-43.76735138823636
20110325,0.0,0.0,0.0,0.0,-42.563602891120844
20110328,0.0,0.0,0.0,0.0,-41.67023180738682
20110329,0.0,0.0,0.0,0.0,-40.92532819766614
20110330,0.0,0.0,0.0,0.0,-40.19551566065841
20110331,0.0,0.0,0.0,0.0,-35.201180867310015
20110401,0.0,0.0,0.0,0.0,-35.61761166570203
20110406,0.0,0.0,0.0,0.0,-31.474629546483737
20110407,0.0,0.0,0.0,0.0,-32.62796301300094
20110408,0.0,0.0,0.0,0.0,-24.630667559908495
20110411,0.0,0.0,0.0,0.0,-18.015576451637838
20110412,0.0,0.0,0.0,0.0,-12.606346224638118
20110413,0.0,0.0,0.0,0.0,-7.945237880297778
20110414,0.0,0.0,0.0,0.0,-4.119439313384054
20110415,0.0,0.0,0.0,0.0,-0.8551453631666005
20110418,0.0,0.0,0.0,0.0,1.8345923728321807
20110419,0.0,0.0,0.0,0.0,-1.0078741817968673
20110420,0.0,0.0,0.0,0.0,-3.3330955743434627
20110421,0.0,0.0,0.0,0.0,-5.221021604041659
20110422,0.0,0.0,0.0,0.0,-1.5279134750862207
20110425,0.0,0.0,0.0,0.0,3.8126688313772075
20110426,0.0,0.0,0.0,0.0,8.562919182471946
20110427,0.0,0.0,0.0,0.0,11.635537061385094
20110428,0.0,0.0,0.0,0.0,15.967942854516487
20110429,0.0,0.0,0.0,0.0,19.13715256369265
20110503,0.0,0.0,0.0,0.0,21.790862448608078
20110504,0.0,0.0,0.0,0.0,23.785930965738295
20110505,0.0,0.0,0.0,0.0,25.024016127011674
20110506,0.0,0.0,0.0,0.0,26.83797263671433
20110509,0.0,0.0,0.0,0.0,31.39871934213865
20110510,0.0,0.0,0.0,0.0,27.539632001315514
20110511,0.0,0.0,0.0,0.0,22.489911436138467
20110512,0.0,0.0,0.0,0.0,17.820762058776204
20110513,0.0,0.0,0.0,0.0,14.386645696199752
20110516,0.0,0.0,0.0,0.0,6.431863212594777
20110517,0.0,0.0,0.0,0.0,5.007222805890636
20110518,0.0,0.0,1.4578609211605937,0.0,3.288582166170341
20110519,0.0,0.0,3.4440888053475187,0.0,2.2187335206763557
20110520,0.0,0.0,5.223275906142517,0.0,0.8409686858042046
20110523,0.0,0.0,6.6686798686195585,0.0,-6.561003994073569
20110524,0.0,0.0,7.8501898850182625,0.0,-13.525389663591042
20110525,0.0,0.0,8.772747880119548,0.0,-17.087583437893286
20110526,0.0,0.0,9.482160845931535,0.0,-21.3897269558429
20110527,0.0,0.0,10.064671108582054,0.0,-24.509698449965285
20110530,0.0,0.0,10.5426120451317,0.0,-28.160553620975502
20110531,0.0,0.0,13.281999034660394,0.0,-31.659962930106207
20110601,0.0,0.0,15.527507096671732,0.0,-20.84746408190945
20110602,0.0,0.0,17.399047564226382,0.0,-18.88645370821041
20110603,0.0,0.0,18.976780358955757,0.0,-17.855107210655778
20110607,0.0,0.0,15.511953087433506,0.0,-16.684500219446946
20110608,0.0,0.0,7.609881253439622,0.0,-16.821688445286515
20110609,0.0,0.0,1.1382902798091286,0.0,-8.466870928337539
20110610,0.0,0.0,-4.145929022987122,0.0,-7.580287615613718
20110613,0.0,0.0,-8.637248175839535,0.0,-9.648715613066534
20110614,0.0,0.0,-12.599368474001887,0.0,-11.274770817460391
20110615,0.0,0.0,-20.99524141559325,0.0,-21.15940785974368
20110616,0.0,0.0,-27.232425915795936,0.0,-32.11171707495619
20110617,0.0,0.0,-32.521836151914535,0.0,-40.568739583243186
20110620,0.0,0.0,-37.00305010674374,0.0,-46.84482625465942
20110621,0.0,0.0,-40.654984024740706,0.0,-48.35418906521043
20110622,0.0,0.0,-42.94531994340639,0.0,-49.471970791104916
20110623,0.0,0.0,-44.61553643556901,0.0,-49.626193284730675
20110624,0.0,0.0,-47.47264099866546,0.0,-52.45289341420203
20110627,0.0,0.0,-47.59059229521595,0.0,-51.355685010395085
20110628,0.0,0.0,-47.5211691290183,0.0,-53.05076655037509
20110629,0.0,0.0,-50.83618221808904,0.0,-53.72164375738885
20110630,0.0,0.0,-52.67380656743569,0.0,-56.09194213867692
20110701,0.0,0.0,-55.11290151399656,0.0,-57.83027088392195
20110704,0.0,0.0,-56.47544809751699,0.0,-58.642514199861466
20110705,0.0,0.0,-58.33717485266315,0.0,-59.778707472441035
20110706,0.0,0.0,-57.7737952185377,0.0,-48.74503574463745
20110707,0.0,0.0,-58.300929787710814,0.0,-49.440937400531496
20110708,0.0,0.0,-47.90500588864867,0.0,-41.45672518988067
20110711,0.0,0.0,-46.63697837880238,0.0,-28.564539284883658
20110712,0.0,0.0,-46.794322244243986,0.0,-25.926702179800426
20110713,0.0,0.0,-48.03668199074705,0.0,-13.977456510104734
20110714,0.0,0.0,-49.07736612880738,0.0,-4.41353819325097
20110715,0.0,0.0,-50.09094997403839,0.0,2.5990633780085024
20110718,0.0,0.0,-50.99975195269294,0.0,7.366574207248901
20110719,0.0,0.0,-52.33627832963505,0.0,11.805757632861203
20110720,0.0,0.0,-53.705578522506265,0.0,16.92934194664934
20110721,0.0,0.0,-55.755118879788604,0.0,20.557391060249778
20110722,0.0,0.0,-56.65970365749678,0.0,23.277631015691625
20110725,0.0,0.0,-58.73425159108821,0.0,24.73670970786663
20110726,0.0,0.0,-61.64557103421301,0.0,25.94725861863231
20110727,0.0,0.0,-63.510892368075545,0.0,27.94108391645235
20110728,0.0,0.0,-65.67073171876834,0.0,28.406762495157626
20110729,0.0,0.0,-67.45695239994933,0.0,28.673587625942396
20110801,0.0,0.0,-68.53447144877248,0.0,29.01514671334351
20110802,0.0,0.0,-70.54425667198053,0.0,28.81792532297651
20110803,0.0,0.0,-73.84866431984952,0.0,30.51178772107558
20110804,0.0,0.0,-76.66789436342681,0.0,30.8267786106689
20110805,0.0,0.0,-83.70171237720419,0.0,31.73606030013997
20110808,0.0,0.0,-76.11607702432347,0.0,32.4507720557389
20110809,0.0,0.0,-81.21625451682277,0.0,23.73738826148089
20110810,0.0,0.0,-83.88898937947359,0.0,16.53394792249318
20110811,0.0,0.0,-81.26938401075984,0.0,10.657134034629184
20110812,0.0,0.0,-80.82206629818633,0.0,5.803898067941643
20110815,0.0,0.0,-80.48779670739346,0.0,1.8282823708026155
20110816,0.0,0.0,-80.24320641050885,0.0,-1.4169040093847454
20110817,0.0,0.0,-78.32806765483649,0.0,2.8461927109630203
20110818,0.0,0.0,-75.70720448421031,0.0,-0.4974423448890775
20110819,0.0,0.0,-73.32444754816831,0.0,3.5004063727532007
20110822,0.0,0.0,-71.45848670234484,0.0,0.14819163391574058
20110823,0.0,0.0,-69.2270665947849,0.0,-2.594066055333563
20110824,0.0,0.0,-67.50085926877597,0.0,-4.953121263932519
20110825,0.0,0.0,-62.45148471216404,0.0,-6.907429368536361
20110826,0.0,0.0,-57.65070978982952,0.0,-8.532219247510312
20110829,0.0,0.0,-53.35176425718003,0.0,-9.884949985955982
20110830,0.0,0.0,-49.84375522720524,0.0,-10.981053984571062
20110831,0.0,0.0,-46.990681954398845,0.0,-12.008201609712447
20110901,0.0,0.0,-44.63151663572852,0.0,-12.694583698538816
20110902,0.0,0.0,-42.38656778519685,0.0,-13.217539547505837
20110905,0.0,0.0,-40.700554698543264,0.0,-13.645226754733203
20110906,0.0,0.0,-39.29553887596083,0.0,-15.430064149335534
20110907,0.0,0.0,-38.15849590180245,0.0,-16.80643995559446
20110908,0.0,0.0,-37.209532068615445,0.0,-28.170062156122356
20110909,0.0,0.0,-36.42814718799039,0.0,-27.22454803107215
20110913,0.0,0.0,-35.78568109577872,0.0,-36.170760944566844
20110914,0.0,0.0,-35.23299569815632,0.0,-43.47061601330436
20110915,0.0,0.0,-34.88061039678959,0.0,-51.09194216249128
20110916,0.0,0.0,-34.73440520804976,0.0,-57.25193758468014
20110919,0.0,0.0,-34.593006885983584,0.0,-63.32616435048103
20110920,0.0,0.0,-34.470236576133914,0.0,-69.09323600304022
20110921,0.0,0.0,-34.486932925947684,0.0,-67.36478686948954
20110922,0.0,0.0,-34.51986843946617,0.0,-65.99401820178443
20110923,0.0,0.0,-31.475633264346524,0.0,-64.61866511225693
20110926,0.0,0.0,-28.69939716129836,0.0,-62.72255418464387
20110927,0.0,0.0,-26.147898117961468,0.0,-60.793620713191515
20110928,0.0,0.0,-27.860958614087068,0.0,-57.53954612007387
20110929,0.0,0.0,-28.841667302539143,0.0,-54.34871492465023
20110930,0.0,0.0,-29.620035842386088,0.0,-52.01303598927225
20111010,0.0,0.0,-29.824439595980735,0.0,-49.54650548830672
20111011,0.0,0.0,-29.863882611875653,0.0,-47.17819553136491
20111012,0.0,0.0,-29.872178297362584,0.0,-45.30009865111279
20111013,0.0,0.0,-29.85294002936833,0.0,-43.696347052619494
20111014,0.0,0.0,-29.96884535900109,0.0,-42.20292951972529
20111017,0.0,0.0,-30.094887057417637,0.0,-41.182131581998384
20111018,0.0,0.0,-30.19405210174493,0.0,-40.31589767824947
20111019,0.0,0.0,-30.12343422260163,0.0,-38.774766756203505
20111020,0.0,0.0,-30.004365936320767,0.0,-37.343536180992125
20111021,0.0,0.0,-29.90049725178722,0.0,-36.17607598396401
20111024,0.0,0.0,-28.966601335749726,0.0,-34.814929912822805
20111025,0.0,0.0,-28.051720521902116,0.0,-28.39521364287861
20111026,0.0,0.0,-27.00518812486695,0.0,-23.062405831500303
20111027,0.0,0.0,-26.12229592073019,0.0,-17.051175771336318
20111028,0.0,0.0,-25.462335697305416,0.0,-14.552480946491949
20111031,0.0,0.0,-24.966322391951607,0.0,-14.242280295832964
20111101,0.0,0.0,-24.650985587348107,0.0,-11.37166662922531
20111102,0.0,0.0,-24.712103607606075,0.0,-10.841005413575303
20111103,0.0,0.0,-24.940465959885124,0.0,-10.69163876022212
20111104,0.0,0.0,-25.143220375743425,0.0,-10.567675339735937
20111107,0.0,0.0,-25.793144546565465,0.0,-10.544195355499456
20111108,0.0,0.0,-26.161391219163,0.0,-10.363596334431628
20111109,0.0,0.0,-26.168535314157154,0.0,-10.216894928781619
20111110,0.0,0.0,-25.375405687265378,0.0,-10.080169934117825
20111111,0.0,0.0,-25.440575322524847,0.0,-9.972365661040667
20111114,0.0,0.0,-21.364834247461406,0.0,-9.79710406143419
20111115,0.0,0.0,-11.997455330653285,0.0,-9.561725959887115
20111116,0.0,0.0,-3.317299730741211,0.0,-6.6359693837797336
20111117,0.0,0.0,9.1930686773459,0.0,-4.195257326830179
20111118,0.0,0.0,14.283826356527968,0.0,0.7859176931029499
20111121,0.0,0.0,18.1730309632489,0.0,5.373379683437991
20111122,0.0,0.0,19.092625978693203,0.0,9.100372132856188
20111123,0.0,0.0,20.34363321009147,0.0,8.882543186041476
20111124,0.0,0.0,19.616274546849837,0.0,8.732336821371732
20111125,0.0,0.0,14.849193016962332,0.0,8.579125556317672
20111128,0.0,0.0,11.237666206840341,0.0,8.442168000833142
20111129,0.0,0.0,7.867967192255601,0.0,8.404303501136408
20111130,0.0,0.0,5.348082256807246,0.0,11.92339487842868
20111201,0.0,0.0,3.137125451952195,0.0,14.949489013050178
