index,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,mapping_ts_code,pre_main_close
45,T.CFX,20150526,96.52,96.505,96.505,96.505,95.21,95.66,95.57,-0.845,-0.935,5483.0,525803.385,25666.0,,T1509.CFX,
46,T.CFX,20150527,95.66,95.57,95.67,95.965,95.58,95.8,95.77,0.23,0.2,3064.0,293363.325,25739.0,,T1509.CFX,
47,T.CFX,20150528,95.8,95.77,95.65,95.74,94.81,95.0,95.085,-0.77,-0.685,4455.0,424700.46,25520.0,,T1509.CFX,
48,T.CFX,20150529,95.0,95.085,95.08,95.145,94.835,94.92,94.945,-0.165,-0.14,3040.0,288654.325,24946.0,,T1509.CFX,
49,T.CFX,20150601,94.92,94.945,94.935,94.96,93.9,94.215,94.14,-0.73,-0.805,6745.0,636361.155,22577.0,,T1509.CFX,
50,T.CFX,20150602,94.215,94.14,94.58,95.1,94.415,94.99,94.76,0.85,0.62,5862.0,555446.275,22162.0,,T1509.CFX,
51,T.CFX,20150603,94.99,94.76,94.88,95.4,94.655,95.06,94.96,0.3,0.2,4222.0,400987.825,22179.0,,T1509.CFX,
52,T.CFX,20150604,95.06,94.96,95.07,95.265,94.555,94.91,94.92,-0.05,-0.04,3583.0,340203.955,22014.0,,T1509.CFX,
53,T.CFX,20150605,94.91,94.92,94.98,95.37,94.97,95.3,95.31,0.38,0.39,3191.0,303918.365,22584.0,,T1509.CFX,
54,T.CFX,20150608,95.3,95.31,95.205,95.62,95.19,95.56,95.565,0.25,0.255,2907.0,277528.645,23195.0,,T1509.CFX,
55,T.CFX,20150609,95.56,95.565,95.54,95.68,95.38,95.475,95.49,-0.09,-0.075,2655.0,253582.085,22881.0,,T1509.CFX,
56,T.CFX,20150610,95.475,95.49,95.435,95.435,94.92,94.98,95.065,-0.51,-0.425,3430.0,326298.76,22457.0,,T1509.CFX,
57,T.CFX,20150611,94.98,95.065,94.98,95.055,94.775,94.83,94.91,-0.235,-0.155,2901.0,275394.44,22492.0,,T1509.CFX,
58,T.CFX,20150612,94.83,94.91,94.845,95.05,94.515,94.62,94.635,-0.29,-0.275,3902.0,369547.92,21143.0,,T1509.CFX,
59,T.CFX,20150615,94.62,94.635,94.55,94.62,94.2,94.205,94.25,-0.43,-0.385,2210.0,208594.03,20498.0,,T1509.CFX,
60,T.CFX,20150616,94.205,94.25,94.295,95.135,94.26,95.13,95.015,0.88,0.765,5417.0,513585.195,21356.0,,T1509.CFX,
61,T.CFX,20150617,95.13,95.015,95.1,95.2,94.7,94.96,94.92,-0.055,-0.095,2832.0,268833.81,21289.0,,T1509.CFX,
62,T.CFX,20150618,94.96,94.92,95.0,95.41,94.915,95.25,95.25,0.33,0.33,2793.0,266015.015,21246.0,,T1509.CFX,
63,T.CFX,20150619,95.25,95.25,95.25,95.37,94.82,95.02,94.995,-0.23,-0.255,2432.0,231136.815,21107.0,,T1509.CFX,
64,T.CFX,20150623,95.02,94.995,94.895,95.03,94.58,94.91,94.96,-0.085,-0.035,2443.0,231610.435,21142.0,,T1509.CFX,
65,T.CFX,20150624,94.91,94.96,94.9,94.98,94.705,94.885,94.885,-0.075,-0.075,1428.0,135432.19,21010.0,,T1509.CFX,
66,T.CFX,20150625,94.885,94.885,94.78,95.305,94.7,94.8,94.775,-0.085,-0.11,3771.0,358134.855,20402.0,,T1509.CFX,
67,T.CFX,20150626,94.8,94.775,94.8,94.945,94.63,94.715,94.72,-0.06,-0.055,3073.0,291207.795,19805.0,,T1509.CFX,
68,T.CFX,20150629,94.715,94.72,95.01,95.05,94.385,94.535,94.47,-0.185,-0.25,4982.0,471618.45,18480.0,,T1509.CFX,
69,T.CFX,20150630,94.535,94.47,94.6,94.955,94.54,94.755,94.76,0.285,0.29,2107.0,199636.435,18209.0,,T1509.CFX,
70,T.CFX,20150701,94.755,94.76,94.82,94.865,94.595,94.645,94.675,-0.115,-0.085,1235.0,116986.07,18103.0,,T1509.CFX,
71,T.CFX,20150702,94.645,94.675,94.65,94.695,94.365,94.61,94.64,-0.065,-0.035,1291.0,122082.91,17969.0,,T1509.CFX,
72,T.CFX,20150703,94.61,94.64,94.7,95.27,94.65,95.22,95.195,0.58,0.555,3612.0,343304.285,18851.0,,T1509.CFX,
73,T.CFX,20150706,95.22,95.195,95.5,96.05,95.31,95.92,95.915,0.725,0.72,3811.0,364476.695,19690.0,,T1509.CFX,
74,T.CFX,20150707,95.92,95.915,96.18,96.38,95.975,96.28,96.235,0.365,0.32,3236.0,311392.54,19465.0,,T1509.CFX,
75,T.CFX,20150708,96.28,96.235,96.48,96.98,95.34,95.8,95.635,-0.435,-0.6,8839.0,849054.33,18139.0,,T1509.CFX,
76,T.CFX,20150709,95.8,95.635,95.86,96.58,95.72,96.15,96.21,0.515,0.575,4365.0,420039.65,17427.0,,T1509.CFX,
77,T.CFX,20150710,96.15,96.21,96.0,96.01,95.6,95.95,95.92,-0.26,-0.29,2668.0,255748.405,17428.0,,T1509.CFX,
78,T.CFX,20150713,95.95,95.92,95.85,96.125,95.67,95.72,95.76,-0.2,-0.16,2941.0,281860.64,17861.0,,T1509.CFX,
79,T.CFX,20150714,95.72,95.76,95.815,95.815,95.38,95.575,95.59,-0.185,-0.17,2819.0,269371.48,18158.0,,T1509.CFX,
80,T.CFX,20150715,95.575,95.59,95.38,95.58,95.28,95.445,95.43,-0.145,-0.16,4830.0,460783.74,19208.0,,T1509.CFX,
81,T.CFX,20150716,95.445,95.43,95.78,95.78,95.48,95.75,95.7,0.32,0.27,2096.0,200492.985,19842.0,,T1509.CFX,
82,T.CFX,20150717,95.75,95.7,95.75,95.91,95.615,95.8,95.775,0.1,0.075,2088.0,199983.055,19896.0,,T1509.CFX,
83,T.CFX,20150720,95.8,95.775,95.81,95.93,95.67,95.75,95.765,-0.025,-0.01,1501.0,143767.61,20025.0,,T1509.CFX,
84,T.CFX,20150721,95.75,95.765,95.7,95.75,95.525,95.54,95.58,-0.225,-0.185,2456.0,234829.705,19369.0,,T1509.CFX,
85,T.CFX,20150722,95.54,95.58,95.54,95.73,95.38,95.63,95.63,0.05,0.05,1755.0,167833.81,19343.0,,T1509.CFX,
86,T.CFX,20150723,95.63,95.63,95.775,95.965,95.71,95.91,95.895,0.28,0.265,2422.0,232206.565,19331.0,,T1509.CFX,
87,T.CFX,20150724,95.91,95.895,95.98,96.16,95.83,95.86,95.895,-0.035,0.0,2769.0,265829.355,18927.0,,T1509.CFX,
88,T.CFX,20150727,95.86,95.895,95.895,96.04,95.58,96.04,95.955,0.145,0.06,1795.0,172093.11,18672.0,,T1509.CFX,
89,T.CFX,20150728,96.04,95.955,96.0,96.13,95.885,96.03,96.05,0.075,0.095,2517.0,241643.15,18066.0,,T1509.CFX,
90,T.CFX,20150729,96.03,96.05,96.045,96.175,95.955,96.11,96.105,0.06,0.055,1653.0,158823.985,18072.0,,T1509.CFX,
91,T.CFX,20150730,96.11,96.105,96.13,96.17,95.78,95.98,96.0,-0.125,-0.105,1750.0,168047.73,17760.0,,T1509.CFX,
92,T.CFX,20150731,95.98,96.0,96.1,96.1,95.45,95.545,95.545,-0.455,-0.455,3591.0,343602.005,17400.0,,T1509.CFX,
93,T.CFX,20150803,95.545,95.545,95.355,95.715,95.355,95.555,95.545,0.01,0.0,2937.0,280687.74,15898.0,,T1509.CFX,
94,T.CFX,20150804,95.555,95.545,95.555,95.84,95.555,95.71,95.69,0.165,0.145,2411.0,230782.02,15646.0,,T1509.CFX,
95,T.CFX,20150805,95.71,95.69,95.725,95.795,95.57,95.605,95.595,-0.085,-0.095,2097.0,200586.33,15258.0,,T1509.CFX,
96,T.CFX,20150806,95.605,95.595,95.545,95.885,95.5,95.875,95.76,0.28,0.165,1949.0,186445.07,14831.0,,T1509.CFX,
97,T.CFX,20150807,95.875,95.76,95.805,95.94,95.7,95.915,95.825,0.155,0.065,2397.0,229705.12,14093.0,,T1509.CFX,
98,T.CFX,20150810,95.915,95.825,95.93,95.98,95.6,95.675,95.655,-0.15,-0.17,2362.0,226115.515,12881.0,,T1509.CFX,
99,T.CFX,20150811,95.675,95.655,95.605,95.7,95.16,95.19,95.23,-0.465,-0.425,3576.0,340982.295,12149.0,,T1509.CFX,
100,T.CFX,20150812,95.19,95.23,95.12,95.345,94.8,95.33,95.27,0.1,0.04,3719.0,353695.565,10852.0,,T1509.CFX,
101,T.CFX,20150813,95.33,95.55,95.615,95.675,95.45,95.52,95.505,-0.03,-0.045,1843.0,176090.155,12563.0,,T1512.CFX,95.325
102,T.CFX,20150814,95.52,95.505,95.535,95.69,95.445,95.64,95.615,0.135,0.11,2725.0,260491.105,13987.0,,T1512.CFX,
103,T.CFX,20150817,95.64,95.615,95.115,95.45,95.115,95.32,95.35,-0.295,-0.265,2941.0,280451.655,14943.0,,T1512.CFX,
104,T.CFX,20150818,95.32,95.35,95.425,95.49,95.255,95.485,95.43,0.135,0.08,3399.0,324253.76,15246.0,,T1512.CFX,
105,T.CFX,20150819,95.485,95.43,95.52,95.52,95.235,95.37,95.36,-0.06,-0.07,3266.0,311344.62,15588.0,,T1512.CFX,
106,T.CFX,20150820,95.37,95.36,95.335,95.455,95.285,95.45,95.43,0.09,0.07,1669.0,159211.92,15292.0,,T1512.CFX,
107,T.CFX,20150821,95.45,95.43,95.5,95.68,95.44,95.52,95.525,0.09,0.095,2469.0,235963.44,15402.0,,T1512.CFX,
108,T.CFX,20150824,95.52,95.525,95.55,95.82,95.55,95.785,95.75,0.26,0.225,3501.0,335066.11,15032.0,,T1512.CFX,
109,T.CFX,20150825,95.785,95.75,95.95,95.98,95.74,95.8,95.775,0.05,0.025,3124.0,299308.995,14683.0,,T1512.CFX,
110,T.CFX,20150826,95.8,95.775,95.95,96.04,95.805,96.005,95.98,0.23,0.205,4123.0,395602.435,14457.0,,T1512.CFX,
111,T.CFX,20150827,96.005,95.98,96.085,96.445,96.005,96.4,96.325,0.42,0.345,3555.0,342016.49,14133.0,,T1512.CFX,
112,T.CFX,20150828,96.4,96.325,96.28,96.45,96.145,96.255,96.265,-0.07,-0.06,4111.0,395883.335,14218.0,,T1512.CFX,
113,T.CFX,20150831,96.255,96.265,96.21,96.86,96.19,96.76,96.755,0.495,0.49,4998.0,483044.2,14445.0,,T1512.CFX,
114,T.CFX,20150901,96.76,96.755,96.82,97.045,96.805,96.915,96.9,0.16,0.145,3789.0,367232.07,14295.0,,T1512.CFX,
115,T.CFX,20150902,96.915,96.9,96.94,96.995,96.52,96.62,96.6,-0.28,-0.3,3455.0,334132.13,13650.0,,T1512.CFX,
116,T.CFX,20150907,96.62,96.6,96.6,96.6,96.4,96.42,96.45,-0.18,-0.15,3259.0,314537.33,13420.0,,T1512.CFX,
117,T.CFX,20150908,96.42,96.45,96.38,96.48,96.085,96.375,96.355,-0.075,-0.095,5641.0,543125.31,13047.0,,T1512.CFX,
118,T.CFX,20150909,96.375,96.355,96.32,96.49,96.195,96.195,96.265,-0.16,-0.09,5026.0,484231.2,12698.0,,T1512.CFX,
119,T.CFX,20150910,96.195,96.265,96.185,96.475,96.055,96.395,96.395,0.13,0.13,4483.0,431584.575,12478.0,,T1512.CFX,
120,T.CFX,20150911,96.395,96.395,96.48,96.48,96.25,96.255,96.29,-0.14,-0.105,5220.0,502853.75,12742.0,,T1512.CFX,
121,T.CFX,20150914,96.255,96.29,96.4,96.455,96.27,96.41,96.4,0.12,0.11,4560.0,439352.405,12370.0,,T1512.CFX,
122,T.CFX,20150915,96.41,96.4,96.45,96.675,96.33,96.655,96.615,0.255,0.215,5817.0,561679.13,12656.0,,T1512.CFX,
123,T.CFX,20150916,96.655,96.615,96.68,96.715,96.45,96.535,96.51,-0.08,-0.105,5334.0,515140.59,13023.0,,T1512.CFX,
124,T.CFX,20150917,96.535,96.51,96.46,96.55,96.225,96.365,96.295,-0.145,-0.215,4785.0,461152.65,13110.0,,T1512.CFX,
125,T.CFX,20150918,96.365,96.295,96.38,96.655,96.35,96.395,96.415,0.1,0.12,4849.0,467801.545,12809.0,,T1512.CFX,
126,T.CFX,20150921,96.395,96.415,96.39,96.475,96.315,96.415,96.415,0.0,0.0,3236.0,311942.415,12771.0,,T1512.CFX,
127,T.CFX,20150922,96.415,96.415,96.44,96.465,96.165,96.26,96.225,-0.155,-0.19,4242.0,408485.4,13214.0,,T1512.CFX,
128,T.CFX,20150923,96.26,96.225,96.3,96.42,96.255,96.305,96.33,0.08,0.105,3321.0,319956.735,13128.0,,T1512.CFX,
129,T.CFX,20150924,96.305,96.33,96.29,96.525,96.2,96.515,96.44,0.185,0.11,3168.0,305189.27,13177.0,,T1512.CFX,
130,T.CFX,20150925,96.515,96.44,96.53,96.735,96.445,96.665,96.64,0.225,0.2,3746.0,361901.345,13057.0,,T1512.CFX,
131,T.CFX,20150928,96.665,96.64,96.66,96.975,96.655,96.935,96.925,0.295,0.285,3408.0,330035.745,13452.0,,T1512.CFX,
132,T.CFX,20150929,96.935,96.925,97.0,97.31,97.0,97.23,97.245,0.305,0.32,4541.0,441434.73,13502.0,,T1512.CFX,
133,T.CFX,20150930,97.23,97.245,97.21,97.335,97.05,97.315,97.25,0.07,0.005,4148.0,403126.44,14092.0,,T1512.CFX,
134,T.CFX,20151008,97.315,97.25,97.245,97.29,97.06,97.27,97.235,0.02,-0.015,3485.0,338602.86,13942.0,,T1512.CFX,
135,T.CFX,20151009,97.27,97.235,97.255,98.15,97.23,98.13,97.99,0.895,0.755,7969.0,779366.365,15048.0,,T1512.CFX,
136,T.CFX,20151012,98.13,97.99,98.13,98.45,97.93,98.185,98.18,0.195,0.19,8046.0,789815.84,14840.0,,T1512.CFX,
137,T.CFX,20151013,98.185,98.18,98.215,98.895,98.09,98.72,98.575,0.54,0.395,8400.0,826408.09,15184.0,,T1512.CFX,
138,T.CFX,20151014,98.72,98.575,98.72,99.245,98.35,98.715,98.7,0.14,0.125,19060.0,1884308.88,15490.0,,T1512.CFX,
139,T.CFX,20151015,98.715,98.7,98.6,98.78,98.335,98.53,98.53,-0.17,-0.17,12203.0,1203152.945,15866.0,,T1512.CFX,
140,T.CFX,20151016,98.53,98.53,98.45,98.48,98.005,98.07,98.085,-0.46,-0.445,15051.0,1478018.42,15459.0,,T1512.CFX,
141,T.CFX,20151019,98.07,98.085,98.05,98.3,98.05,98.22,98.145,0.135,0.06,10185.0,999723.895,15893.0,,T1512.CFX,
142,T.CFX,20151020,98.22,98.145,98.315,99.165,98.265,99.165,98.965,1.02,0.82,15347.0,1515318.12,16552.0,,T1512.CFX,
143,T.CFX,20151021,99.165,98.965,99.165,99.32,98.81,98.885,98.93,-0.08,-0.035,17607.0,1743859.83,17024.0,,T1512.CFX,
144,T.CFX,20151022,98.885,98.93,98.81,99.29,98.81,99.29,99.16,0.36,0.23,12503.0,1238893.17,17498.0,,T1512.CFX,
145,T.CFX,20151023,99.29,99.16,99.295,99.48,98.92,98.955,99.21,-0.205,0.05,20198.0,2004758.235,16942.0,,T1512.CFX,
146,T.CFX,20151026,98.955,99.21,99.05,99.355,98.795,99.245,99.22,0.035,0.01,21935.0,2174604.605,16414.0,,T1512.CFX,
147,T.CFX,20151027,99.245,99.22,99.4,99.845,99.255,99.765,99.765,0.545,0.545,23940.0,2382955.465,18280.0,,T1512.CFX,
148,T.CFX,20151028,99.765,99.765,99.7,99.93,99.285,99.39,99.435,-0.375,-0.33,22024.0,2195098.68,18279.0,,T1512.CFX,
149,T.CFX,20151029,99.39,99.435,99.15,99.25,98.685,98.685,98.82,-0.75,-0.615,23932.0,2369671.625,18302.0,,T1512.CFX,
150,T.CFX,20151030,98.685,98.82,98.605,98.96,98.5,98.83,98.84,0.01,0.02,23990.0,2369651.775,17709.0,,T1512.CFX,
151,T.CFX,20151102,98.83,98.84,98.895,99.17,98.705,98.805,98.84,-0.035,0.0,20079.0,1985789.94,17708.0,,T1512.CFX,
152,T.CFX,20151103,98.805,98.84,98.82,98.875,98.555,98.6,98.635,-0.24,-0.205,16498.0,1628340.88,17715.0,,T1512.CFX,
153,T.CFX,20151104,98.6,98.635,98.565,98.69,98.195,98.355,98.31,-0.28,-0.325,24150.0,2376309.14,17185.0,,T1512.CFX,
154,T.CFX,20151105,98.355,98.31,98.3,98.69,98.17,98.665,98.61,0.355,0.3,23579.0,2321378.285,16656.0,,T1512.CFX,
155,T.CFX,20151106,98.665,98.61,98.685,98.74,98.19,98.255,98.245,-0.355,-0.365,20920.0,2059456.505,16276.0,,T1512.CFX,
156,T.CFX,20151109,98.255,98.245,97.9,97.975,97.275,97.29,97.39,-0.955,-0.855,21147.0,2062657.7,16090.0,,T1512.CFX,
157,T.CFX,20151110,97.29,97.39,97.305,97.68,97.23,97.66,97.61,0.27,0.22,21504.0,2096933.86,15011.0,,T1512.CFX,
158,T.CFX,20151111,97.66,97.61,97.71,98.18,97.635,98.175,98.075,0.565,0.465,26937.0,2638913.76,14242.0,,T1512.CFX,
159,T.CFX,20151112,98.175,98.075,97.995,98.24,97.47,98.085,98.07,0.01,-0.005,23493.0,2301764.965,13422.0,,T1512.CFX,
160,T.CFX,20151113,98.085,98.04,98.25,98.475,97.865,97.885,97.93,-0.155,-0.11,4907.0,481535.68,14436.0,,T1603.CFX,97.94
161,T.CFX,20151116,97.885,97.93,97.9,98.45,97.8,98.06,98.015,0.13,0.085,6352.0,622373.61,16004.0,,T1603.CFX,
162,T.CFX,20151117,98.06,98.015,98.005,98.175,97.82,98.13,98.02,0.115,0.005,7766.0,761031.67,16357.0,,T1603.CFX,
163,T.CFX,20151118,98.13,98.02,98.01,98.235,97.565,97.625,97.685,-0.395,-0.335,7511.0,734993.905,16749.0,,T1603.CFX,
164,T.CFX,20151119,97.625,97.685,97.625,97.935,97.51,97.705,97.735,0.02,0.05,8200.0,801679.55,17944.0,,T1603.CFX,
165,T.CFX,20151120,97.705,97.735,97.8,98.25,97.7,98.235,98.17,0.5,0.435,9457.0,927309.53,19587.0,,T1603.CFX,
166,T.CFX,20151123,98.235,98.17,98.255,98.3,97.195,98.045,97.93,-0.125,-0.24,14024.0,1373142.505,20233.0,,T1603.CFX,
167,T.CFX,20151124,98.045,97.93,98.05,98.55,97.9,98.51,98.43,0.58,0.5,18816.0,1848872.46,22328.0,,T1603.CFX,
168,T.CFX,20151125,98.51,98.43,98.59,98.69,98.42,98.59,98.55,0.16,0.12,17429.0,1717637.195,22528.0,,T1603.CFX,
169,T.CFX,20151126,98.59,98.55,98.61,99.03,98.365,98.94,98.93,0.39,0.38,21702.0,2143900.965,24062.0,,T1603.CFX,
170,T.CFX,20151127,98.94,98.93,98.93,99.075,98.575,98.695,98.655,-0.235,-0.275,18537.0,1831307.815,22640.0,,T1603.CFX,
171,T.CFX,20151130,98.695,98.655,98.695,99.235,98.63,99.015,99.035,0.36,0.38,14663.0,1451958.52,23604.0,,T1603.CFX,
172,T.CFX,20151201,99.015,99.035,99.105,99.18,98.66,98.75,98.73,-0.285,-0.305,16350.0,1616155.445,23307.0,,T1603.CFX,
173,T.CFX,20151202,98.75,98.73,98.795,99.095,98.685,98.83,98.835,0.1,0.105,19033.0,1882462.76,22496.0,,T1603.CFX,
174,T.CFX,20151203,98.83,98.835,98.805,99.025,98.65,98.965,98.975,0.13,0.14,14287.0,1412823.01,22897.0,,T1603.CFX,
175,T.CFX,20151204,98.965,98.975,98.9,99.165,98.76,98.86,98.885,-0.115,-0.09,17651.0,1747122.15,22712.0,,T1603.CFX,
176,T.CFX,20151207,98.86,98.885,98.86,99.035,98.73,98.95,98.915,0.065,0.03,15918.0,1573466.49,22867.0,,T1603.CFX,
177,T.CFX,20151208,98.95,98.915,99.0,99.205,98.91,99.195,99.14,0.28,0.225,13639.0,1351362.4,23546.0,,T1603.CFX,
178,T.CFX,20151209,99.195,99.14,99.205,99.28,99.01,99.17,99.18,0.03,0.04,16204.0,1606311.545,23694.0,,T1603.CFX,
179,T.CFX,20151210,99.17,99.18,99.15,99.295,99.015,99.105,99.09,-0.075,-0.09,16452.0,1631515.02,23965.0,,T1603.CFX,
180,T.CFX,20151211,99.105,99.09,99.105,99.37,99.04,99.37,99.275,0.28,0.185,14679.0,1455857.365,24427.0,,T1603.CFX,
181,T.CFX,20151214,99.37,99.275,99.15,99.225,98.82,98.87,98.875,-0.405,-0.4,22071.0,2185415.425,23548.0,,T1603.CFX,
182,T.CFX,20151215,98.87,98.875,98.895,99.125,98.82,99.085,99.07,0.21,0.195,15886.0,1572781.94,23931.0,,T1603.CFX,
183,T.CFX,20151216,99.085,99.07,99.085,99.2,98.9,99.16,99.16,0.09,0.09,14768.0,1462634.405,23612.0,,T1603.CFX,
184,T.CFX,20151217,99.16,99.16,99.16,99.295,99.085,99.15,99.16,-0.01,0.0,17340.0,1719802.035,23234.0,,T1603.CFX,
185,T.CFX,20151218,99.15,99.16,99.205,99.6,99.175,99.56,99.55,0.4,0.39,20000.0,1989007.72,23832.0,,T1603.CFX,
